name,sev_rel,dwellings
LL45 2,1.0496,484
LL46 2,0.9891,983
LL47 6,0.9652,534
LL48 6,0.9337,1261
LL49 0,1.0474,27
LL49 9,0.9692,2464
LL51 9,1.0180,440
LL52 0,1.0821,1444
LL53 5,0.9506,2251
LL53 6,1.0068,2833
LL53 7,1.2084,2517
LL53 8,1.0492,1861
LL53 9,0.9392,86
LL54 5,0.9428,1746
LL54 6,0.8533,1916
LL54 7,0.9435,2105
LL55 1,0.9626,2694
LL55 2,0.8792,3076
LL55 3,0.9264,1460
LL55 4,0.9357,2894
LL55 9,0.8221,168
LL56 4,1.0230,1198
LL57 1,0.8146,2814
LL57 2,0.9868,3602
LL57 3,0.9113,2642
LL57 4,1.0027,2714
LL57 9,0.8671,102
LL58 8,1.0902,2261
LL59 5,1.1121,2725
LL60 6,1.0257,1305
LL61 5,1.0972,1307
LL61 6,1.0212,1808
LL62 5,1.0707,928
LL63 5,1.0570,963
LL64 5,1.0628,528
LL65 1,0.8285,3150
LL65 2,0.9020,4397
LL65 3,0.9972,2926
LL65 4,1.0159,1767
LL66 0,1.0240,207
LL66 9,1.0533,22
LL67 0,0.9850,754
LL68 0,1.0152,645
LL68 9,0.9327,2315
LL69 9,1.0535,385
LL70 9,1.0765,213
LL71 7,0.9918,308
LL71 8,1.0214,528
LL72 8,1.0928,458
LL73 8,1.0863,139
LL74 8,1.0759,1312
LL75 7,1.0598,12
LL75 8,1.0713,764
LL76 8,1.0905,130
LL77 7,0.9497,3336
LL77 8,1.0078,120
LL77 9,0.9784,108
LL78 7,1.0765,84
LL78 8,1.0680,276
LN1 1,0.8315,4219
LN1 2,0.9573,5674
LN1 3,0.8092,4817
LN1 4,1.0165,322
LN1 5,0.9096,28
LN1 6,0.9883,27
LN10 5,1.0193,330
LN10 6,1.0282,2757
LN11 0,0.8995,5175
LN11 1,0.9107,496
LN11 7,0.9157,2636
LN11 8,0.9074,3814
LN11 9,0.8965,3145
LN12 1,0.7982,2972
LN12 2,0.8527,4478
LN12 9,0.8585,17
LN13 0,0.9260,1389
LN13 3,0.8585,67
LN13 9,0.8792,2609
LN2 1,0.9721,1433
LN2 2,0.9419,5552
LN2 3,0.9904,3388
LN2 4,0.8450,6468
LN2 5,0.7717,2972
LN3 4,0.9371,3138
LN3 5,0.9253,1714
LN4 1,0.9565,5217
LN4 2,0.9521,4313
LN4 3,0.9274,3809
LN4 4,0.8502,5510
LN5 0,1.0315,3001
LN5 5,0.9113,621
LN5 7,0.7643,2967
LN5 8,0.7638,4496
LN5 9,0.9137,6056
LN6 0,0.8206,6445
LN6 3,0.8732,2275
LN6 4,0.9683,255
LN6 5,0.9258,1531
LN6 6,0.9140,83
LN6 7,0.8145,6808
LN6 8,0.8999,4877
LN6 9,0.9537,7421
LN7 6,0.9803,3057
LN8 2,1.0135,790
LN8 3,0.9580,4631
LN8 5,0.9392,1856
LN8 6,0.9457,1354
LN8 9,0.8449,130
LN9 5,0.9474,3026
LN9 6,0.8994,2434
LN9 9,0.8021,58
LS1 1,0.8406,151
LS1 2,0.9176,862
LS1 3,0.8727,633
LS1 4,0.9990,2310
LS1 5,0.8333,1218
LS1 6,0.8380,1610
LS1 7,0.9477,194
LS1 8,0.8107,71
LS1 9,0.8528,824
LS10 1,0.9135,3293
LS10 2,0.7417,1755
LS10 3,0.7649,5560
LS10 4,0.8132,7350
LS10 9,0.7315,125
LS11 0,0.7486,1992
LS11 1,0.7302,305
LS11 5,0.8266,3395
LS11 6,0.7333,2675
LS11 7,0.7767,3719
LS11 8,0.7746,3442
LS11 9,0.9188,3457
LS12 1,0.8273,2952
LS12 2,0.7739,2971
LS12 3,0.7861,4111
LS12 4,0.8269,4368
LS12 5,0.8460,4294
LS12 6,0.8511,1860
LS12 9,0.7315,241
LS13 1,0.8675,3701
LS13 2,0.7670,5229
LS13 3,0.7843,3433
LS13 4,0.7984,4910
LS13 9,0.7403,57
LS14 1,0.8125,4139
LS14 2,0.8890,2183
LS14 3,1.3509,1540
LS14 5,0.7468,3240
LS14 6,0.7821,6497
LS14 9,0.7352,297
LS15 0,0.8688,3693
LS15 4,1.0845,2310
LS15 5,0.7753,38
LS15 7,0.9044,4262
LS15 8,0.9622,4895
LS15 9,1.0871,1726
LS16 0,0.7609,185
LS16 5,1.0431,3285
LS16 6,0.9324,4550
LS16 7,1.0370,5313
LS16 8,1.3272,2367
LS16 9,1.3731,1660
LS17 0,1.4107,615
LS17 1,0.9327,285
LS17 5,0.9012,3268
LS17 6,0.9770,4678
LS17 7,1.1282,4149
LS17 8,1.1978,4838
LS17 9,1.4161,2017
LS18 4,0.9763,5209
LS18 5,1.0562,4438
LS19 6,1.1193,3067
LS19 7,0.9424,6291
LS19 9,0.8169,240
LS2 3,0.8202,206
LS2 7,0.8962,2764
LS2 8,0.8305,1904
LS2 9,0.7826,3189
LS20 8,1.2055,2778
LS20 9,0.9872,2850
LS21 1,1.0853,3207
LS21 2,1.0531,3254
LS21 3,0.9820,2283
LS21 9,0.9469,188
LS22 4,1.4107,930
LS22 5,1.3709,1847
LS22 6,1.2038,2946
LS22 7,1.1086,2057
LS22 9,1.0389,156
LS23 6,1.2118,3656
LS23 7,1.2290,788
LS24 0,0.9315,80
LS24 8,1.0340,1576
LS24 9,1.0893,4181
LS25 1,0.9578,3145
LS25 2,0.9842,3577
LS25 3,1.1511,733
LS25 4,0.9250,1507
LS25 5,1.1099,2361
LS25 6,0.9905,4102
LS25 7,0.8887,4646
LS25 9,1.1089,79
LS26 0,0.9100,6089
LS26 1,1.0390,252
LS26 8,0.9551,6055
LS26 9,0.9928,2211
LS27 0,0.8811,4013
LS27 1,0.8015,137
LS27 7,0.9305,4694
LS27 8,0.8572,5351
LS27 9,0.8753,3893
LS28 0,0.8158,99
LS28 5,0.9514,5351
LS28 6,0.8558,2242
LS28 7,0.9104,4442
LS28 8,0.9499,3593
LS28 9,0.9163,2896
LS29 0,1.2589,2713
LS29 1,1.3105,127
LS29 6,1.2231,3321
LS29 7,1.1858,3226
LS29 8,1.1568,4012
LS29 9,1.3425,2622
LS3 1,0.7784,3152
LS4 2,0.7899,4462
LS5 2,0.7854,19
LS5 3,0.8046,4358
LS6 1,0.8131,5586
LS6 2,0.8287,4766
LS6 3,0.9243,4196
LS6 4,0.9669,4601
LS6 9,0.7351,60
LS7 1,0.8097,2643
LS7 2,0.8267,4076
LS7 3,0.8024,3912
LS7 4,0.8548,4435
LS7 9,0.7351,60
LS8 1,1.0407,4401
LS8 2,1.0462,4982
LS8 3,0.7804,4767
LS8 4,0.8455,2420
LS8 5,0.7271,3594
LS8 9,0.8146,112
LS88 8,0.7720,249
LS9 0,0.7650,3296
LS9 1,0.7352,36
LS9 6,0.7398,5562
LS9 7,0.7350,4231
LS9 8,0.9082,4043
LS9 9,0.7538,2771
LS98 1,0.7257,12
LS98 3,1.0653,9
LS98 4,1.0653,9
LS99 2,0.7720,16
LS99 8,0.7720,8
LU1 1,0.7903,5338
LU1 2,0.7559,1843
LU1 3,0.8490,5433
LU1 4,1.0953,3077
LU1 5,0.8202,6007
LU1 9,0.7434,309
LU2 0,0.8527,6654
LU2 7,1.0101,8691
LU2 8,1.0075,5494
LU2 9,0.9431,4996
LU3 1,0.9095,6990
LU3 2,0.9332,6353
LU3 3,0.9002,7743
LU3 4,1.1021,2268
LU3 9,0.7442,188
LU4 0,0.8788,6810
LU4 8,0.8666,4885
LU4 9,0.9008,7392
LU5 4,0.9532,6408
LU5 5,0.9018,7721
LU5 6,1.0779,5178
LU5 7,0.9006,459
LU6 1,0.9363,5850
LU6 2,1.3089,3864
LU6 3,1.0711,5325
LU6 9,0.8652,411
LU7 0,1.2234,4414
LU7 1,0.9208,3008
LU7 2,1.0328,4957
LU7 3,1.0675,7141
LU7 4,1.0391,4018
LU7 6,0.9540,301
LU7 9,1.1870,4310
M1 1,1.0383,987
M1 2,1.0167,2993
M1 3,1.0268,1452
M1 4,1.0525,753
M1 5,0.9686,2256
M1 6,1.0165,1022
M1 7,0.8976,2671
M11 1,0.7735,2712
M11 2,0.7500,1858
M11 3,0.8009,2050
M11 4,0.7436,3956
M12 0,0.7688,217
M12 4,0.7521,2806
M12 5,0.7579,3661
M12 6,0.8252,1227
M13 0,0.7719,5339
M13 9,0.7950,3160
M14 0,0.8899,315
M14 4,0.7492,4078
M14 5,0.7978,4773
M14 6,0.8613,6132
M14 7,0.7564,5363
M15 4,1.0072,11226
M15 5,0.8676,3657
M15 6,0.8061,3414
M16 0,0.8586,3884
M16 6,0.7846,269
M16 7,0.7714,3333
M16 8,0.8456,4952
M16 9,0.8316,4316
M17 1,0.8640,1166
M17 8,0.8405,128
M18 7,0.7499,5964
M18 8,0.7451,5302
M19 1,0.8058,5040
M19 2,0.8475,5267
M19 3,0.7454,4586
M2 1,1.0969,122
M2 2,1.0876,93
M2 3,1.1273,218
M2 4,1.1160,224
M2 5,1.1456,183
M2 6,1.0969,156
M2 7,1.0969,180
M20 1,0.8308,3816
M20 2,1.0321,6271
M20 3,0.9359,2802
M20 4,0.8985,4012
M20 5,1.0089,1850
M20 6,1.0067,3953
M21 0,0.9455,2494
M21 3,0.8720,204
M21 7,0.8011,3646
M21 8,0.9174,2260
M21 9,0.8741,4368
M22 0,0.7557,1630
M22 1,0.7439,2965
M22 2,0.8877,141
M22 4,0.8859,4687
M22 5,0.7995,3375
M22 8,0.7400,2227
M22 9,0.7422,4039
M23 0,0.8173,4336
M23 1,0.7957,3647
M23 2,0.7587,2532
M23 9,0.8501,4619
M24 0,0.7352,74
M24 1,0.9554,5423
M24 2,0.7972,6735
M24 4,0.8155,4957
M24 5,0.8034,4386
M24 6,0.8007,2641
M25 0,1.0084,2952
M25 1,0.8600,3830
M25 2,0.8854,1448
M25 3,0.9110,1485
M25 9,0.9569,3556
M26 1,0.8621,4872
M26 2,0.8032,3276
M26 3,0.8280,4477
M26 4,0.8587,4033
M26 6,0.7557,92
M27 0,0.9331,2858
M27 4,0.8288,2587
M27 5,0.8646,3883
M27 6,0.8207,2875
M27 8,0.8133,4232
M27 9,0.8346,2531
M28 0,0.8246,2525
M28 1,1.0325,5080
M28 2,1.1773,3182
M28 3,0.8400,6670
M28 7,1.0121,3191
M28 8,0.8107,302
M29 2,0.8125,98
M29 7,0.9351,5737
M29 8,0.8512,5005
M3 1,0.9750,847
M3 2,1.0969,259
M3 3,1.1175,945
M3 4,1.0973,2403
M3 5,0.9392,3717
M3 6,0.8389,2400
M3 7,0.9471,4367
M30 0,0.7895,6054
M30 3,0.7497,131
M30 7,0.7699,4479
M30 8,0.8007,4442
M30 9,0.9332,4116
M31 4,0.7852,4159
M32 0,0.8297,5323
M32 2,0.8068,161
M32 8,0.8822,2962
M32 9,0.8861,4306
M33 0,1.0443,344
M33 2,0.9535,5258
M33 3,1.0404,5494
M33 4,1.0049,5657
M33 5,1.0147,4417
M33 6,1.0265,2919
M33 7,0.9090,3045
M34 0,0.7774,197
M34 2,0.8872,4532
M34 3,0.8408,4228
M34 5,0.8686,6273
M34 6,0.8055,2914
M34 7,0.8053,4232
M35 0,0.8127,5445
M35 9,0.8353,4504
M38 0,0.7519,1466
M38 9,0.7354,5065
M4 1,0.9986,1327
M4 2,1.0479,154
M4 3,1.0969,54
M4 4,1.0057,2272
M4 5,0.9908,1578
M4 6,0.9218,2738
M4 7,0.9025,2623
M40 0,0.7847,2277
M40 1,0.7578,3026
M40 2,0.7337,2449
M40 3,0.8039,3117
M40 4,0.7216,96
M40 5,0.7600,2301
M40 7,0.7649,3303
M40 8,0.7300,1951
M40 9,0.7717,2380
M41 0,0.9210,2842
M41 4,1.0173,216
M41 5,0.9445,2988
M41 6,0.9532,3014
M41 7,0.9607,1972
M41 8,0.9680,3020
M41 9,0.9495,3951
M43 0,0.7837,92
M43 6,0.8212,5063
M43 7,0.8218,6184
M44 0,0.8810,36
M44 5,0.8024,3643
M44 6,0.8373,5089
M45 0,0.9883,232
M45 6,0.8894,2417
M45 7,1.0753,4085
M45 8,0.8336,4027
M46 0,0.8181,5357
M46 6,0.7665,44
M46 9,0.8416,5464
M5 0,0.8071,580
M5 3,0.8060,5300
M5 4,0.8368,6641
M5 5,0.7703,2367
M50 1,0.7543,588
M50 2,0.9413,2665
M50 3,0.9417,3348
M6 5,0.7338,5146
M6 6,0.7673,3760
M6 7,0.8353,3742
M6 8,0.8524,4668
M60 0,1.0128,211
M60 1,0.9997,219
M60 2,1.1497,295
M60 3,0.9720,198
M60 4,0.9720,7
M60 6,1.0153,15
M60 7,1.0118,102
M60 9,0.9604,190
M61 0,0.9913,716
M7 1,0.7991,2914
M7 2,0.7898,2915
M7 3,0.8369,2641
M7 4,0.8974,5412
M8 0,0.7574,3208
M8 2,0.7395,171
M8 4,0.8203,3273
M8 5,0.7801,2810
M8 8,0.8223,1899
M8 9,0.7576,1389
M9 0,0.7698,2240
M9 4,0.7499,3806
M9 5,0.7323,1868
M9 6,0.7639,4103
M9 7,0.7730,2938
M9 8,0.7722,4088
M9 9,0.7679,95
M90 1,0.7932,44
M90 2,0.8253,41
M90 3,0.8220,156
M90 4,0.7954,119
M90 5,0.8253,163
M99 1,1.0138,108
M99 2,1.0153,45
ME1 1,0.9908,3652
ME1 2,0.9709,6060
ME1 3,1.0100,5783
ME1 9,1.0884,239
ME10 1,1.0171,5507
ME10 2,0.9551,6356
ME10 3,0.8938,3888
ME10 4,1.0031,4341
ME10 5,1.0342,1386
ME10 9,0.8648,242
ME11 5,0.8122,1629
ME12 1,0.8121,3323
ME12 2,0.9396,5441
ME12 3,0.9860,6126
ME12 4,0.8726,4446
ME12 9,0.7622,125
ME13 0,1.2127,1499
ME13 3,0.9788,160
ME13 7,0.9695,4767
ME13 8,0.9968,5274
ME13 9,1.1362,2324
ME14 1,0.9282,2307
ME14 2,1.0242,4834
ME14 3,1.2956,1110
ME14 4,1.3052,2633
ME14 5,1.1496,4666
ME14 9,1.0270,722
ME15 0,1.2652,2147
ME15 6,1.0025,5872
ME15 7,0.9952,4387
ME15 8,1.0712,5690
ME15 9,1.0433,4867
ME16 0,1.1515,6116
ME16 8,0.9740,5634
ME16 9,1.1278,3439
ME17 1,1.2316,3029
ME17 2,1.1757,2105
ME17 3,1.2500,2876
ME17 4,1.1614,3906
ME18 5,1.2664,2107
ME18 6,1.1995,1158
ME19 4,1.4285,3974
ME19 5,1.2497,3536
ME19 6,1.1621,3402
ME2 1,1.1098,2790
ME2 2,0.9419,6308
ME2 3,1.0323,4903
ME2 4,0.9928,3793
ME20 6,1.0844,5659
ME20 7,1.1080,3754
ME3 0,0.8854,690
ME3 7,1.1169,2873
ME3 8,1.1220,4421
ME3 9,0.9719,5341
ME4 3,1.2476,1827
ME4 4,0.9481,3412
ME4 5,0.8524,5876
ME4 6,0.9316,4598
ME4 9,0.8916,131
ME5 0,0.9333,5058
ME5 7,0.9265,5615
ME5 8,0.9677,6106
ME5 9,1.1197,4843
ME6 5,1.0064,4739
ME6 9,1.2322,533
ME7 1,0.8616,6372
ME7 2,0.9369,4963
ME7 3,1.2293,3083
ME7 4,0.8900,3790
ME7 5,0.8757,4163
ME7 9,0.8137,212
ME8 0,1.1764,4185
ME8 1,1.1580,205
ME8 6,0.9107,4474
ME8 7,1.0377,4016
ME8 8,0.9962,4706
ME8 9,1.0180,4871
ME9 0,1.2345,1313
ME9 7,1.1498,3462
ME9 8,1.1623,3601
ME9 9,1.0389,2647
MK1 1,0.9447,1009
MK1 9,0.8792,297
MK10 0,0.9170,296
MK10 1,0.8738,735
MK10 7,1.0825,3955
MK10 9,1.0748,5288
MK11 1,1.0052,2968
MK11 2,0.8057,612
MK11 3,0.8988,229
MK11 4,1.0776,1413
MK11 9,1.1800,151
MK12 5,0.8965,3995
MK12 6,0.8362,1684
MK13 0,0.9397,2292
MK13 7,0.8826,3300
MK13 8,1.0003,1295
MK13 9,0.9481,1305
MK14 5,1.0584,3215
MK14 6,0.8996,2785
MK14 7,0.8981,2660
MK15 0,1.0405,766
MK15 8,0.9617,923
MK15 9,1.0896,1837
MK16 0,1.0010,2638
MK16 6,0.9815,123
MK16 8,1.0445,3654
MK16 9,1.1217,2007
MK17 0,1.2631,2932
MK17 7,1.0945,1061
MK17 8,1.1427,5438
MK17 9,1.2245,2655
MK18 1,1.0868,4919
MK18 2,1.2276,2604
MK18 3,1.1622,3319
MK18 4,1.2535,1807
MK18 5,1.2484,896
MK18 6,1.1911,63
MK18 7,1.1307,1973
MK18 8,0.9396,28
MK18 9,0.9396,74
MK19 6,1.0947,3132
MK19 7,1.1183,2733
MK2 2,0.9055,3155
MK2 3,0.8079,3204
MK3 5,1.0047,4657
MK3 6,0.9751,2771
MK3 7,0.9474,4307
MK4 1,0.9907,2487
MK4 2,1.0354,2071
MK4 3,1.0895,1655
MK4 4,1.1020,3823
MK40 1,0.8323,1834
MK40 2,0.8932,4412
MK40 3,1.0057,4222
MK40 4,1.1212,6588
MK40 9,0.8375,136
MK41 0,1.0196,4274
MK41 5,0.8375,40
MK41 6,1.0023,2044
MK41 7,1.0351,5489
MK41 8,1.1115,3259
MK41 9,1.0198,3818
MK42 0,0.9097,6429
MK42 5,0.8474,453
MK42 6,1.0871,2121
MK42 7,0.9612,4373
MK42 8,0.9348,4636
MK42 9,0.9339,5687
MK43 0,1.0788,6512
MK43 1,1.1472,177
MK43 2,1.1702,267
MK43 6,0.8375,48
MK43 7,1.2360,3231
MK43 8,1.2255,3688
MK43 9,1.0822,4640
MK44 1,1.2254,2434
MK44 2,1.2525,1946
MK44 3,1.1665,3636
MK44 5,0.8375,48
MK45 1,1.0553,5711
MK45 2,1.1524,5279
MK45 3,1.1131,4071
MK45 4,1.2072,4581
MK45 5,1.2428,2243
MK45 6,0.8375,8
MK45 9,1.2114,198
MK46 4,1.1728,1794
MK46 5,1.1753,2835
MK5 6,1.0833,2481
MK5 7,1.0946,2550
MK5 8,1.1706,1389
MK6 1,0.8431,291
MK6 2,0.8744,3900
MK6 3,0.9592,2434
MK6 4,0.7629,1954
MK6 5,0.8216,2413
MK7 6,1.0829,971
MK7 7,1.0243,2927
MK7 8,1.1509,1879
MK77 1,1.1648,218
MK8 0,1.0669,1850
MK8 1,1.1191,2009
MK8 8,0.9635,1335
MK8 9,1.0335,1294
MK9 1,0.8870,1020
MK9 2,0.8789,1266
MK9 3,0.8708,1285
MK9 4,0.9316,650
ML1 1,0.7999,3117
ML1 2,0.9463,5474
ML1 3,0.9215,6704
ML1 4,0.8554,6214
ML1 5,0.9199,5756
ML1 9,0.8971,231
ML10 6,1.2460,5238
ML11 0,0.8567,4168
ML11 1,1.2802,45
ML11 7,0.9427,3622
ML11 8,0.8708,3849
ML11 9,0.9932,5170
ML12 6,1.0891,4336
ML12 9,1.0813,42
ML2 0,0.8267,5061
ML2 2,1.2185,67
ML2 7,0.8054,5287
ML2 8,0.8541,5828
ML2 9,0.8360,2906
ML3 0,0.8731,3449
ML3 3,0.8752,322
ML3 6,0.8860,3400
ML3 7,1.0496,6407
ML3 8,0.9947,6749
ML3 9,0.8430,6445
ML4 1,0.8111,3501
ML4 2,0.7581,5035
ML4 3,0.8635,2161
ML4 9,0.7849,71
ML5 1,0.9530,3569
ML5 2,0.8945,4537
ML5 3,0.8553,2806
ML5 4,0.9334,5996
ML5 5,0.8316,5176
ML5 9,0.7837,94
ML6 0,0.8818,3777
ML6 1,1.2250,55
ML6 6,0.8885,4258
ML6 7,0.9214,5347
ML6 8,0.9491,6405
ML6 9,0.9444,5413
ML7 4,0.7916,3004
ML7 5,0.7987,4459
ML8 4,0.9251,4183
ML8 5,1.0080,5371
ML9 1,0.8300,3476
ML9 2,0.9179,4372
ML9 3,0.9341,3818
ML9 9,1.1046,9
N1 0,1.1608,4474
N1 1,1.2490,5070
N1 2,1.1886,5931
N1 3,1.1860,4069
N1 4,1.1551,4317
N1 5,1.0118,5127
N1 6,0.9562,5012
N1 7,1.1246,6437
N1 8,1.2671,4487
N1 9,1.0904,3742
N10 1,1.1789,3262
N10 2,1.2476,3922
N10 3,1.3118,4095
N10 9,1.1979,229
N11 1,1.1124,4336
N11 2,1.1501,4728
N11 3,1.2519,3814
N11 9,1.2401,191
N12 0,1.1773,3425
N12 2,1.1357,194
N12 7,1.5010,2285
N12 8,1.1550,3677
N12 9,1.1952,3505
N13 4,1.2088,5165
N13 5,1.1903,5187
N13 6,1.1216,2393
N13 9,1.3435,27
N14 4,1.2970,4550
N14 5,1.3854,2427
N14 6,1.3040,2952
N14 7,1.4499,2411
N14 9,1.1300,162
N15 3,0.9898,4360
N15 4,0.9551,5520
N15 5,0.9391,4558
N15 6,0.9791,4886
N15 9,1.1850,101
N16 0,1.0941,3589
N16 1,1.0782,235
N16 5,1.0357,5633
N16 6,1.0463,5439
N16 7,1.0222,5219
N16 8,1.0074,5378
N16 9,1.0739,3005
N17 0,0.9089,4887
N17 1,0.9497,280
N17 6,0.9421,7977
N17 7,0.9686,3968
N17 8,0.9457,3546
N17 9,0.9668,8754
N18 1,1.0004,5856
N18 2,0.9147,5615
N18 3,0.9004,499
N18 9,0.8731,115
N19 3,1.1036,6359
N19 4,1.1149,4337
N19 5,1.1213,5333
N19 9,1.0457,199
N1C 4,1.3561,2256
N1P 1,1.3385,492
N1P 2,1.3385,509
N2 0,1.4230,4133
N2 2,1.1616,220
N2 8,1.1201,2859
N2 9,1.2889,3219
N20 0,1.2530,4513
N20 2,1.2389,178
N20 8,1.7485,1628
N20 9,1.4260,2316
N21 1,1.3834,3850
N21 2,1.4156,2988
N21 3,1.3157,2741
N21 9,1.3435,214
N22 5,1.0162,5351
N22 6,1.0066,5496
N22 7,1.2120,2886
N22 8,1.0035,4412
N22 9,0.9860,314
N3 1,1.3060,3877
N3 2,1.2086,4012
N3 3,1.4424,3345
N3 9,1.3981,268
N4 1,1.0047,6130
N4 2,1.0360,9714
N4 3,1.0662,6366
N4 4,1.1111,3553
N4 9,1.1850,403
N5 1,1.2610,6157
N5 2,1.1741,5879
N5 9,1.2784,182
N6 4,1.4148,2345
N6 5,1.2642,5724
N6 6,1.4154,1733
N6 9,1.0457,22
N7 0,1.1088,5537
N7 1,1.0457,110
N7 6,1.1260,3768
N7 7,1.0818,4452
N7 8,1.1329,5681
N7 9,1.0981,5854
N8 0,1.0358,5489
N8 1,0.9459,17
N8 7,1.0691,5158
N8 8,1.1973,3915
N8 9,1.1272,4779
N81 1,1.0483,91
N9 0,0.9419,5203
N9 1,1.0221,149
N9 7,1.0085,3849
N9 8,0.9876,4443
N9 9,1.0429,6243
NE1 1,0.8578,411
NE1 2,0.8106,2818
NE1 3,0.8645,979
NE1 4,0.8251,1497
NE1 5,0.8510,802
NE1 6,0.8274,717
NE1 7,0.7927,584
NE1 8,0.7861,572
NE10 0,0.7596,4290
NE10 8,0.7784,8030
NE10 9,0.7701,4512
NE11 0,0.8210,2364
NE11 9,0.7999,5752
NE12 2,0.9780,249
NE12 5,0.8070,1133
NE12 6,0.8589,4430
NE12 7,0.9282,2882
NE12 8,0.7895,4887
NE12 9,0.8633,4002
NE13 6,0.9023,3252
NE13 7,0.9529,3557
NE13 8,1.1405,854
NE13 9,1.1699,2963
NE15 0,1.1866,936
NE15 6,0.7619,3647
NE15 7,0.8141,3916
NE15 8,0.7861,4192
NE15 9,0.8619,3763
NE16 3,0.8137,1103
NE16 4,0.9438,3164
NE16 5,0.9757,4777
NE16 6,0.8732,2644
NE16 9,1.0087,32
NE17 7,0.8333,2532
NE17 9,0.9435,14
NE18 0,1.2566,479
NE19 1,0.9939,524
NE19 2,1.0784,582
NE2 1,0.8262,5250
NE2 2,1.0907,2913
NE2 3,1.0189,2549
NE2 4,0.8520,2354
NE20 0,1.3736,1641
NE20 2,1.0042,147
NE20 9,1.3934,4037
NE21 4,0.8388,3008
NE21 5,0.8360,2416
NE21 6,0.8421,3088
NE22 5,0.8089,4205
NE22 6,0.9469,3043
NE22 7,0.7861,1905
NE23 0,0.8045,112
NE23 1,0.8607,2615
NE23 2,0.7808,2183
NE23 3,0.9808,2372
NE23 6,0.8086,5353
NE23 7,0.8093,5284
NE23 8,0.8493,1695
NE24 1,0.7475,1940
NE24 2,0.7593,2946
NE24 3,0.8610,5464
NE24 4,0.8413,5054
NE24 5,0.7407,4315
NE24 9,0.7888,258
NE25 0,0.8295,5018
NE25 8,0.8941,3899
NE25 9,1.0193,5235
NE26 1,0.9848,2045
NE26 2,0.8612,2272
NE26 3,1.0553,2582
NE26 4,0.9619,2000
NE26 9,0.7543,81
NE27 0,0.8929,7239
NE27 9,0.7970,351
NE28 0,0.7342,3857
NE28 5,0.7543,114
NE28 6,0.7443,3128
NE28 7,0.7679,4474
NE28 8,0.8024,4635
NE28 9,0.8238,7240
NE29 0,0.8205,3620
NE29 1,0.7543,108
NE29 6,0.7716,4349
NE29 7,0.7581,4170
NE29 8,0.8081,3457
NE29 9,0.9772,2640
NE3 1,0.9721,4352
NE3 2,0.8976,6168
NE3 3,0.7894,5275
NE3 4,1.0707,4896
NE3 5,1.1060,3706
NE3 9,0.7970,312
NE30 1,0.8097,1279
NE30 2,0.9392,3485
NE30 3,0.9534,3717
NE30 4,0.9245,2472
NE31 1,0.8039,5586
NE31 2,0.7959,5369
NE31 9,0.7436,20
NE32 3,0.7347,2353
NE32 4,0.7748,4646
NE32 5,0.7877,4535
NE32 9,0.7436,89
NE33 1,0.7920,934
NE33 2,0.8113,2780
NE33 3,0.8187,3753
NE33 4,0.7645,3964
NE33 5,0.7457,2598
NE33 9,0.8746,449
NE34 0,0.7992,4981
NE34 6,0.8876,4171
NE34 7,0.7859,5144
NE34 8,0.8173,5359
NE34 9,0.7479,5514
NE35 0,0.7436,10
NE35 9,0.8318,3055
NE36 0,0.9504,3148
NE36 9,0.7436,20
NE37 1,0.8344,3962
NE37 2,0.7653,3540
NE37 3,0.7680,1774
NE37 9,0.7459,172
NE38 0,0.8088,4110
NE38 7,0.8317,4331
NE38 8,0.9085,3803
NE38 9,0.9980,2295
NE39 1,0.9694,1987
NE39 2,0.8616,2186
NE39 9,1.0087,8
NE4 5,0.7662,3492
NE4 6,0.7595,3213
NE4 7,0.7263,1729
NE4 8,0.7374,3396
NE4 9,0.8582,5019
NE40 3,0.9097,3922
NE40 4,0.8665,3872
NE40 9,0.9786,31
NE41 8,1.1441,1054
NE42 5,0.8619,3202
NE42 6,0.9250,2441
NE42 9,0.9435,29
NE43 7,1.1469,2123
NE44 6,1.3301,440
NE45 5,1.1922,2045
NE46 1,0.9998,2359
NE46 2,1.1085,1828
NE46 3,1.0387,1919
NE46 4,1.1059,1571
NE46 9,1.3400,142
NE47 0,1.3295,368
NE47 5,1.0285,623
NE47 6,0.9491,843
NE47 7,0.9918,514
NE47 8,1.0156,286
NE47 9,1.0198,1088
NE48 1,0.9532,485
NE48 2,0.9682,772
NE48 3,1.0252,646
NE48 4,1.1496,247
NE49 0,0.8648,962
NE49 9,0.8316,1324
NE5 1,0.9854,5074
NE5 2,0.7653,6356
NE5 3,0.7540,5129
NE5 4,0.7645,3905
NE5 5,0.8222,2952
NE5 9,0.7741,167
NE6 1,0.7614,1981
NE6 2,0.7362,6025
NE6 3,0.7236,3918
NE6 4,0.7862,5811
NE6 5,0.7992,7004
NE6 9,0.7209,130
NE61 1,1.0382,2057
NE61 2,0.9736,4042
NE61 3,1.1914,2466
NE61 4,1.1651,638
NE61 5,0.8573,4214
NE61 6,1.0273,3412
NE61 9,1.0996,801
NE62 5,0.8014,4362
NE63 0,0.7641,3942
NE63 3,0.8255,108
NE63 8,0.8429,3918
NE63 9,0.7934,6711
NE64 6,0.7507,2836
NE65 0,0.9073,4347
NE65 7,1.0830,1951
NE65 8,1.1701,1161
NE65 9,1.0193,3060
NE66 1,0.8519,3259
NE66 2,1.0189,2865
