name,sev_rel,dwellings
NE66 3,1.0576,2430
NE66 4,1.0833,919
NE66 5,1.0052,210
NE66 9,0.8294,55
NE67 5,1.0645,959
NE68 7,0.9615,1143
NE69 7,0.9840,338
NE7 7,0.9362,6542
NE70 7,0.9827,1159
NE71 6,0.9158,1860
NE8 1,0.7768,2605
NE8 2,0.8160,3339
NE8 3,0.7630,3929
NE8 4,0.7631,5388
NE8 9,0.7749,375
NE85 1,0.9506,18
NE85 2,0.7780,13
NE88 1,0.8616,49
NE9 5,0.8672,5285
NE9 6,0.8375,6781
NE9 7,0.8113,5732
NE9 9,0.7780,44
NE92 1,0.7780,174
NE98 1,0.9280,137
NE99 1,0.8344,610
NE99 2,0.8889,86
NE99 4,0.8889,96
NE99 5,0.8889,191
NG1 1,0.8907,2202
NG1 2,0.9117,1005
NG1 3,0.7988,2056
NG1 4,0.7873,1825
NG1 5,0.9054,2118
NG1 6,0.9553,1373
NG1 7,0.8742,741
NG1 9,0.7951,528
NG10 1,0.7979,4475
NG10 2,0.8584,2071
NG10 3,0.8783,6669
NG10 4,0.8553,4873
NG10 5,0.8688,4138
NG10 9,0.7618,100
NG11 0,1.0766,1240
NG11 1,0.7188,131
NG11 2,1.0695,15
NG11 6,1.0460,4613
NG11 7,0.9605,2362
NG11 8,0.7642,6130
NG11 9,0.7300,4025
NG12 1,1.0621,1395
NG12 2,1.0819,3162
NG12 3,0.9680,5202
NG12 4,1.1913,3447
NG12 5,1.1249,4484
NG13 0,1.0882,2320
NG13 7,1.0477,626
NG13 8,1.0783,6004
NG13 9,1.1607,2114
NG14 5,1.1315,2287
NG14 6,0.9852,4811
NG14 7,1.2735,2252
NG15 0,0.9189,1253
NG15 5,0.7567,243
NG15 6,0.8566,7384
NG15 7,0.8078,6172
NG15 8,0.9675,3302
NG15 9,1.2615,2592
NG16 1,1.0217,3964
NG16 2,0.8868,7594
NG16 3,0.8090,5497
NG16 4,0.7906,2672
NG16 5,0.8825,4893
NG16 6,0.8351,5134
NG16 9,0.8386,256
NG17 0,0.7422,79
NG17 1,0.8419,3560
NG17 2,0.8039,6362
NG17 3,0.8401,4275
NG17 4,0.7900,4764
NG17 5,0.8244,2928
NG17 6,0.8619,47
NG17 7,0.7914,4321
NG17 8,0.8207,5172
NG17 9,0.8364,2894
NG18 1,0.7754,1676
NG18 2,0.7613,4040
NG18 3,0.8443,5068
NG18 4,0.9681,6295
NG18 5,0.8311,4243
NG18 6,1.1729,471
NG18 9,0.7447,496
NG19 0,0.8587,5599
NG19 6,0.7855,5303
NG19 7,0.8279,4352
NG19 8,0.8045,5228
NG19 9,0.8716,3971
NG2 1,0.7606,1826
NG2 2,0.7717,2838
NG2 3,0.8448,1741
NG2 4,0.7640,4807
NG2 5,0.9825,3893
NG2 6,1.0646,5417
NG2 7,1.0497,7092
NG2 9,0.8646,1439
NG20 0,0.8005,4386
NG20 8,0.7678,5187
NG20 9,0.7873,3134
NG21 0,0.8114,6028
NG21 9,0.8880,5479
NG22 0,1.0390,3225
NG22 8,1.0321,3896
NG22 9,0.8108,6382
NG23 5,1.1666,3130
NG23 6,1.1105,2757
NG23 7,1.0422,2537
NG24 1,0.8020,4577
NG24 2,0.9251,4876
NG24 3,0.9100,7345
NG24 4,0.8213,6144
NG24 5,0.9671,353
NG24 9,0.8882,556
NG25 0,1.1387,4348
NG3 1,0.7534,2017
NG3 2,0.7471,3056
NG3 3,0.7497,3442
NG3 4,0.7720,2294
NG3 5,0.9837,5823
NG3 6,0.9021,4531
NG3 7,0.8305,2890
NG31 0,0.8396,427
NG31 6,0.7922,2604
NG31 7,0.7956,6525
NG31 8,0.9549,6445
NG31 9,0.8558,5698
NG32 1,1.0528,2217
NG32 2,1.0715,2029
NG32 3,1.0470,2425
NG33 4,1.1206,2356
NG33 5,0.9813,2509
NG34 0,0.9978,2858
NG34 4,0.8023,448
NG34 6,0.8913,239
NG34 7,0.8712,5791
NG34 8,0.9287,5680
NG34 9,0.9126,5663
NG4 1,0.8434,5887
NG4 2,0.8303,4513
NG4 3,0.8463,4797
NG4 4,0.9685,4431
NG4 9,0.8272,129
NG5 0,0.8834,629
NG5 1,0.8297,4693
NG5 2,0.8278,2927
NG5 3,0.8340,2392
NG5 4,0.9963,3910
NG5 5,0.7770,7685
NG5 6,0.8617,5106
NG5 7,0.8560,3466
NG5 8,0.9307,5962
NG5 9,0.7848,4576
NG6 0,0.7846,4211
NG6 6,0.7643,270
NG6 7,0.7882,1965
NG6 8,0.7848,7767
NG6 9,0.7825,3551
NG7 1,0.9437,4412
NG7 2,0.8262,4651
NG7 3,0.7640,4400
NG7 4,0.7983,2231
NG7 5,0.7432,3643
NG7 6,0.7546,3114
NG7 7,0.7417,2641
NG8 1,0.9492,3838
NG8 2,1.0206,4919
NG8 3,0.8184,4361
NG8 4,0.7675,2922
NG8 5,0.7736,5841
NG8 6,0.7632,5234
NG8 9,0.7748,212
NG80 1,0.8460,55
NG80 7,0.8254,31
NG80 8,0.8254,74
NG9 1,0.8705,4723
NG9 2,0.8257,5760
NG9 3,1.0694,5186
NG9 4,0.8720,2683
NG9 5,0.9001,3742
NG9 6,0.9911,4079
NG9 7,0.8288,2731
NG9 8,0.7925,4582
NG9 9,0.9017,439
NG90 1,0.7920,81
NG90 2,0.8188,43
NG90 4,0.7807,40
NG90 5,0.8068,55
NG90 6,0.8386,49
NG90 7,0.7807,10
NN1 1,0.8383,1667
NN1 2,0.7821,2144
NN1 3,0.7840,2959
NN1 4,0.8534,5509
NN1 5,0.8762,3658
NN1 9,0.7973,575
NN10 0,0.9133,6953
NN10 1,0.7638,104
NN10 6,0.9765,2312
NN10 8,0.9957,3733
NN10 9,0.8843,5293
NN11 0,1.0379,1983
NN11 1,0.8719,405
NN11 2,1.0948,1742
NN11 3,1.0848,3262
NN11 4,0.8906,5080
NN11 6,1.2078,1352
NN11 7,1.0291,811
NN11 8,0.9777,1758
NN11 9,0.9312,2314
NN12 6,1.0335,4853
NN12 7,1.1575,2511
NN12 8,1.2150,4786
NN12 9,1.1136,588
NN13 5,1.2358,2523
NN13 6,1.0484,5336
NN13 7,0.9706,1703
NN13 9,0.9830,82
NN14 1,1.1082,4729
NN14 2,0.9555,5260
NN14 3,1.1622,1739
NN14 4,1.0353,4519
NN14 6,0.8947,4103
NN15 4,1.1037,382
NN15 5,0.9650,8218
NN15 6,0.9470,6734
NN15 7,0.9427,3514
NN16 0,0.7632,2973
NN16 6,0.9021,1153
NN16 8,0.8024,4297
NN16 9,0.8805,6946
NN17 1,0.7900,3869
NN17 2,0.7757,5289
NN17 3,1.0748,2884
NN17 4,0.8110,556
NN17 5,0.9691,2282
NN17 9,0.7817,586
NN18 0,0.7567,4122
NN18 8,0.9825,7196
NN18 9,0.8151,4631
NN2 1,0.7487,217
NN2 6,0.8372,4659
NN2 7,0.8410,6754
NN2 8,0.9921,7240
NN29 7,0.9781,5681
NN3 0,0.7487,23
NN3 2,0.8691,4987
NN3 3,1.1217,4509
NN3 5,0.8679,3695
NN3 6,0.9582,3882
NN3 7,1.0783,3647
NN3 8,0.7823,6933
NN3 9,0.9711,3915
NN4 0,1.0835,4651
NN4 1,0.7866,19
NN4 4,0.7866,157
NN4 5,1.1779,1708
NN4 6,1.1556,4125
NN4 7,1.0461,851
NN4 8,0.8785,6874
NN4 9,1.1113,3220
NN5 4,1.0779,3786
NN5 5,0.8445,3448
NN5 6,0.9722,8225
NN5 7,0.7967,4881
NN5 9,0.7866,31
NN6 0,1.0564,4630
NN6 6,1.2068,1442
NN6 7,1.1290,4152
NN6 8,1.2272,2471
NN6 9,1.1666,4372
NN7 1,1.1024,2238
NN7 2,1.0903,3736
NN7 3,1.0932,3574
NN7 4,1.1171,4270
NN7 9,0.7487,33
NN8 1,0.8365,4689
NN8 2,0.8897,4918
NN8 3,0.8321,5531
NN8 4,0.8572,5135
NN8 5,1.0375,3008
NN8 6,0.9755,1022
NN8 9,0.8950,628
NN9 5,0.9254,7758
NN9 6,0.9568,6052
NP10 0,1.3104,812
NP10 8,1.1001,6032
NP10 9,1.1645,4833
NP11 3,0.8746,1902
NP11 4,0.8840,2662
NP11 5,0.7872,2879
NP11 6,0.8577,5038
NP11 7,0.8382,4343
NP11 9,0.8934,84
NP12 0,0.9290,3665
NP12 1,0.9340,3549
NP12 2,0.8974,4484
NP12 3,0.8672,3613
NP12 4,1.0980,85
NP12 9,0.8641,24
NP13 1,0.7292,4035
NP13 2,0.7279,3275
NP13 3,0.7584,2495
NP13 9,0.7546,34
NP15 1,1.4157,2817
NP15 2,1.4235,1109
NP15 9,1.3780,61
NP16 5,1.1338,5572
NP16 6,1.5224,2866
NP16 7,1.0660,2844
NP16 9,1.0665,64
NP18 1,1.2988,2189
NP18 2,1.2475,3206
NP18 3,1.1714,2405
NP19 0,0.8755,5539
NP19 1,0.8580,171
NP19 4,1.0297,3901
NP19 7,0.9262,6093
NP19 8,0.9324,4301
NP19 9,0.8675,5961
NP20 1,0.8545,1351
NP20 2,0.8481,4520
NP20 3,0.9806,5042
NP20 4,1.0370,2930
NP20 5,1.0244,4002
NP20 6,0.9924,3578
NP20 7,0.7934,3573
NP20 9,0.9117,343
NP22 3,0.7663,3628
NP22 4,0.8015,3725
NP22 5,0.7389,3279
NP22 9,0.7631,13
NP23 4,0.7799,4632
NP23 5,0.8147,4718
NP23 6,0.7590,4380
NP23 7,0.6919,1297
NP23 8,0.8305,450
NP23 9,0.7542,235
NP24 6,0.7158,2209
NP25 3,1.2294,2435
NP25 4,1.4982,1832
NP25 5,1.2099,3236
NP25 9,1.2169,86
NP26 3,1.2702,4302
NP26 4,1.0587,3520
NP26 5,1.1854,2887
NP26 9,0.9523,70
NP4 0,1.0894,3524
NP4 4,0.8283,151
NP4 5,0.9629,4255
NP4 6,0.8455,3599
NP4 7,0.8361,2824
NP4 8,0.9005,3712
NP4 9,0.7788,3031
NP44 1,0.9242,4417
NP44 2,0.9980,2801
NP44 3,0.9827,3424
NP44 4,0.8480,3145
NP44 5,0.8950,2747
NP44 6,1.0610,1982
NP44 7,0.9437,2812
NP44 8,1.0555,1465
NP44 9,0.7972,129
NP7 0,1.1866,1934
NP7 1,0.9978,147
NP7 5,1.0871,2728
NP7 6,1.0404,2787
NP7 7,1.3080,1620
NP7 8,1.4449,1481
NP7 9,1.3160,2647
NP8 1,1.2914,2645
NR1 1,0.8730,3834
NR1 2,0.8632,4322
NR1 3,0.8490,3457
NR1 4,0.8359,3606
NR10 3,0.9749,5027
NR10 4,0.9975,2769
NR10 5,0.9979,2744
NR11 6,0.9870,4595
NR11 7,1.0545,1805
NR11 8,0.9689,3896
NR12 0,0.9447,2490
NR12 7,1.0200,1772
NR12 8,1.1097,3714
NR12 9,0.8963,3273
NR13 3,0.9846,3436
NR13 4,1.0265,3751
NR13 5,1.0755,3840
NR13 6,1.0382,3394
NR14 6,1.0086,3671
NR14 7,1.0604,4820
NR14 8,1.0448,4255
NR15 1,1.1041,3113
NR15 2,1.0063,4022
NR16 1,1.0897,2548
NR16 2,1.0328,3059
NR17 1,0.9939,4668
NR17 2,0.9343,4001
NR18 0,0.9607,6936
NR18 8,0.8840,308
NR18 9,1.0499,3276
NR19 1,0.8865,4857
NR19 2,0.9316,4332
NR19 9,0.8942,648
NR2 1,0.8740,1848
NR2 2,0.9370,3984
NR2 3,0.9100,5266
NR2 4,0.7937,4161
NR20 3,0.9669,3689
NR20 4,0.9839,3255
NR20 5,0.9944,2503
NR21 0,1.0521,2024
NR21 1,0.8479,76
NR21 7,0.9075,1724
NR21 8,0.8951,2648
NR21 9,0.9584,2262
NR22 6,0.9857,582
NR23 1,0.9790,2143
NR24 2,1.0030,2361
NR25 6,1.0431,3367
NR25 7,1.1486,2420
NR25 9,0.9565,12
NR26 8,1.0023,4627
NR26 9,0.9058,30
NR27 0,0.9337,3359
NR27 7,0.9086,261
NR27 9,0.9143,3401
NR28 0,0.9276,4583
NR28 8,0.8315,118
NR28 9,0.9240,4230
NR29 3,0.9734,4207
NR29 4,0.8899,5561
NR29 5,0.9929,2385
NR3 1,0.8155,3430
NR3 2,0.7713,4179
NR3 3,0.8213,4544
NR3 4,0.7972,5062
NR30 1,0.7617,2402
NR30 2,0.7523,3130
NR30 3,0.7451,2187
NR30 4,0.8354,3044
NR30 5,0.9136,4453
NR30 9,0.7769,373
NR31 0,0.7784,3620
NR31 6,0.8776,4815
NR31 7,0.8164,4403
NR31 8,0.8822,5800
NR31 9,0.9527,5684
NR32 1,0.7418,2892
NR32 2,0.7541,4084
NR32 3,0.9270,4488
NR32 4,0.8940,6140
NR32 5,0.9835,1889
NR32 9,0.8608,220
NR33 0,0.7948,4305
NR33 7,0.8687,4722
NR33 8,0.9295,5783
NR33 9,0.8559,4134
NR34 0,1.0535,1118
NR34 4,0.8436,21
NR34 7,0.9990,3652
NR34 8,1.0552,1525
NR34 9,0.9036,4595
NR35 1,0.9307,2831
NR35 2,1.0230,2737
NR35 9,0.9007,50
NR4 6,1.0522,5032
NR4 7,0.9972,5917
NR5 0,0.9440,4569
NR5 5,0.9546,10
NR5 8,0.7894,5058
NR5 9,0.8595,3644
NR6 5,0.9310,4000
NR6 6,0.8999,3678
NR6 7,0.9664,4589
NR7 0,0.9836,6037
NR7 7,1.0300,572
NR7 8,0.9374,5668
NR7 9,0.8445,3774
NR8 5,0.9988,3077
NR8 6,1.0258,6785
NR8 7,0.9670,112
NR9 3,1.0286,4431
NR9 4,1.0343,2355
NR9 5,1.0165,2496
NR99 1,0.8168,115
NW1 0,1.1607,3826
NW1 1,1.0605,3349
NW1 2,1.0953,801
NW1 3,1.1030,2001
NW1 4,1.3384,1988
NW1 5,1.5226,1594
NW1 6,1.3438,2613
NW1 7,1.3117,2909
NW1 8,1.2247,5009
NW1 9,1.2019,5090
NW10 0,0.9766,4608
NW10 1,1.1227,3732
NW10 2,1.0299,3836
NW10 3,1.1673,4148
NW10 4,0.9687,4357
NW10 5,1.0764,5790
NW10 6,1.0456,2212
NW10 7,1.1057,3588
NW10 8,0.9676,5009
NW10 9,0.9773,3984
NW11 0,1.4165,2080
NW11 1,1.1422,267
NW11 6,1.6088,2406
NW11 7,1.5403,2708
NW11 8,1.3465,2476
NW11 9,1.3241,3076
NW1W 7,1.0620,419
NW1W 8,1.0620,412
NW1W 9,1.0620,332
NW2 1,1.1371,3573
NW2 2,1.2114,3573
NW2 3,1.0816,4311
NW2 4,1.1269,4061
NW2 5,1.0334,4316
NW2 6,1.1065,5195
NW2 7,1.0702,3871
NW2 9,1.2123,432
NW26 9,0.9613,435
NW3 1,1.5726,1873
NW3 2,1.2868,5907
NW3 3,1.3900,3845
NW3 4,1.3598,4675
NW3 5,1.4526,3323
NW3 6,1.4510,3241
NW3 7,1.6737,3063
NW3 9,1.6880,275
NW4 1,1.3369,3161
NW4 2,1.2639,2856
NW4 3,1.1722,3353
NW4 4,1.1809,3635
NW4 9,1.0042,241
NW5 1,1.2440,3885
NW5 2,1.1626,4562
NW5 3,1.0919,1838
NW5 4,1.0641,3862
NW5 9,1.0917,940
NW6 1,1.2340,5357
NW6 2,1.0894,3925
NW6 3,1.2886,4049
NW6 4,1.0875,4414
NW6 5,1.0182,5246
NW6 6,1.1615,3675
NW6 7,1.1143,6329
NW6 9,0.9459,274
NW7 0,1.3695,190
NW7 1,1.3102,4854
NW7 2,1.2993,2835
NW7 3,1.2749,2614
NW7 4,1.4438,1984
NW8 0,1.3332,2858
NW8 1,0.9459,137
NW8 6,1.5920,2220
NW8 7,1.5665,3128
NW8 8,1.1527,5223
NW8 9,1.4687,3988
NW9 0,1.1337,4227
NW9 1,1.0417,500
NW9 4,1.0794,2945
NW9 5,1.0421,9922
NW9 6,1.1315,3482
NW9 7,1.0595,3083
NW9 8,1.1653,3682
NW9 9,1.1341,3832
OL1 1,0.7397,881
OL1 2,0.8218,3237
OL1 3,0.7410,2314
OL1 4,0.7764,3933
OL1 9,0.7295,468
OL10 1,0.7876,2076
OL10 2,0.9269,3493
OL10 3,0.7649,3814
OL10 4,0.8052,4030
OL10 9,0.7893,76
OL11 1,0.7656,2124
OL11 2,0.7996,5414
OL11 3,0.8228,3909
OL11 4,0.9280,2709
OL11 5,1.0959,5184
OL12 0,0.7964,3009
OL12 6,0.8781,4227
OL12 7,0.9289,4648
OL12 8,0.8439,3638
OL12 9,0.8377,4899
OL13 0,0.7899,1969
OL13 3,0.8482,136
OL13 8,0.8622,2061
OL13 9,0.8334,3575
OL14 5,0.8591,2040
OL14 6,0.9136,1886
OL14 7,0.8729,1649
OL14 8,0.8711,2194
OL14 9,0.7874,31
OL15 0,0.9682,1957
OL15 8,0.9299,2753
OL15 9,0.8664,2314
OL16 1,0.7370,1288
OL16 2,0.7840,4034
OL16 3,0.8683,3950
OL16 4,0.8827,5281
OL16 5,0.7866,2586
OL16 9,0.7474,451
OL2 5,0.8939,4645
OL2 6,0.8786,5930
OL2 7,0.8736,4983
OL2 8,0.8639,3839
OL3 5,1.1337,3408
OL3 6,1.0780,1748
OL3 7,1.1215,2188
OL4 1,0.7659,2971
OL4 2,0.8150,4729
OL4 3,0.8600,3027
OL4 4,1.0476,3308
OL4 5,0.8499,4233
OL5 0,0.8439,2688
OL5 9,0.8531,2868
OL6 0,0.7371,73
OL6 6,0.7991,2707
OL6 7,0.7472,1514
OL6 8,0.8441,4906
OL6 9,0.8449,4696
OL7 0,0.7462,2875
OL7 9,0.8196,4983
OL8 1,0.7740,3007
OL8 2,0.7707,4613
OL8 3,0.7883,4722
OL8 4,0.8185,3240
OL9 0,0.8807,3684
OL9 6,0.7543,2137
OL9 7,0.7757,3209
OL9 8,0.7770,4005
OL9 9,0.8794,4233
OX1 1,1.1196,1379
OX1 2,1.1915,867
OX1 3,1.3345,689
OX1 4,1.1026,2688
OX1 5,1.2499,2800
OX1 9,1.0615,727
OX10 0,1.1302,2540
OX10 1,1.2072,161
OX10 6,1.2249,3311
OX10 7,1.1263,2252
OX10 8,1.1121,1931
OX10 9,1.1500,3170
OX11 0,1.1557,3234
OX11 1,0.9767,142
OX11 6,1.0324,3568
OX11 7,1.0276,5312
OX11 8,0.9468,4202
OX11 9,1.1924,3146
OX12 0,1.1580,3749
OX12 2,0.9907,112
OX12 7,1.1058,3239
OX12 8,1.1632,2928
OX12 9,1.1423,4499
OX13 5,1.2917,3111
OX13 6,1.1907,4119
OX14 1,1.1081,4834
OX14 2,1.1191,3317
OX14 3,1.0916,3800
OX14 4,1.2076,3840
OX14 5,1.0319,4276
OX14 9,0.9961,797
OX15 0,1.2184,1368
OX15 4,1.1552,4022
OX15 5,1.2541,2464
OX15 6,1.2669,1817
OX16 0,0.8600,4725
OX16 1,0.9529,5342
OX16 2,0.9134,1957
OX16 3,0.8860,1784
OX16 4,0.8993,1588
OX16 5,0.8157,1813
OX16 6,0.9475,591
OX16 9,1.0175,5973
OX17 1,1.1807,2454
OX17 2,1.1322,3194
OX17 3,1.1618,3085
OX18 1,1.0204,3645
OX18 2,1.1849,2876
OX18 3,0.9981,4273
OX18 4,1.2922,1891
OX18 9,0.9298,140
OX2 0,1.0985,2087
OX2 6,1.3013,4438
OX2 7,1.3111,4429
OX2 8,1.2408,3237
OX2 9,1.2127,4687
OX20 1,1.1861,3148
OX25 1,1.1255,752
OX25 2,1.0952,1910
OX25 3,1.2655,332
OX25 4,1.2022,772
OX25 5,1.1080,1823
OX25 6,1.2555,595
OX26 1,1.1695,2584
OX26 2,0.9612,3681
OX26 3,1.0500,2770
OX26 4,0.9746,2013
OX26 5,1.2123,473
OX26 6,1.0055,4719
OX26 9,0.9178,271
OX27 0,1.2417,580
OX27 7,1.1444,1182
OX27 8,1.1281,1683
OX27 9,1.3149,339
OX28 1,1.1053,2976
OX28 2,1.1024,232
OX28 3,1.0220,1509
OX28 4,1.0179,1125
OX28 5,1.0198,3651
OX28 6,1.0300,2633
OX28 9,1.0452,544
OX29 0,1.1854,1280
OX29 4,1.1480,3037
OX29 5,1.2062,773
OX29 6,1.2005,1236
OX29 7,1.1769,2655
OX29 8,1.1978,3155
OX29 9,1.1975,1048
OX3 0,1.0991,4245
OX3 3,0.9686,18
OX3 7,1.0950,4801
OX3 8,1.0403,5179
OX3 9,1.0466,4689
OX33 1,1.2196,3652
OX39 4,1.1711,3807
OX4 1,1.0694,5307
OX4 2,1.0113,4551
OX4 3,0.9761,4602
OX4 4,1.0205,6225
OX4 6,0.9210,3308
OX4 7,0.9387,2170
OX4 9,0.9686,363
OX44 7,1.1881,2362
OX44 9,1.1849,1359
OX49 5,1.2569,2118
OX5 1,1.0458,5068
OX5 2,1.1436,3990
OX5 3,1.2266,1172
OX5 9,1.0634,213
OX7 3,1.2043,2548
OX7 4,1.2572,1035
OX7 5,1.0802,4307
OX7 6,1.2446,3182
OX7 7,1.1927,783
OX7 9,1.1111,159
OX9 0,0.9698,182
OX9 2,1.1699,1804
OX9 3,1.1100,4591
OX9 7,1.3325,605
PA1 1,0.8024,4230
PA1 2,0.8407,5292
PA1 3,1.1940,3955
PA10 2,1.0614,2081
PA11 3,1.3173,2655
PA12 4,1.1641,1591
PA13 4,1.4065,2089
PA13 9,0.8855,26
PA14 5,0.7276,4414
PA14 6,0.8120,3868
PA15 1,0.7010,1676
PA15 2,0.7730,2647
PA15 3,0.7364,1478
PA15 4,0.7337,3485
PA15 9,0.7160,354
PA16 0,0.8908,4803
PA16 7,0.9349,3427
PA16 8,0.9890,3273
PA16 9,0.7853,1938
PA17 5,1.3052,1110
PA18 6,1.2566,1024
PA19 1,0.9972,5702
PA2 0,0.8299,3125
PA2 6,0.9561,5387
PA2 7,1.0960,3748
PA2 8,0.9418,3870
PA2 9,1.0767,3632
PA20 0,0.7701,2407
PA20 2,0.7140,38
PA20 9,0.8648,1850
PA21 2,1.0033,696
PA22 3,1.0416,329
PA23 7,0.9093,2888
PA23 8,0.9177,3958
PA23 9,0.7811,18
PA24 8,1.0620,279
PA25 8,1.0888,51
PA26 8,1.0888,154
PA27 8,1.0864,405
PA28 6,0.8965,4042
PA28 9,1.0425,12
PA29 6,1.0227,1398
PA3 1,0.7819,1955
PA3 2,0.8098,2648
PA3 3,0.8317,4732
PA3 4,0.8076,3353
PA3 9,0.7620,671
PA30 8,0.9684,736
PA31 8,1.0741,2623
PA31 9,0.9447,286
PA32 8,1.0412,693
PA33 1,1.0943,379
PA34 4,1.0438,3989
PA34 5,1.0146,1631
PA34 9,0.8612,24
PA35 1,1.2147,706
PA36 4,1.0943,80
PA37 1,1.1724,1843
PA38 4,1.1942,502
PA4 0,0.9934,4493
PA4 4,0.9574,44
PA4 8,0.9467,5694
PA4 9,0.9659,2107
PA41 7,1.0346,115
PA42 7,0.8937,660
PA43 7,0.8718,469
PA44 7,0.9785,218
PA45 7,1.0068,53
PA46 7,1.0068,116
PA47 7,0.9694,177
PA48 7,0.9694,189
PA49 7,0.9694,71
PA5 0,0.8521,3261
PA5 5,0.8027,37
PA5 8,0.9575,4517
PA5 9,1.0179,3214
PA6 7,1.3639,3192
PA60 7,0.9675,201
PA61 7,0.9675,81
PA62 6,1.1535,12
PA63 6,1.1535,12
PA64 6,1.1535,24
PA65 6,1.1535,96
PA66 6,1.1012,106
PA67 6,1.1012,198
PA68 6,1.1535,36
PA69 6,1.1535,48
PA7 5,1.2561,3750
PA7 9,0.9371,22
PA70 6,1.1535,72
PA71 6,1.1535,48
PA72 6,1.1619,256
PA73 6,1.1645,78
PA74 6,1.1645,13
PA75 6,1.0915,869
PA76 6,1.1012,93
PA77 6,0.9413,622
PA78 6,0.9413,82
PA8 6,0.9439,2668
PA8 7,1.0848,3624
PA8 9,0.9371,22
PA80 5,1.0608,371
PA9 1,1.1962,825
PE1 1,0.8278,1327
PE1 2,0.8036,4242
PE1 3,0.8146,5440
PE1 4,0.8300,6258
PE1 5,0.7899,4562
PE1 9,0.8603,562
PE10 0,1.0089,5894
PE10 1,0.9570,148
PE10 2,0.9560,356
PE10 9,0.9207,5587
PE11 1,0.8659,4747
PE11 2,0.8425,5089
PE11 3,0.8977,6528
PE11 4,0.8936,4264
PE11 5,0.9252,94
PE11 6,0.8881,14
PE11 7,0.9006,14
PE11 9,0.8642,550
PE12 0,0.9123,3216
PE12 2,0.9296,11
PE12 6,0.9192,4842
PE12 7,0.8504,4306
PE12 8,0.8860,2557
PE12 9,0.8565,5436
PE13 1,0.8644,1762
PE13 2,0.8309,4071
PE13 3,0.7946,5182
PE13 4,0.9221,3263
PE13 5,0.9112,3108
PE14 0,0.8966,2687
PE14 4,0.8400,156
PE14 7,0.9483,3109
PE14 8,0.9390,2680
PE14 9,0.9274,2115
PE15 0,0.9421,4989
PE15 5,0.8430,714
PE15 8,0.8661,4123
PE15 9,0.8889,4780
PE16 6,0.8911,5223
PE16 9,0.9573,14
PE19 0,1.0360,548
PE19 1,0.9343,3125
PE19 2,0.9115,4585
PE19 5,1.0989,3170
PE19 6,1.0696,5275
PE19 7,1.0746,2207
PE19 8,0.9449,3420
PE19 9,0.8861,138
PE2 2,0.9079,248
PE2 5,0.8490,6275
PE2 6,1.0062,2166
PE2 7,1.0077,1701
PE2 8,0.8740,8769
PE2 9,0.8480,5084
PE20 1,0.8809,3358
PE20 2,0.8781,1402
PE20 3,0.8815,2397
PE21 0,0.8136,4777
PE21 1,0.7486,291
PE21 6,0.7755,1773
PE21 7,0.8696,4538
PE21 8,0.7641,5903
PE21 9,0.8898,4038
PE22 0,0.9126,2709
PE22 7,0.9383,1784
PE22 8,0.8930,1851
PE22 9,0.8835,1676
PE23 4,1.0083,1443
PE23 5,0.8827,2828
PE24 4,0.8785,2110
PE24 5,0.8611,4690
PE25 1,0.8275,4318
PE25 2,0.7800,4278
PE25 3,0.8492,3242
PE25 9,0.7565,79
PE26 1,0.9199,3019
PE26 2,1.0131,2976
PE27 3,0.9673,3384
PE27 4,1.1183,1180
PE27 5,0.9724,2704
PE27 6,1.0173,2176
PE27 9,0.8770,150
PE28 0,1.1851,2498
PE28 2,1.0201,4384
PE28 3,1.0702,4358
PE28 4,1.0567,5571
PE28 5,1.0119,3775
PE28 9,1.1651,3266
PE29 1,0.9321,5020
PE29 2,1.0151,4084
PE29 3,0.8699,1596
PE29 6,1.0435,2134
PE29 7,0.8162,1384
PE29 9,0.9009,747
PE3 6,1.0358,3026
PE3 7,0.7370,2458
PE3 8,0.7900,3302
PE3 9,0.9101,4239
PE30 1,0.7546,1473
PE30 2,0.7516,3506
PE30 3,0.9643,6268
PE30 4,0.7971,6366
PE30 5,0.7771,3249
PE30 9,0.8026,316
PE31 6,0.9968,4377
PE31 7,0.9469,4406
PE31 8,1.1088,3435
PE32 1,0.9884,4591
PE32 2,0.9952,3083
PE33 0,0.9832,3629
PE33 9,0.9485,3605
PE34 3,0.9014,2632
PE34 4,0.9123,3935
PE35 6,1.0079,140
PE36 5,0.9574,2486
PE36 6,1.0592,2067
PE36 9,0.9373,39
PE37 7,0.9103,3485
PE37 8,0.9570,2961
PE38 0,0.9396,2302
PE38 8,0.9309,125
PE38 9,0.9406,5421
PE4 5,0.8975,2541
PE4 6,0.8577,4581
PE4 7,0.8398,5855
PE5 7,1.1826,523
PE6 0,0.9218,3881
PE6 6,0.9079,3
PE6 7,0.9938,4985
PE6 8,0.9597,6422
PE6 9,1.0882,2959
PE7 0,0.9483,507
PE7 1,0.8971,6496
PE7 2,0.9281,2259
PE7 3,0.9694,7405
PE7 4,1.0364,80
PE7 7,0.9127,24
PE7 8,1.0237,6943
PE8 4,1.1147,2630
PE8 5,1.2335,2138
PE8 6,1.0853,3940
PE8 9,0.9079,31
PE9 1,0.8832,4642
PE9 2,1.0034,5112
PE9 3,1.1758,3239
PE9 4,1.0728,2962
PE9 9,0.9079,10
PH1 0,1.1799,371
PH1 1,1.2750,4046
