name,hh_total,hh_depchild
M18 7,5468.22,2274.85
M18 8,4818.28,1870.76
M19 1,4733.22,1810.65
M19 2,4759.4,1546.92
M19 3,4350.43,1659.72
M2 1,54.19,2.21
M2 2,48.58,1.64
M2 3,145.38,6.31
M2 4,115.32,5.28
M2 5,118.85,6.19
M2 6,69.37,2.83
M2 7,80.2,3.27
M20 1,3601.61,937.98
M20 2,5917.95,1047.4
M20 3,2629.18,482.5
M20 4,3746.18,919.02
M20 5,1731.56,541.19
M20 6,3735.27,927.05
M21 0,2303.17,673.04
M21 3,196.8,40.8
M21 7,3497.47,1136.54
M21 8,2123.75,588.62
M21 9,4042.04,898.88
M22 0,1549.76,547.29
M22 1,2838.88,1020.19
M22 2,137.23,41.45
M22 4,4443.8,1199.61
M22 5,3215.38,974.93
M22 8,2136.08,1025.48
M22 9,3844.24,1548.25
M23 0,4035.25,1391.48
M23 1,3481.72,1138.1
M23 2,2386.5,769.58
M23 9,4363.05,1266.26
M24 0,68.27,15.71
M24 1,5113.72,1478.68
M24 2,6149.79,1895.23
M24 4,4577.89,1524.1
M24 5,3702.6,1257.69
M24 6,2337.87,728.73
M25 0,2799.85,1230.52
M25 1,3657.0,901.19
M25 2,1389.32,426.97
M25 3,1433.71,390.0
M25 9,3152.34,988.6
M26 1,4608.7,1503.36
M26 2,3099.35,1007.74
M26 3,4260.14,1146.24
M26 4,3837.53,1123.81
M26 6,84.49,22.62
M27 0,2669.41,837.13
M27 4,2469.24,719.75
M27 5,3571.5,1099.32
M27 6,2708.98,674.2
M27 8,3949.76,1324.98
M27 9,2372.63,678.8
M28 0,2251.83,750.79
M28 1,4582.23,1384.13
M28 2,2965.7,874.84
M28 3,6089.21,1769.34
M28 7,3105.16,961.22
M28 8,284.01,82.5
M29 2,88.47,24.6
M29 7,5562.64,1730.15
M29 8,4554.69,1279.28
M3 1,650.64,76.59
M3 2,114.89,4.69
M3 3,483.54,16.55
M3 4,1597.86,50.33
M3 5,1805.32,97.69
M3 6,1469.78,183.26
M3 7,2324.97,162.2
M30 0,5699.99,1458.2
M30 3,128.51,31.43
M30 7,4201.78,1325.54
M30 8,4216.18,1254.77
M30 9,3771.11,909.16
M31 4,3324.74,1151.84
M32 0,4617.55,1494.73
M32 2,133.63,33.39
M32 8,2687.58,812.94
M32 9,4098.61,1322.8
M33 0,328.61,105.25
M33 2,5020.13,1725.56
M33 3,5206.09,1664.32
M33 4,5373.81,1928.36
M33 5,4217.88,1360.26
M33 6,2741.62,888.57
M33 7,2758.3,824.38
M34 0,175.21,46.15
M34 2,4333.86,1154.29
M34 3,3865.96,1001.7
M34 5,5793.77,1768.91
M34 6,2818.8,774.56
M34 7,4101.19,1049.46
M35 0,5150.3,1481.81
M35 9,4283.3,1111.1
M38 0,1395.23,552.91
M38 9,4709.08,1722.73
M4 1,794.86,30.05
M4 2,90.18,5.96
M4 3,23.84,0.97
M4 4,1604.32,99.93
M4 5,1010.72,32.67
M4 6,2059.98,160.82
M4 7,2071.29,179.63
M40 0,2165.57,824.58
M40 1,2759.52,885.48
M40 2,2234.15,788.35
M40 3,2970.84,898.05
M40 4,90.28,33.98
M40 5,2142.04,785.78
M40 7,2876.91,783.28
M40 8,1825.89,636.03
M40 9,2138.18,866.88
M41 0,2713.03,803.83
M41 4,208.37,53.9
M41 5,2830.16,860.6
M41 6,2859.59,804.92
M41 7,1919.01,599.08
M41 8,2914.46,900.74
M41 9,3772.98,1017.2
M43 0,89.95,18.89
M43 6,4494.34,1310.96
M43 7,5879.61,1718.85
M44 0,33.24,11.75
M44 5,3421.2,1055.56
M44 6,4792.18,1495.23
M45 0,230.56,66.84
M45 6,2329.75,784.48
M45 7,3903.15,1050.83
M45 8,3839.08,1185.07
M46 0,5074.77,1417.82
M46 6,37.35,7.1
M46 9,5247.15,1503.71
M5 0,376.14,61.82
M5 3,3440.11,692.77
M5 4,4004.74,611.75
M5 5,2235.98,614.4
M50 1,543.99,113.24
M50 2,1693.38,183.14
M50 3,1851.41,147.17
M6 5,4372.08,1073.43
M6 6,2752.42,800.9
M6 7,3557.71,980.17
M6 8,4399.78,1074.17
M60 0,126.21,7.77
M60 1,122.56,5.61
M60 2,225.78,12.59
M60 3,113.28,5.44
M60 4,3.91,0.19
M60 6,12.04,0.32
M60 7,46.58,1.41
M60 9,99.1,8.36
M61 0,425.15,20.89
M7 1,2212.15,543.63
M7 2,2678.3,861.27
M7 3,2439.87,799.19
M7 4,5131.92,2062.82
M8 0,3011.99,1552.21
M8 2,148.34,71.11
M8 4,3043.35,1142.33
M8 5,2472.24,998.64
M8 8,1743.92,528.43
M8 9,1262.02,622.86
M9 0,2093.66,637.25
M9 4,3411.3,1456.87
M9 5,1678.03,615.5
M9 6,3852.16,1496.86
M9 7,2776.59,862.8
M9 8,3722.29,1303.12
M9 9,88.41,31.95
M90 1,42.11,15.04
M90 2,38.95,13.55
M90 3,150.43,52.09
M90 4,114.49,37.42
M90 5,155.81,54.19
M99 1,52.47,1.78
M99 2,36.11,0.96
ME1 1,2974.62,679.83
ME1 2,5777.15,1869.25
ME1 3,5083.58,1629.51
ME1 9,217.91,34.88
ME10 1,5195.09,1495.07
ME10 2,5777.63,1964.99
ME10 3,3588.26,1325.22
ME10 4,4065.91,1206.76
ME10 5,1279.87,532.38
ME10 9,207.37,53.63
ME11 5,1529.47,494.96
ME12 1,3118.18,1018.67
ME12 2,5040.75,1493.04
ME12 3,5712.99,1727.12
ME12 4,2696.44,647.67
ME12 9,114.18,34.55
ME13 0,1388.13,325.43
ME13 3,142.77,22.15
ME13 7,4048.5,1068.44
ME13 8,4714.57,1397.07
ME13 9,2128.58,539.17
ME14 1,1770.75,417.99
ME14 2,4243.49,1242.75
ME14 3,996.81,299.83
ME14 4,2460.21,731.71
ME14 5,4429.47,1396.39
ME14 9,557.93,191.43
ME15 0,1996.45,541.98
ME15 6,5350.7,1808.79
ME15 7,4176.6,1332.24
ME15 8,5127.8,1531.89
ME15 9,4577.97,1820.29
ME16 0,5736.17,1743.43
ME16 8,5390.43,1642.68
ME16 9,3104.64,995.14
ME17 1,2763.37,744.03
ME17 2,1727.12,416.83
ME17 3,2332.98,649.98
ME17 4,3452.12,1035.12
ME18 5,1945.09,501.39
ME18 6,1085.91,291.7
ME19 4,3384.88,1579.7
ME19 5,3370.91,1083.96
ME19 6,3058.9,928.61
ME2 1,2683.17,830.9
ME2 2,5837.7,2129.63
ME2 3,4703.5,1520.97
ME2 4,3570.42,1208.27
ME20 6,5427.67,1676.73
ME20 7,3496.25,1061.1
ME3 0,655.0,208.0
ME3 7,2734.46,789.13
ME3 8,3969.66,1322.17
ME3 9,4662.28,1404.66
ME4 3,1570.6,489.8
ME4 4,2164.05,654.8
ME4 5,5341.83,2204.34
ME4 6,4271.59,1414.45
ME4 9,84.42,23.13
ME5 0,4790.21,1586.17
ME5 7,5154.15,1743.56
ME5 8,5954.76,1964.74
ME5 9,4660.28,1393.12
ME6 5,4518.9,1435.85
ME6 9,513.24,186.05
ME7 1,5414.37,1721.72
ME7 2,4666.67,1660.47
ME7 3,2968.99,850.13
ME7 4,3476.47,1191.46
ME7 5,3606.51,1304.05
ME7 9,176.2,65.0
ME8 0,3986.32,1077.87
ME8 1,196.58,53.77
ME8 6,4315.74,1322.12
ME8 7,3577.68,984.74
ME8 8,4250.16,1347.09
ME8 9,4748.86,1395.91
ME9 0,1233.6,335.62
ME9 7,3240.54,904.11
ME9 8,3338.27,1225.83
ME9 9,2237.29,690.46
MK1 1,820.49,244.84
MK1 9,265.09,73.39
MK10 0,286.38,122.1
MK10 1,570.21,141.56
MK10 7,3206.77,1708.09
MK10 9,4941.57,2388.8
MK11 1,2807.94,639.94
MK11 2,600.06,274.06
MK11 3,222.17,72.17
MK11 4,825.67,353.67
MK11 9,150.07,47.26
MK12 5,3783.81,1302.11
MK12 6,1604.35,593.61
MK13 0,2244.97,667.12
MK13 7,3202.19,1074.82
MK13 8,1220.79,367.32
MK13 9,1279.46,364.93
MK14 5,3088.41,836.43
MK14 6,2586.76,940.58
MK14 7,2444.89,724.02
MK15 0,729.07,248.07
MK15 8,915.33,226.82
MK15 9,1766.65,424.95
MK16 0,2535.07,746.53
MK16 6,121.28,40.1
MK16 8,3523.41,1047.57
MK16 9,1917.18,530.73
MK17 0,2692.57,740.5
MK17 7,263.66,100.68
MK17 8,3679.3,1094.78
MK17 9,2198.63,616.39
MK18 1,4147.12,1206.0
MK18 2,2339.54,687.97
MK18 3,2980.71,782.61
MK18 4,1693.89,534.21
MK18 5,770.2,203.01
MK18 6,57.25,15.83
MK18 7,1923.87,734.29
MK18 8,22.73,4.7
MK18 9,60.62,12.53
MK19 6,2952.73,1000.34
MK19 7,2382.77,669.42
MK2 2,2666.15,827.15
MK2 3,3129.58,1299.83
MK3 5,4070.38,1430.53
MK3 6,2695.45,850.91
MK3 7,4185.78,1361.1
MK4 1,2439.76,793.02
MK4 2,2017.95,766.33
MK4 3,1395.31,624.25
MK4 4,3206.3,1648.38
MK40 1,1632.47,364.21
MK40 2,3894.71,733.48
MK40 3,3930.06,989.85
MK40 4,6040.0,2600.8
MK40 9,120.82,30.72
MK41 0,4073.85,1348.21
MK41 5,35.54,9.04
MK41 6,1941.69,605.79
MK41 7,5200.09,1458.17
MK41 8,3138.66,830.52
MK41 9,3756.68,1106.3
MK42 0,5860.32,2167.68
MK42 5,395.07,120.07
MK42 6,1444.37,766.99
MK42 7,4159.46,1427.14
MK42 8,4403.68,1319.42
MK42 9,5321.99,1845.54
MK43 0,5859.94,2092.94
MK43 1,152.4,65.7
MK43 2,229.76,102.56
MK43 6,42.64,10.84
MK43 7,3078.4,841.4
MK43 8,3347.61,918.02
MK43 9,4222.19,1673.73
MK44 1,2225.68,610.76
MK44 2,1810.69,467.47
MK44 3,3221.56,867.63
MK44 5,42.64,10.84
MK45 1,5444.7,1552.54
MK45 2,4955.04,1532.87
MK45 3,3280.63,913.96
MK45 4,4386.53,1387.34
MK45 5,2094.12,645.11
MK45 6,7.11,1.81
MK45 9,192.0,83.56
MK46 4,1628.46,440.36
MK46 5,2360.13,663.47
MK5 6,2341.8,775.81
MK5 7,2487.82,1020.92
MK5 8,1336.41,459.61
MK6 1,283.47,109.98
MK6 2,3809.14,1491.72
MK6 3,2337.13,749.11
MK6 4,1865.57,778.23
MK6 5,2351.37,779.92
MK7 6,945.52,371.97
MK7 7,2639.08,913.88
MK7 8,1865.66,606.78
MK77 1,215.34,67.44
MK8 0,1630.89,725.47
MK8 1,1360.68,784.54
MK8 8,1280.14,394.57
MK8 9,1224.83,406.72
MK9 1,448.91,67.71
MK9 2,625.35,98.14
MK9 3,756.4,130.74
MK9 4,490.45,131.82
ML1 1,2989.64,707.64
ML1 2,5342.02,1506.36
ML1 3,6419.0,1749.13
ML1 4,6240.97,1937.07
ML1 5,4932.87,1428.49
ML10 6,4854.83,1430.39
ML11 0,3809.11,894.07
ML11 7,3308.21,714.85
ML11 8,3643.07,907.53
ML11 9,4912.69,1161.08
ML12 6,3938.84,849.52
ML126 H,20.68,4.28
ML126 J,33.36,9.39
ML126 Q,16.36,3.0
ML2 0,4545.33,1158.14
ML2 7,5001.04,1194.51
ML2 8,5615.06,1284.94
ML2 9,2913.29,880.18
ML29 P,14.43,4.52
ML3 0,3200.11,725.2
ML3 6,3293.82,602.33
ML3 7,5916.7,1430.64
ML3 8,6474.75,2023.75
ML3 9,5747.14,1351.04
ML4 1,3270.49,744.12
ML4 2,4651.05,1168.96
ML4 3,2176.83,544.19
ML5 1,3257.96,796.19
ML5 2,4144.06,1159.36
ML5 3,2482.0,447.0
ML5 4,5513.03,1490.89
ML5 5,4898.03,1430.17
ML6 0,3486.23,768.39
ML6 6,3860.11,941.6
ML6 7,4923.77,1466.8
ML6 8,6233.25,1930.79
ML6 9,5364.45,1434.96
ML67 R,5.87,1.47
ML7 4,2896.08,775.57
ML7 5,3937.84,896.01
ML75 Q,37.98,9.83
ML8 4,3858.64,1071.12
ML8 5,5095.36,1157.88
ML9 1,3351.67,865.59
ML9 2,3865.11,910.64
ML9 3,3533.88,959.41
N1 0,4017.04,929.92
N1 1,4532.12,911.05
N1 2,5291.59,1234.43
N1 3,3741.71,826.18
N1 4,3859.35,847.38
N1 5,4575.13,1139.05
N1 6,3249.59,624.72
N1 7,5469.86,1206.19
N1 8,4014.96,855.86
N1 9,2941.18,492.73
N10 1,3028.19,1174.32
N10 2,3738.03,1299.66
N10 3,3948.67,1140.62
N10 9,217.83,69.41
N11 1,4203.02,1415.21
N11 2,4579.62,1523.8
N11 3,3648.26,1285.63
N11 9,184.59,55.41
N12 0,3315.37,1100.42
N12 2,138.88,30.99
N12 7,2138.58,809.84
N12 8,3322.15,953.5
N12 9,3447.61,1056.56
N13 4,4830.82,1529.16
N13 5,4917.82,1643.44
N13 6,2270.0,803.18
N13 9,26.3,9.12
N14 4,4253.36,1491.78
N14 5,2357.04,841.02
N14 6,2829.41,974.7
N14 7,2351.21,805.55
N14 9,148.29,54.82
N15 3,4226.51,1182.94
N15 4,4906.34,1401.38
N15 5,4151.17,1214.34
N15 6,4544.46,1761.05
N15 9,70.12,18.27
N16 0,3365.03,1002.05
N16 1,200.51,83.21
N16 5,4974.21,1871.67
N16 6,4807.2,1875.8
N16 7,4803.75,1236.05
N16 8,4975.87,1214.96
N16 9,2801.65,745.39
N17 0,4661.64,1684.39
N17 1,268.05,85.88
N17 6,7320.87,2297.67
N17 7,3793.94,1342.43
N17 8,3276.77,1275.3
N17 9,6377.76,2173.78
N18 1,5735.7,2414.69
N18 2,5390.67,2276.09
N18 3,468.81,194.47
N18 9,118.24,57.37
N19 3,5904.19,1493.24
N19 4,3987.23,900.52
N19 5,4830.76,1059.75
N19 9,188.65,41.84
N1C 4,946.7,222.27
N1P 1,393.49,58.09
N1P 2,406.89,60.07
N2 0,3872.98,1260.42
N2 2,187.0,56.3
N2 8,2787.91,852.95
N2 9,3087.57,1000.31
N20 0,4041.89,1342.39
N20 2,115.56,37.19
N20 8,1501.3,470.93
N20 9,2044.35,608.61
N21 1,3678.53,1280.92
N21 2,2767.31,882.29
N21 3,2539.71,874.87
N21 9,210.41,72.99
N22 5,5191.02,1547.97
N22 6,5035.45,1372.28
N22 7,2766.81,1014.13
N22 8,4209.41,1189.77
N22 9,294.9,83.31
N3 1,3571.68,1119.8
N3 2,3746.11,1149.4
N3 3,3043.3,946.02
N3 9,245.29,72.35
N4 1,5661.8,1427.4
N4 2,8289.49,2013.35
N4 3,5618.18,1229.93
N4 4,3336.94,704.58
N4 9,280.49,73.09
N5 1,5708.72,1279.28
N5 2,5396.04,1250.62
N5 9,170.75,31.5
N6 4,2098.73,593.49
N6 5,5136.39,1124.12
N6 6,1455.99,342.81
N6 9,20.96,4.65
N7 0,4898.41,1095.41
N7 1,104.81,23.25
N7 6,3294.33,646.01
N7 7,3960.46,953.29
N7 8,4691.27,989.79
N7 9,5064.55,1068.11
N8 0,4519.04,1115.61
N8 1,14.68,3.5
N8 7,4857.38,1254.56
N8 8,3590.82,948.02
N8 9,4322.82,1072.59
N81 1,46.86,11.94
N9 0,4849.94,1938.46
N9 1,149.52,57.6
N9 7,3593.93,1431.34
N9 8,4147.04,1750.33
N9 9,5881.93,2210.23
NE1 1,239.92,8.44
NE1 2,1222.56,109.18
NE1 3,551.34,40.83
NE1 4,717.19,48.12
NE1 5,436.87,15.07
NE1 6,351.25,11.86
NE1 7,212.67,8.99
NE1 8,188.87,7.33
NE10 0,3873.89,957.48
NE10 8,7744.55,2129.86
NE10 9,4297.36,1013.06
NE11 0,2287.99,594.7
NE11 9,5472.63,1359.6
NE12 2,239.14,57.41
NE12 5,1064.2,295.95
NE12 6,4315.68,1153.64
NE12 7,2622.67,716.64
NE12 8,4713.71,1217.17
NE12 9,3889.21,1021.64
NE13 6,3017.77,690.7
NE13 7,3042.71,785.44
NE13 8,466.57,116.26
NE13 9,2041.85,965.06
NE15 0,884.69,184.64
NE15 6,3222.55,1091.27
NE15 7,3759.55,1016.64
NE15 8,4004.21,1045.27
NE15 9,3286.0,905.52
NE16 3,1035.07,254.13
NE16 4,3034.94,745.17
NE16 5,4571.75,1152.52
NE16 6,2447.3,627.88
NE16 9,30.68,8.38
NE17 7,2258.12,470.51
NE17 9,13.97,4.74
NE18 0,430.53,123.28
NE19 1,447.82,77.19
NE19 2,531.08,113.21
NE2 1,3626.97,329.57
NE2 2,2691.54,281.48
NE2 3,2371.6,284.58
NE2 4,1788.69,286.4
NE20 0,1438.57,400.89
NE20 2,130.49,31.06
NE20 9,3682.45,946.34
NE21 4,2750.39,781.04
NE21 5,2252.7,608.08
NE21 6,2975.26,645.04
NE22 5,3919.26,930.37
NE22 6,2711.97,738.58
NE22 7,1824.28,426.4
NE23 0,103.12,29.81
NE23 1,2136.72,582.5
NE23 2,2104.66,616.63
NE23 3,2304.39,773.93
NE23 6,5082.35,1046.95
NE23 7,5083.05,1153.93
NE23 8,1234.66,361.25
NE24 1,1694.79,414.5
NE24 2,2645.49,589.42
NE24 3,5253.53,1349.5
NE24 4,4370.19,1376.21
NE24 5,4047.16,1133.31
NE24 9,229.46,31.87
NE25 0,4706.08,1080.55
NE25 8,3810.03,1148.56
NE25 9,5035.52,1232.75
NE26 1,1917.25,622.53
NE26 2,2139.18,575.29
NE26 3,2435.7,798.42
NE26 4,1890.18,366.18
NE26 9,78.69,31.53
NE27 0,6881.66,2409.81
NE27 9,343.82,103.12
NE28 0,3711.57,1064.72
NE28 5,110.16,44.14
NE28 6,2881.57,752.19
NE28 7,4274.16,1169.22
NE28 8,4242.28,958.24
NE28 9,6822.32,1861.0
NE29 0,3394.74,711.85
NE29 1,104.92,42.03
NE29 6,3946.91,786.52
NE29 7,3626.47,1116.98
NE29 8,3287.3,945.43
NE29 9,2494.0,593.4
NE3 1,3985.92,950.18
NE3 2,5788.28,1431.1
NE3 3,5043.67,1548.87
NE3 4,4636.44,1338.11
NE3 5,3495.73,1004.13
NE3 9,306.88,87.0
NE30 1,1100.07,160.81
NE30 2,3278.25,722.77
NE30 3,3572.32,898.48
NE30 4,2289.54,449.5
NE31 1,5159.58,1496.62
NE31 2,5077.88,1547.0
NE31 9,18.36,4.2
NE32 3,2105.73,563.6
NE32 4,4394.37,1195.54
NE32 5,4265.46,1051.7
NE32 9,82.64,18.92
NE33 1,824.71,148.67
NE33 2,2507.66,638.77
NE33 3,3497.42,650.96
NE33 4,3510.66,692.86
NE33 5,2330.8,484.2
NE33 9,397.03,85.35
NE34 0,4656.36,1192.67
NE34 6,3996.24,960.31
NE34 7,4865.86,1407.97
NE34 8,5080.25,1370.8
NE34 9,5186.64,1683.78
NE35 0,9.18,2.1
NE35 9,2891.68,762.69
NE36 0,2995.16,793.97
NE36 9,18.36,4.2
NE37 1,3782.28,1036.83
NE37 2,3265.05,885.13
NE37 3,1511.23,452.46
NE37 9,160.55,35.75
NE38 0,3885.75,971.35
NE38 7,4107.94,974.24
NE38 8,3674.41,1217.93
NE38 9,2191.69,527.82
NE39 1,1922.11,428.22
NE39 2,1923.95,486.12
NE39 9,7.67,2.09
NE4 5,2676.75,710.35
NE4 6,2553.57,780.42
NE4 7,1534.84,417.06
NE4 8,3185.13,1403.2
NE4 9,4661.36,1836.01
NE40 3,3440.9,846.58
NE40 4,3597.82,904.57
NE40 9,28.87,8.71
NE41 8,1002.69,250.29
NE42 5,3041.35,841.38
NE42 6,2374.83,598.28
NE42 9,27.95,9.48
NE43 7,2028.46,486.44
NE44 6,406.9,89.66
NE45 5,1707.14,303.25
NE46 1,2176.99,506.19
NE46 2,1744.83,377.23
NE46 3,1800.37,384.49
NE46 4,1460.28,296.8
NE46 9,131.11,28.33
NE47 0,351.21,76.64
NE47 5,588.45,136.89
NE47 6,802.0,193.23
NE47 7,466.81,80.6
NE47 8,240.31,43.12
NE47 9,941.16,173.66
NE48 1,417.14,71.76
NE48 2,692.95,148.26
NE48 3,578.55,114.34
NE48 4,227.9,50.81
NE49 0,871.58,175.7
NE49 9,1222.03,264.05
NE5 1,4264.55,872.94
NE5 2,6039.13,1747.85
NE5 3,4854.62,1639.78
NE5 4,3677.61,1121.55
NE5 5,2805.15,767.76
NE5 9,148.93,37.29
NE6 1,1823.08,342.54
NE6 2,5618.01,1585.43
NE6 3,3576.78,1034.9
NE6 4,5507.28,1349.22
NE6 5,6421.19,957.57
NE6 9,114.86,14.94
NE61 1,1801.22,327.24
NE61 2,3780.45,975.92
NE61 3,2153.78,547.21
NE61 4,589.05,116.57
NE61 5,3756.26,791.23
NE61 6,2939.95,771.03
NE61 9,765.97,192.9
NE62 5,4038.87,919.03
NE63 0,3572.69,893.11
NE63 3,96.79,20.36
NE63 8,3697.12,906.49
NE63 9,5798.21,1650.44
NE64 6,2704.73,597.78
NE65 0,3701.57,713.06
NE65 7,1718.32,295.13
NE65 8,1022.8,209.17
NE65 9,2796.95,584.81
NE66 1,3063.63,587.34
NE66 2,2482.36,547.53
NE66 3,1843.11,388.2
NE66 4,767.39,136.68
NE66 5,173.64,29.28
NE66 9,53.27,8.97
NE67 5,592.86,87.24
NE68 7,769.78,104.82
NE69 7,243.25,40.24
NE7 7,6283.83,1805.52
NE70 7,858.62,145.61
NE71 6,1590.22,234.1
NE8 1,2251.41,563.34
NE8 2,2996.46,494.4
NE8 3,3443.75,813.22
NE8 4,4844.19,1191.68
NE8 9,301.69,39.87
NE85 1,17.65,5.62
NE85 2,15.58,3.63
NE88 1,53.63,15.3
NE9 5,5000.07,1364.4
NE9 6,6395.4,1634.93
NE9 7,5377.21,1402.6
NE9 9,51.95,12.1
NE92 1,207.79,48.41
NE98 1,138.28,46.24
NE99 1,280.94,12.73
NE99 2,52.41,2.58
NE99 4,58.23,2.87
NE99 5,116.46,5.73
NG1 1,1364.29,82.31
NG1 2,581.18,37.92
NG1 3,1065.41,89.37
NG1 4,1093.92,149.62
NG1 5,892.98,91.46
NG1 6,733.51,77.2
NG1 7,356.81,46.17
NG1 9,296.23,24.64
NG10 1,4195.84,1007.74
NG10 2,1976.31,526.91
NG10 3,6425.12,1677.58
NG10 4,4588.96,1249.48
NG10 5,3976.15,1079.19
NG10 9,89.74,19.37
NG11 0,1120.97,230.37
NG11 1,120.16,30.53
NG11 2,14.06,2.77
NG11 6,3848.24,1124.74
NG11 7,2199.94,585.79
NG11 8,5309.0,1460.82
NG11 9,3805.84,1124.97
NG12 1,1114.51,335.2
NG12 2,3018.38,707.89
NG12 3,4970.06,1418.1
NG12 4,2642.91,880.14
NG12 5,3927.96,915.48
NG13 0,2052.1,513.09
NG13 7,452.31,165.42
NG13 8,5235.91,1495.24
NG13 9,1955.2,476.31
NG14 5,1878.44,520.76
NG14 6,4299.92,1082.02
NG14 7,2113.51,501.8
NG15 0,1143.32,294.52
NG15 5,231.61,60.85
NG15 6,6839.33,1996.7
NG15 7,5803.0,1591.59
NG15 8,3112.65,1005.46
NG15 9,2471.29,603.55
NG16 1,3847.08,1083.86
NG16 2,7084.34,1696.53
NG16 3,5050.59,1237.46
NG16 4,2559.94,736.66
NG16 5,4521.08,1021.96
NG16 6,4804.49,1162.98
NG16 9,238.95,54.39
NG17 0,77.06,19.11
NG17 1,3264.94,947.64
NG17 2,6038.87,1589.22
NG17 3,3866.08,934.11
NG17 4,4502.02,1321.4
NG17 5,2741.47,826.24
NG17 6,45.17,10.79
NG17 7,4061.67,1141.8
NG17 8,4898.82,1514.81
NG17 9,2760.21,675.62
NG18 1,1462.13,358.73
NG18 2,3602.14,982.34
NG18 3,4778.85,1253.64
NG18 4,5800.76,1690.34
NG18 5,3929.7,1103.15
NG18 6,373.14,99.78
NG18 9,459.75,130.83
NG19 0,5283.33,1444.6
NG19 6,5068.7,1326.09
NG19 7,4078.45,1155.2
NG19 8,4903.51,1284.17
NG19 9,3833.95,1030.14
NG2 1,1445.81,387.88
NG2 2,2191.05,648.6
NG2 3,1069.59,187.23
NG2 4,4166.85,1238.93
NG2 5,3688.1,1247.65
NG2 6,5143.46,1544.0
NG2 7,6721.39,1935.84
NG2 9,920.34,115.46
NG20 0,4067.96,1121.01
NG20 8,4704.62,1335.39
NG20 9,2893.89,863.21
NG21 0,5663.85,1570.68
NG21 9,4886.35,1485.7
NG22 0,2908.55,719.64
NG22 8,3463.2,886.97
NG22 9,5752.73,1450.39
NG23 5,2905.75,687.05
NG23 6,2502.55,600.07
NG23 7,2287.0,481.01
NG24 1,4215.31,975.39
NG24 2,4659.52,1300.6
NG24 3,6425.95,1711.21
NG24 4,5565.4,1466.46
NG24 5,236.93,97.54
NG24 9,449.95,80.06
NG25 0,3983.74,932.2
NG3 1,1310.28,242.92
NG3 2,2710.17,860.9
NG3 3,3220.22,1104.59
NG3 4,1912.1,460.9
NG3 5,5310.43,1197.39
NG3 6,4294.13,1081.11
NG3 7,2725.56,886.36
NG31 0,390.22,73.26
NG31 6,2391.75,577.94
NG31 7,6246.59,2064.18
NG31 8,6023.45,1591.65
NG31 9,5436.9,1575.54
NG32 1,1901.05,428.2
NG32 2,1900.39,400.95
NG32 3,2235.84,524.63
NG33 4,2122.59,492.54
NG33 5,2367.18,564.61
NG34 0,2720.49,603.91
NG34 4,417.89,90.3
NG34 6,187.0,55.16
NG34 7,5283.34,1430.25
NG34 8,5303.23,1586.52
NG34 9,5305.93,1100.33
NG4 1,5653.12,1447.4
NG4 2,4154.98,1153.44
NG4 3,4592.17,1245.02
NG4 4,4041.4,1151.24
NG4 9,126.43,43.83
NG5 0,605.81,168.41
NG5 1,4376.2,1333.62
NG5 2,2731.77,631.55
NG5 3,2267.59,660.37
NG5 4,3639.84,897.77
NG5 5,7122.58,2096.63
NG5 6,4806.44,1293.08
NG5 7,3272.15,922.28
NG5 8,5575.66,1608.82
NG5 9,4211.54,1256.09
NG6 0,3966.13,1181.37
NG6 6,263.61,88.44
NG6 7,1837.02,502.15
NG6 8,7065.89,2213.76
NG6 9,3419.27,1019.3
NG7 1,3742.54,442.11
NG7 2,3383.67,509.63
NG7 3,2842.34,623.72
NG7 4,1270.92,132.89
NG7 5,3033.73,1135.89
NG7 6,2761.32,963.6
NG7 7,2401.22,779.62
NG8 1,3340.47,1110.16
NG8 2,4709.13,1461.97
NG8 3,3996.82,1355.38
NG8 4,2675.62,794.97
NG8 5,5492.15,2281.54
NG8 6,4879.48,2122.61
NG8 9,195.25,44.83
NG80 1,53.54,14.34
NG80 7,28.14,4.53
NG80 8,67.54,10.86
NG9 1,3996.76,849.79
NG9 2,4581.57,1026.48
NG9 3,4898.52,1131.76
NG9 4,2520.79,710.08
NG9 5,3516.5,909.77
NG9 6,3933.92,1074.45
NG9 7,2589.75,720.75
NG9 8,4263.05,1200.73
NG9 9,385.83,73.33
NG90 1,74.44,11.95
NG90 2,40.1,9.21
NG90 4,36.41,5.03
NG90 5,50.54,10.14
NG90 6,46.45,12.73
NG90 7,9.1,1.26
NN1 1,1314.29,266.76
NN1 2,1774.23,492.34
NN1 3,2704.59,779.55
NN1 4,5112.49,1401.93
NN1 5,3260.29,882.85
NN1 9,480.15,93.45
NN10 0,6624.86,1973.09
NN10 1,94.29,23.26
NN10 6,2144.52,592.02
NN10 8,3574.07,1113.86
NN10 9,5044.38,1414.28
NN11 0,1863.97,549.12
NN11 1,380.18,66.48
NN11 2,1445.54,435.79
NN11 3,3153.92,815.87
NN11 4,4836.05,1358.1
NN11 6,1272.28,272.91
NN11 7,801.91,183.63
NN11 8,1718.03,592.96
NN11 9,2261.98,741.73
NN12 6,3938.75,1142.41
NN12 7,2290.89,611.94
NN12 8,4379.84,1177.17
NN12 9,553.86,170.38
NN13 5,2358.71,622.45
NN13 6,4946.19,1638.04
NN13 7,1589.7,369.09
NN13 9,77.07,16.56
NN14 1,4201.08,1201.05
