district,cwd_yr_clim_mm,smd_jja_clim_mm
NN16 0,336.77,133.6
NN16 6,338.16,134.54
NN16 8,325.21,131.87
NN16 9,321.65,130.9
NN17 1,297.99,126.84
NN17 2,282.39,123.9
NN17 3,311.4,130.15
NN17 4,297.5,126.92
NN17 5,309.68,129.62
NN17 9,318.14,131.5
NN18 0,286.77,125.19
NN18 8,314.14,130.19
NN18 9,296.78,127.52
NN2 6,341.81,135.7
NN2 7,327.67,133.01
NN2 8,327.04,132.02
NN29 7,335.46,133.04
NN3 0,346.25,134.58
NN3 2,319.37,130.97
NN3 3,332.07,132.88
NN3 5,327.16,131.67
NN3 6,313.53,130.09
NN3 7,309.02,128.16
NN3 8,323.39,131.57
NN3 9,343.59,134.52
NN4 0,324.19,130.22
NN4 5,333.03,131.28
NN4 6,322.5,129.81
NN4 7,334.2,131.94
NN4 8,335.02,133.01
NN4 9,342.89,134.44
NN5 4,342.01,134.56
NN5 5,340.29,134.99
NN5 6,327.4,132.23
NN5 7,329.66,132.91
NN6 0,313.02,129.48
NN6 6,289.44,126.52
NN6 7,305.05,129.52
NN6 8,307.83,129.2
NN6 9,298.43,126.79
NN7 1,333.23,131.55
NN7 2,324.22,129.59
NN7 3,335.76,133.19
NN7 4,325.57,132.05
NN8 1,349.72,134.89
NN8 2,324.22,130.53
NN8 3,315.19,129.02
NN8 4,339.91,133.52
NN8 5,322.15,130.36
NN8 6,307.44,128.51
NN8 9,358.62,136.45
NN9 5,331.59,133.02
NN9 6,350.7,136.33
NP10 0,205.85,97.38
NP10 8,198.34,96.75
NP10 9,206.11,97.3
NP11 3,154.4,75.96
NP11 4,172.52,85.17
NP11 5,145.71,70.02
NP11 6,158.58,76.64
NP11 7,146.39,69.72
NP11 9,197.11,95.2
NP12 0,140.17,66.67
NP12 1,164.24,81.91
NP12 2,155.93,76.38
NP12 3,169.65,86.4
NP12 4,147.76,71.88
NP13 1,135.33,64.66
NP13 2,142.0,68.45
NP13 3,130.62,61.59
NP15 1,244.69,111.94
NP15 2,267.13,118.11
NP15 9,263.33,115.27
NP16 5,231.65,111.79
NP16 6,207.53,101.34
NP16 7,241.66,113.35
NP16 9,248.65,116.62
NP18 1,235.16,108.7
NP18 2,225.43,108.79
NP18 3,231.04,106.71
NP19 0,232.62,110.25
NP19 1,225.8,108.91
NP19 4,225.55,108.81
NP19 7,228.71,106.54
NP19 8,223.4,106.55
NP19 9,222.42,106.61
NP20 1,229.59,108.66
NP20 2,222.36,107.26
NP20 3,215.1,102.72
NP20 4,206.11,99.4
NP20 5,226.11,105.68
NP20 6,222.49,103.67
NP20 7,218.64,102.0
NP20 9,219.78,103.84
NP22 3,129.76,57.88
NP22 4,115.21,47.35
NP22 5,131.82,59.3
NP23 4,131.42,62.46
NP23 5,124.56,56.22
NP23 6,133.82,62.68
NP23 7,127.93,57.37
NP23 8,138.52,65.46
NP23 9,137.28,64.84
NP24 6,128.2,57.04
NP25 3,265.7,116.59
NP25 4,234.41,108.62
NP25 5,264.76,117.13
NP25 9,299.34,123.94
NP26 3,227.29,109.65
NP26 4,236.73,114.3
NP26 5,238.03,113.66
NP26 9,231.78,113.22
NP4 0,227.78,104.09
NP4 4,189.48,90.05
NP4 5,148.18,69.48
NP4 6,139.04,65.86
NP4 7,147.37,72.0
NP4 8,174.14,84.22
NP4 9,140.63,68.59
NP44 1,188.56,90.04
NP44 2,217.13,100.64
NP44 3,214.38,100.49
NP44 4,175.97,84.22
NP44 5,123.14,53.36
NP44 6,127.71,57.2
NP44 7,196.66,93.72
NP44 8,214.27,100.66
NP44 9,205.41,97.13
NP7 0,185.44,91.09
NP7 1,270.26,116.25
NP7 5,255.06,112.8
NP7 6,243.46,109.73
NP7 7,152.97,76.31
NP7 8,249.09,111.87
NP7 9,225.52,105.36
NP8 1,168.51,84.68
NR1 1,326.46,134.64
NR1 2,320.23,133.25
NR1 3,306.34,130.62
NR1 4,305.19,130.94
NR10 3,307.17,129.81
NR10 4,297.71,130.48
NR10 5,292.54,128.75
NR11 6,287.79,128.23
NR11 7,289.71,128.82
NR11 8,246.64,119.51
NR12 0,264.28,127.24
NR12 7,304.48,130.48
NR12 8,300.55,131.16
NR12 9,279.72,127.94
NR13 3,329.27,137.11
NR13 4,323.75,135.21
NR13 5,327.38,135.72
NR13 6,316.94,134.77
NR14 6,342.19,137.57
NR14 7,332.25,136.01
NR14 8,322.48,134.26
NR15 1,332.28,136.02
NR15 2,330.22,136.83
NR16 1,315.84,134.13
NR16 2,333.16,135.41
NR17 1,323.19,133.97
NR17 2,321.88,134.45
NR18 0,312.45,130.92
NR18 8,317.61,131.69
NR18 9,309.26,130.8
NR19 1,326.41,133.04
NR19 2,322.28,132.4
NR19 9,319.07,131.62
NR2 1,309.0,131.59
NR2 2,307.29,131.11
NR2 3,309.0,131.61
NR2 4,323.07,134.45
NR20 3,312.47,130.87
NR20 4,321.53,132.2
NR20 5,292.92,128.13
NR21 0,280.95,126.34
NR21 1,286.87,126.18
NR21 7,276.68,124.63
NR21 8,282.18,125.38
NR21 9,279.7,124.76
NR22 6,290.53,128.34
NR23 1,271.88,125.47
NR24 2,256.02,120.1
NR25 6,252.76,120.64
NR25 7,254.79,121.0
NR25 9,252.87,120.25
NR26 8,235.75,117.44
NR26 9,241.92,119.57
NR27 0,215.34,111.21
NR27 7,222.52,113.15
NR27 9,227.48,114.44
NR28 0,272.85,125.94
NR28 8,281.17,127.35
NR28 9,272.33,127.07
NR29 3,303.35,134.09
NR29 4,270.23,128.25
NR29 5,309.2,134.44
NR3 1,325.09,134.62
NR3 2,314.09,132.81
NR3 3,321.53,133.98
NR3 4,323.23,134.36
NR30 1,311.32,136.46
NR30 2,259.93,128.21
NR30 3,251.14,124.01
NR30 4,274.96,131.98
NR30 5,275.82,130.6
NR30 9,259.93,128.21
NR31 0,270.83,129.71
NR31 6,246.53,121.48
NR31 7,257.64,124.5
NR31 8,266.54,127.01
NR31 9,302.04,133.27
NR32 1,266.05,124.82
NR32 2,273.96,125.98
NR32 3,287.73,128.64
NR32 4,268.55,125.32
NR32 5,298.64,131.61
NR32 9,279.76,127.1
NR33 0,272.0,124.95
NR33 7,276.58,127.06
NR33 8,299.18,131.19
NR33 9,282.48,127.68
NR34 0,340.97,137.12
NR34 4,352.81,138.27
NR34 7,314.49,133.38
NR34 8,343.43,137.15
NR34 9,351.52,138.08
NR35 1,350.35,138.23
NR35 2,344.53,138.02
NR35 9,361.18,139.56
NR4 6,304.74,130.41
NR4 7,293.09,127.77
NR5 0,295.92,127.88
NR5 8,312.63,132.48
NR5 9,302.94,129.85
NR6 5,307.07,130.75
NR6 6,311.01,131.6
NR6 7,323.31,134.68
NR7 0,322.63,134.37
NR7 7,332.95,136.36
NR7 8,325.83,135.83
NR7 9,318.08,134.16
NR8 5,303.13,128.65
NR8 6,303.72,129.5
NR8 7,298.13,128.59
NR9 3,302.89,129.23
NR9 4,316.81,131.89
NR9 5,307.89,130.97
NW1 0,358.93,138.88
NW1 1,366.87,138.46
NW1 2,366.88,138.47
NW1 3,366.88,138.47
NW1 4,370.43,139.02
NW1 5,362.24,137.97
NW1 6,367.83,138.77
NW1 7,364.93,138.64
NW1 8,360.79,138.72
NW1 9,358.88,138.88
NW10 0,349.14,136.46
NW10 1,355.73,137.8
NW10 2,345.28,136.59
NW10 3,341.89,136.06
NW10 4,343.48,136.31
NW10 5,346.99,136.32
NW10 6,355.88,138.19
NW10 7,356.41,138.18
NW10 8,354.35,137.78
NW10 9,352.22,137.39
NW11 0,337.18,134.67
NW11 1,337.19,134.67
NW11 6,304.31,129.94
NW11 7,321.64,132.33
NW11 8,333.91,134.46
NW11 9,337.19,134.67
NW2 1,346.59,136.75
NW2 2,337.29,134.87
NW2 3,337.31,134.87
NW2 4,341.11,135.79
NW2 5,341.12,135.79
NW2 6,355.09,137.67
NW2 7,340.45,135.52
NW2 8,347.04,136.91
NW2 9,346.24,136.54
NW3 1,303.65,129.91
NW3 2,339.33,135.32
NW3 3,342.03,135.58
NW3 4,342.01,135.58
NW3 5,312.03,131.17
NW3 6,340.2,135.32
NW3 7,310.51,130.91
NW3 9,312.02,131.17
NW4 1,335.1,134.18
NW4 2,340.55,135.65
NW4 3,340.57,135.65
NW4 4,341.35,135.38
NW4 9,330.35,133.52
NW5 1,350.54,137.17
NW5 2,344.79,136.64
NW5 3,360.76,138.72
NW5 4,350.58,137.17
NW5 9,350.58,137.17
NW6 1,327.66,133.32
NW6 2,341.27,135.5
NW6 3,341.29,135.5
NW6 4,341.3,135.5
NW6 5,354.1,137.48
NW6 6,351.82,137.24
NW6 7,344.43,136.11
NW6 9,354.07,137.48
NW7 0,344.37,135.21
NW7 1,323.8,132.23
NW7 2,345.2,135.39
NW7 3,354.02,136.13
NW7 4,330.7,132.83
NW8 0,347.82,136.41
NW8 6,357.48,137.65
NW8 7,357.5,137.65
NW8 8,356.21,137.53
NW8 9,356.19,137.53
NW9 0,355.49,136.71
NW9 1,361.3,138.01
NW9 4,359.0,137.58
NW9 5,358.98,137.58
NW9 6,361.31,138.02
NW9 7,351.07,137.0
NW9 8,355.01,137.32
NW9 9,355.22,136.51
OL1 1,135.31,70.17
OL1 2,145.98,76.97
OL1 3,137.51,71.6
OL1 4,125.59,63.24
OL1 9,125.86,63.67
OL10 1,151.27,79.07
OL10 2,149.45,78.03
OL10 3,143.46,74.04
OL10 4,143.38,73.73
OL10 9,148.78,77.41
OL11 1,143.91,73.7
OL11 2,143.66,74.62
OL11 3,151.49,78.98
OL11 4,154.3,79.77
OL11 5,132.69,66.66
OL12 0,119.11,55.37
OL12 6,114.08,52.48
OL12 7,113.35,53.32
OL12 8,101.06,43.68
OL12 9,123.29,58.52
OL13 0,98.39,42.77
OL13 3,108.14,49.86
OL13 8,101.79,45.63
OL13 9,100.15,43.87
OL14 5,159.42,85.5
OL14 6,122.43,60.12
OL14 7,109.55,49.86
OL14 8,111.61,52.47
OL14 9,156.54,83.22
OL15 0,116.46,55.91
OL15 8,140.11,71.66
OL15 9,126.46,61.36
OL16 1,144.5,73.99
OL16 2,142.21,72.95
OL16 3,128.64,65.4
OL16 4,133.47,68.16
OL16 5,138.23,70.66
OL16 9,144.5,73.99
OL2 5,136.58,70.18
OL2 6,131.31,66.83
OL2 7,127.74,64.16
OL2 8,120.94,59.57
OL3 5,106.38,49.55
OL3 6,108.93,51.28
OL3 7,91.78,39.22
OL4 1,136.31,70.8
OL4 2,113.46,55.13
OL4 3,110.89,53.28
OL4 4,120.39,59.54
OL4 5,135.04,69.97
OL5 0,119.96,59.48
OL5 9,141.6,74.25
OL6 0,162.33,89.55
OL6 6,157.81,86.97
OL6 7,162.33,89.55
OL6 8,145.28,77.98
OL6 9,138.42,73.05
OL7 0,161.88,89.17
OL7 9,154.52,84.79
OL8 1,136.21,70.96
OL8 2,140.67,74.03
OL8 3,149.48,80.79
OL8 4,143.45,75.97
OL9 0,151.47,80.62
OL9 6,141.14,73.58
OL9 7,151.18,81.29
OL9 8,151.62,81.43
OL9 9,155.73,83.64
OX1 1,336.67,132.18
OX1 2,336.65,132.17
OX1 3,328.73,130.87
OX1 4,340.09,133.31
OX1 5,321.52,129.97
OX1 9,339.58,133.17
OX10 0,363.13,137.46
OX10 1,364.74,137.79
OX10 6,345.98,134.23
OX10 7,364.33,137.93
OX10 8,360.07,136.97
OX10 9,354.35,136.0
OX11 0,340.04,132.86
OX11 1,357.53,134.58
OX11 6,346.84,134.04
OX11 7,353.33,134.73
OX11 8,356.32,134.83
OX11 9,353.31,135.45
OX12 0,371.11,137.85
OX12 2,343.2,133.17
OX12 7,361.48,135.79
OX12 8,310.31,126.52
OX12 9,312.78,127.27
OX13 5,349.45,135.06
OX13 6,366.97,138.37
OX14 1,364.28,137.91
OX14 2,345.49,134.13
OX14 3,364.04,137.8
OX14 4,367.54,138.28
OX14 5,376.16,139.21
OX14 9,380.37,139.61
OX15 0,321.44,129.59
OX15 4,313.55,127.59
OX15 5,306.31,126.46
OX15 6,298.1,125.09
OX16 0,310.68,128.5
OX16 1,314.68,129.64
OX16 2,335.13,133.84
OX16 3,336.53,134.08
OX16 4,337.67,134.08
OX16 5,331.84,132.96
OX16 6,338.6,134.31
OX16 9,320.92,130.5
OX17 1,302.97,127.45
OX17 2,298.95,126.68
OX17 3,319.35,129.35
OX18 1,301.98,124.81
OX18 2,322.07,128.99
OX18 3,308.35,126.1
OX18 4,275.37,119.65
OX18 9,308.26,125.94
OX2 0,336.48,132.41
OX2 6,326.96,130.87
OX2 7,323.37,130.81
OX2 8,323.34,130.88
OX2 9,318.99,129.46
OX20 1,310.01,126.64
OX25 1,350.04,136.59
OX25 2,352.68,136.57
OX25 3,344.24,134.49
OX25 4,328.42,131.24
OX25 5,317.45,129.24
OX25 6,320.64,129.92
OX26 1,345.81,133.54
OX26 2,341.26,133.07
OX26 3,333.21,131.5
OX26 4,328.01,129.82
OX26 5,323.9,128.53
OX26 6,342.26,133.62
OX26 9,328.01,129.82
OX27 0,348.09,135.18
OX27 7,310.65,127.63
OX27 8,321.71,129.39
OX27 9,327.87,130.66
OX28 1,330.63,131.87
OX28 2,328.41,131.52
OX28 3,330.45,131.64
OX28 4,327.22,130.82
OX28 5,321.11,129.4
OX28 6,335.84,132.87
OX28 9,328.14,130.95
OX29 0,305.16,125.37
OX29 4,332.53,131.53
OX29 5,335.84,132.53
OX29 6,315.99,128.58
OX29 7,326.12,130.56
OX29 8,313.48,127.47
OX29 9,288.92,122.61
OX3 0,324.55,130.46
OX3 7,321.85,129.96
OX3 8,314.06,128.99
OX3 9,326.56,131.54
OX33 1,337.74,135.31
OX39 4,313.42,127.63
OX4 1,335.94,132.27
OX4 2,333.98,132.14
OX4 3,338.53,132.45
OX4 4,339.99,132.39
OX4 6,342.11,132.8
OX4 7,343.19,132.91
OX4 9,347.56,133.5
OX44 7,355.31,137.05
OX44 9,342.53,134.34
OX49 5,315.16,127.93
OX5 1,330.69,131.08
OX5 2,343.58,134.95
OX5 3,331.08,131.62
OX5 9,342.84,132.7
OX7 3,291.15,122.32
OX7 4,290.29,122.76
OX7 5,277.2,119.97
OX7 6,274.88,119.22
OX7 7,307.14,126.82
OX7 9,287.42,122.65
OX9 0,361.1,138.09
OX9 2,357.43,137.75
OX9 3,354.65,136.98
OX9 7,351.07,135.29
PA1 1,158.23,90.68
PA1 2,154.95,88.57
PA1 3,157.76,90.35
PA10 2,103.43,48.29
PA11 3,96.48,43.6
PA12 4,86.64,34.26
PA13 4,86.56,36.51
PA14 5,97.99,47.65
PA14 6,109.65,56.03
PA15 1,100.05,51.88
PA15 2,101.4,50.89
PA15 3,78.41,31.83
PA15 4,95.94,48.24
PA15 9,100.96,51.79
PA16 0,74.94,29.47
PA16 7,95.18,48.62
PA16 8,92.82,46.88
PA16 9,66.57,23.71
PA17 5,84.72,37.65
PA18 6,76.14,29.59
PA19 1,75.36,29.12
PA2 0,131.26,72.17
PA2 6,149.8,85.16
PA2 7,149.1,84.3
PA2 8,103.3,48.77
PA2 9,145.22,81.71
PA20 0,87.01,40.11
PA20 9,81.41,37.13
PA21 2,71.11,26.17
PA22 3,63.34,18.14
PA23 7,63.26,19.79
PA23 8,64.5,19.04
PA23 9,83.46,34.31
PA24 8,53.11,12.95
PA25 8,59.31,15.36
PA26 8,53.67,12.46
PA27 8,60.37,16.67
PA28 6,66.76,25.63
PA29 6,76.55,32.08
PA3 1,157.39,90.45
PA3 2,172.66,99.46
PA3 3,153.17,87.35
PA3 4,159.85,91.82
PA3 9,156.16,89.73
PA30 8,67.69,23.11
PA31 8,70.69,25.25
PA31 9,76.94,28.33
PA32 8,62.2,16.88
PA33 1,58.69,14.94
PA34 4,65.77,20.74
PA34 5,69.69,26.05
PA34 9,73.39,28.86
PA35 1,60.44,16.0
PA36 4,54.46,13.8
PA37 1,67.34,22.26
PA38 4,54.45,13.4
PA4 0,156.96,90.43
PA4 8,157.2,90.91
PA4 9,160.7,92.75
PA41 7,82.6,46.2
PA42 7,73.56,33.72
PA43 7,93.16,48.56
PA44 7,92.27,47.28
PA45 7,85.74,41.58
PA46 7,77.33,34.91
PA47 7,52.98,18.69
PA48 7,66.14,27.48
PA49 7,82.08,40.21
PA5 0,116.8,58.06
PA5 5,144.58,80.87
PA5 8,132.24,72.1
PA5 9,128.8,69.02
PA6 7,132.29,72.88
PA60 7,69.67,27.17
PA61 7,97.24,54.13
PA62 6,54.09,11.97
PA63 6,58.48,15.65
PA64 6,71.19,23.62
PA65 6,61.05,15.74
PA66 6,88.4,46.81
PA67 6,77.89,34.4
PA68 6,54.8,14.22
PA69 6,57.76,15.42
PA7 5,139.74,78.41
PA70 6,56.53,13.9
PA71 6,67.15,20.2
PA72 6,71.56,25.17
PA73 6,64.44,21.46
PA74 6,58.69,17.26
PA75 6,64.17,21.67
PA76 6,80.89,40.91
PA77 6,72.47,38.59
PA78 6,56.42,19.98
PA8 6,146.9,83.94
PA8 7,156.4,90.61
PA80 5,60.68,17.12
PA9 1,106.81,51.77
PE1 1,366.9,137.56
PE1 2,366.31,138.1
PE1 3,365.01,138.41
PE1 4,358.94,137.14
PE1 5,358.95,136.99
PE1 9,366.9,137.56
PE10 0,344.94,136.33
PE10 1,364.01,138.51
PE10 2,375.46,140.5
PE10 9,364.72,138.8
PE11 1,336.69,135.07
PE11 2,341.51,136.52
PE11 3,349.24,137.33
PE11 4,327.04,135.21
PE11 5,345.13,136.49
PE11 6,347.83,136.76
PE11 7,348.56,137.03
PE11 9,337.23,136.14
PE12 0,338.17,137.35
PE12 6,328.12,135.03
PE12 7,316.37,134.26
PE12 8,316.63,134.53
PE12 9,309.06,132.64
PE13 1,346.62,139.02
PE13 2,340.77,137.82
PE13 3,346.55,139.02
PE13 4,355.17,139.76
PE13 5,328.92,135.73
PE14 0,356.21,140.07
PE14 4,343.95,138.52
PE14 7,330.13,135.69
PE14 8,342.13,138.06
PE14 9,358.59,140.15
PE15 0,373.21,141.34
PE15 5,370.49,140.53
PE15 8,372.09,140.71
PE15 9,371.95,140.74
PE16 6,378.43,141.12
PE16 9,375.56,140.26
PE19 0,351.96,137.71
PE19 1,350.51,137.21
PE19 2,369.47,140.74
PE19 5,363.45,139.86
PE19 6,359.72,138.98
PE19 7,357.7,138.8
PE19 8,366.28,140.39
PE19 9,353.26,137.69
PE2 5,366.36,138.68
PE2 6,372.74,139.87
PE2 7,366.67,138.14
PE2 8,355.52,135.85
PE2 9,358.5,136.38
PE20 1,302.71,131.72
PE20 2,314.95,134.27
PE20 3,314.6,133.04
PE21 0,287.14,128.12
PE21 1,292.37,128.27
PE21 6,300.05,130.4
PE21 7,292.44,128.6
PE21 8,296.79,129.73
PE21 9,288.72,128.04
PE22 0,296.55,130.62
PE22 7,303.1,130.47
PE22 8,297.73,130.78
PE22 9,300.28,130.81
PE23 4,265.39,122.45
PE23 5,279.73,125.43
PE23 9,273.04,123.57
PE24 4,273.22,126.76
PE24 5,263.18,123.98
PE25 1,239.16,118.38
PE25 2,251.08,121.73
PE25 3,241.02,120.11
PE25 9,237.09,117.72
PE26 1,359.25,139.47
PE26 2,373.81,141.23
PE27 3,359.81,139.78
PE27 4,371.39,140.7
PE27 5,366.42,140.04
PE27 6,358.72,139.23
PE27 9,365.75,140.06
PE28 0,356.61,138.46
PE28 2,359.07,140.16
PE28 3,364.14,140.69
PE28 4,362.1,140.22
PE28 5,352.42,138.1
PE28 9,366.63,139.86
PE29 1,361.7,140.41
PE29 2,360.67,139.77
PE29 3,367.08,140.69
PE29 6,363.34,140.12
PE29 7,354.74,139.38
PE29 9,366.84,140.74
PE3 6,371.4,138.94
PE3 7,366.14,138.41
PE3 8,367.04,138.22
PE3 9,366.15,138.41
PE30 1,309.56,132.26
PE30 2,307.5,131.95
PE30 3,303.55,131.35
PE30 4,307.39,131.81
PE30 5,312.1,132.63
PE30 9,299.92,130.07
PE31 6,286.85,127.65
PE31 7,288.13,130.24
PE31 8,268.75,124.09
PE32 1,294.32,129.15
PE32 2,277.24,125.34
PE33 0,321.27,135.21
PE33 9,321.49,134.99
PE34 3,329.0,136.14
PE34 4,319.59,134.14
PE35 6,295.04,128.63
PE36 5,273.04,126.29
PE36 6,255.93,123.51
PE36 9,262.81,124.8
PE37 7,286.8,127.77
PE37 8,305.85,130.86
PE38 0,337.49,137.31
PE38 8,321.08,134.65
PE38 9,324.61,135.54
PE4 5,366.89,138.44
PE4 6,368.61,138.78
PE4 7,367.14,139.16
PE5 7,369.1,140.2
PE6 0,360.23,140.04
PE6 7,360.27,138.35
PE6 8,358.01,138.81
PE6 9,352.71,137.51
PE7 0,362.97,137.18
PE7 1,372.67,140.44
PE7 2,370.8,140.58
PE7 3,360.56,138.55
PE7 4,369.58,139.64
PE7 5,345.74,134.6
PE7 7,354.02,137.42
PE7 8,362.02,137.76
PE8 4,373.27,138.37
PE8 5,344.78,134.99
PE8 6,333.59,134.83
PE9 1,314.33,131.8
PE9 2,313.85,131.68
PE9 3,309.57,130.0
PE9 4,326.63,133.49
PH1 0,194.02,102.69
PH1 1,186.48,100.36
PH1 2,206.64,108.75
PH1 3,153.15,82.42
PH1 4,166.54,89.48
PH1 5,215.44,112.51
PH10 6,166.02,90.1
PH10 7,85.84,40.22
PH10 9,184.32,99.07
PH11 8,115.32,60.81
PH12 8,177.76,93.63
PH13 9,174.28,93.09
PH14 9,175.71,94.61
PH15 2,79.33,35.23
PH16 5,120.28,65.62
PH16 9,199.42,108.51
PH17 2,84.19,40.43
PH18 5,77.78,35.9
PH19 1,65.37,28.3
PH2 0,149.98,80.1
PH2 1,229.72,118.77
PH2 6,182.96,97.74
PH2 7,201.53,107.98
PH2 8,211.58,110.98
PH2 9,162.29,84.87
PH20 1,73.21,34.17
PH21 1,92.14,47.65
PH22 1,77.55,35.08
PH23 3,130.98,71.56
PH24 3,170.85,97.27
PH25 3,132.0,71.67
PH26 3,132.33,72.45
PH26 9,177.41,98.4
PH3 1,144.92,77.42
PH30 4,51.0,15.24
PH31 4,59.9,21.18
PH32 4,61.75,25.05
PH33 6,53.65,13.73
PH33 7,58.93,16.71
PH34 4,55.75,16.38
PH35 4,56.04,17.06
PH36 4,62.32,19.17
PH37 4,56.99,13.78
PH38 4,59.72,15.21
PH39 4,60.24,18.84
PH4 1,105.03,50.38
PH40 4,59.61,16.21
PH41 2,57.66,22.9
PH41 4,51.78,12.16
PH42 4,48.48,13.07
PH43 4,51.23,11.71
PH44 4,47.97,11.18
PH49 4,50.98,11.96
PH5 2,133.78,71.79
PH50 4,47.52,10.53
PH6 2,83.24,34.92
PH7 3,144.08,77.98
PH7 4,121.08,63.99
PH7 9,173.3,94.7
PH8 0,102.18,49.95
PH9 0,149.32,82.36
PL1 1,199.76,100.48
PL1 2,199.79,100.48
PL1 3,199.74,100.78
PL1 4,190.11,96.86
PL1 5,187.69,95.45
PL1 9,199.77,100.48
PL10 1,147.58,78.32
PL11 2,185.51,93.74
PL11 3,160.12,83.47
PL12 4,189.99,93.77
PL12 5,180.0,88.55
PL12 6,191.63,91.56
PL12 9,192.74,95.19
PL13 1,151.64,78.41
PL13 2,146.5,76.29
PL13 9,160.78,84.22
PL14 3,173.16,86.03
PL14 4,155.78,77.45
PL14 5,139.4,68.45
PL14 6,133.17,63.93
PL14 9,163.96,82.18
PL15 0,194.93,98.25
PL15 7,136.43,67.52
PL15 8,168.64,85.83
PL15 9,205.2,100.47
PL16 0,197.54,96.93
PL17 0,164.24,81.46
PL17 7,183.93,89.96
PL17 8,176.3,86.72
PL18 9,181.73,88.48
PL19 0,149.12,74.07
PL19 1,183.03,88.38
PL19 8,172.49,83.83
PL19 9,104.57,44.84
PL2 1,190.85,96.54
PL2 2,200.95,99.92
PL2 3,188.6,94.65
PL20 6,98.03,39.34
PL20 7,170.57,83.83
PL21 0,160.52,78.68
PL21 1,172.71,83.81
PL21 9,130.81,61.95
PL22 0,170.47,85.25
PL23 1,179.63,92.95
PL24 2,167.64,85.79
PL25 3,159.6,82.9
PL25 4,151.09,78.66
PL25 5,143.29,73.33
PL25 9,165.71,86.51
PL26 6,158.3,82.45
PL26 7,154.6,79.2
PL26 8,138.26,68.9
PL27 6,185.16,97.23
PL27 7,166.13,87.99
PL27 9,205.91,103.36
PL28 8,160.11,87.84
PL29 3,164.39,89.2
PL3 4,187.94,94.93
PL3 5,188.07,94.16
PL3 6,188.2,93.89
PL30 3,158.23,83.25
PL30 4,128.02,63.72
PL30 5,158.26,80.05
PL31 1,161.94,82.18
PL31 2,158.41,82.0
PL31 9,162.44,83.91
PL32 9,116.66,54.26
PL33 9,123.98,61.49
PL34 0,134.67,71.77
PL35 0,115.67,55.87
PL4 0,201.53,100.99
PL4 6,198.24,99.69
PL4 7,192.04,97.33
PL4 8,185.36,94.65
PL4 9,204.36,101.7
PL5 1,198.67,98.42
PL5 2,202.79,99.68
PL5 3,196.26,97.58
PL5 4,193.7,94.94
PL5 9,199.6,98.85
PL6 5,181.64,90.92
PL6 6,184.11,91.57
PL6 7,156.08,77.52
PL6 8,186.67,92.22
PL7 1,186.93,92.02
PL7 2,191.63,92.64
PL7 4,183.19,89.68
PL7 5,143.47,69.83
PL7 9,201.31,96.76
PL8 1,162.57,85.06
PL8 2,173.13,87.7
PL9 0,151.67,79.42
PL9 7,197.89,98.86
PL9 8,177.2,89.77
PL9 9,164.98,85.23
PO1 1,285.8,127.9
PO1 2,278.59,126.79
PO1 3,280.07,126.83
PO1 4,285.78,127.9
PO1 5,288.86,128.4
PO1 9,285.8,127.9
PO10 7,318.03,129.75
PO10 8,316.04,129.65
PO10 9,318.94,130.62
PO11 0,303.57,130.53
PO11 1,290.73,128.84
PO11 9,289.09,128.67
PO12 1,271.68,124.83
PO12 2,273.17,125.42
PO12 3,270.4,123.98
PO12 4,275.89,125.01
PO12 9,270.36,124.18
PO13 0,287.06,126.57
PO13 8,276.38,125.39
PO13 9,282.62,126.79
PO14 1,289.83,126.61
PO14 2,284.17,126.17
PO14 3,288.74,126.85
PO14 4,289.0,125.92
PO14 9,294.37,126.84
PO15 5,293.99,126.22
PO15 6,303.45,127.53
PO15 7,308.84,127.47
PO16 0,294.35,126.84
PO16 7,296.68,126.62
PO16 8,305.02,128.19
PO16 9,311.95,130.2
PO17 4,304.11,126.85
PO17 5,310.81,127.22
PO17 6,312.02,128.21
PO18 0,288.94,122.35
PO18 8,331.58,132.34
PO18 9,284.6,121.47
PO19 1,331.29,132.05
PO19 3,333.54,132.31
PO19 5,325.06,130.83
PO19 6,327.32,131.52
PO19 7,326.73,131.1
PO19 8,329.5,131.45
PO19 9,331.32,132.05
PO2 0,308.47,130.62
PO2 7,293.72,128.99
PO2 8,300.99,129.84
PO2 9,317.9,131.56
PO20 0,264.1,124.23
PO20 1,310.25,129.64
PO20 2,315.76,130.01
PO20 3,316.64,129.65
PO20 7,302.4,129.71
PO20 8,292.81,128.65
PO20 9,272.83,125.24
PO21 1,282.34,126.33
PO21 2,280.39,125.25
PO21 3,291.56,127.45
PO21 4,282.57,126.1
PO21 5,290.34,126.92
PO21 9,283.93,126.61
PO22 0,311.08,128.91
PO22 6,280.61,125.12
PO22 7,270.81,123.76
PO22 8,283.2,125.91
PO22 9,299.67,128.47
PO3 5,311.02,130.79
PO3 6,297.29,129.73
PO30 1,294.96,127.14
PO30 2,293.18,127.31
PO30 3,275.15,123.33
PO30 4,267.79,123.16
PO30 5,285.39,125.93
PO30 9,298.0,128.31
PO31 7,276.82,124.31
PO31 8,284.94,125.99
PO32 6,284.4,126.45
PO33 1,252.12,119.95
PO33 2,276.1,126.17
PO33 3,277.13,125.99
PO33 4,284.33,126.65
PO33 9,278.19,126.44
PO34 5,245.69,118.42
PO35 5,237.3,115.79
PO36 0,283.5,125.98
PO36 6,270.19,122.9
