name,area,households,group,premium,capital,el_total,el_sub,el_wx,el_fl,el_gw,el_th,el_eow,el_fire,el_ad,sub_score,wx_score,fl_score,gw_score,f_high,f_low,sw_high,sw_low,gw_frac,sw_depth_m,sw_sev,rs_depth_m,rs_sev,th_rate,eow_rate,frost_days,fire_rate,ad_rate,wind_ms,gust_rp50,rain10_days,precip_mm,tvar99_vine,tvar99_euler,uplift_pct,el_er,er_score,er_head,er_basis,er_smp55,er_smp105,er_nfi55,er_nfi105,er_smp105_lo,er_smp105_hi,er_nfi105_lo,er_nfi105_hi,er_gi,er_dc50_hi,er_dc100_hi,er_dc50_lo,er_dc100_lo,cc_covered,premium_cc,el_total_cc,cc_uplift_pct,country,geol,sup_geol,sup_frac
NE13,NE,8563.0,2,135.5,4.7943,130.66,10.56,14.07,14.45,1.14,20.85,44.02,10.66,14.92,0.2704,0.2744,0.5433,0.0,0.0023,0.0067,0.0726,0.1333,0.0,0.21,0.9687,0.18,0.6237,0.0072,0.0109,42.0,0.0007,0.0089,4.5,152.0,15.3,688.0,9283.5,210.6,4.6969,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,137.567,132.74,1.5566,England,none (low-plasticity bedrock),Till,0.9923
NE15,NE,15168.0,1,125.6,3.9109,121.73,6.77,12.23,11.92,1.14,20.94,36.68,19.92,12.13,0.163,0.2279,0.4323,0.0,0.0001,0.0025,0.0476,0.0888,0.0,0.19,0.946,0.81,1.4855,0.0088,0.0111,44.6,0.0017,0.0089,4.6,139.0,14.9,714.0,8413.8,186.9,1.5624,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,128.7913,124.79,2.5109,England,none (low-plasticity bedrock),Till,0.2626
NE16,NE,11118.0,1,125.5,4.4223,121.12,6.1,14.98,16.21,1.14,15.98,40.24,12.98,13.5,0.1579,0.2967,0.5078,0.0,0.0105,0.0121,0.0507,0.1015,0.0,0.24,1.0514,0.82,1.4659,0.006,0.0108,41.6,0.001,0.0088,4.6,150.0,18.4,719.0,8546.9,194.8,0.9489,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,128.6079,124.1,2.4398,England,none (low-plasticity bedrock),Till,0.2272
NE17,NE,2270.0,5,164.8,5.4383,159.33,10.08,13.84,39.29,1.14,17.59,36.28,29.14,11.97,0.2696,0.2687,0.8424,0.0,0.0759,0.0932,0.0758,0.1359,0.0,0.19,0.9248,0.75,1.403,0.0074,0.0109,42.2,0.0024,0.0087,4.6,145.0,16.3,749.0,11786.0,250.0,1.0453,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,170.7829,165.03,3.65,England,none (low-plasticity bedrock),Till,0.8934
NE18,NE,431.0,5,162.4,5.4827,156.91,9.65,14.09,11.87,1.14,20.72,59.19,21.79,18.45,0.2595,0.2749,0.4567,0.0,0.0014,0.0038,0.0455,0.1141,0.0,0.15,0.8209,0.58,1.1416,0.0058,0.0118,52.8,0.0012,0.0089,4.9,136.0,17.8,731.0,10762.1,248.3,2.8523,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,163.3981,158.0,0.6221,England,none (low-plasticity bedrock),Till,0.9353
NE19,NE,980.0,4,154.9,5.2099,149.72,7.67,19.37,11.21,1.14,21.35,54.68,19.45,14.84,0.2399,0.4004,0.3916,0.0,0.0091,0.0186,0.0218,0.0524,0.0,0.2,0.9566,0.18,0.6159,0.0072,0.0132,69.2,0.0013,0.0087,4.9,145.0,23.7,916.0,9784.7,236.6,1.1316,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,157.995,152.74,1.9778,England,none (low-plasticity bedrock),Till,0.7913
NE2,NE,10472.0,5,159.8,4.3669,155.4,10.58,12.49,15.28,1.14,33.59,36.69,32.68,12.94,0.2784,0.2347,0.5434,0.0,0.0002,0.0007,0.0801,0.1311,0.0,0.24,1.0795,0.58,1.1425,0.0126,0.0099,30.5,0.0025,0.0085,4.3,149.0,16.1,691.0,10951.0,228.2,4.0297,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,162.7688,158.3,1.8798,England,none (low-plasticity bedrock),Till,0.9633
NE20,NE,5256.0,7,178.0,6.2644,171.73,10.09,15.64,18.65,1.14,19.54,65.74,20.84,20.09,0.2664,0.3128,0.6727,0.0,0.0185,0.0667,0.0752,0.1438,0.0,0.2,0.9485,0.21,0.6991,0.0049,0.0119,54.6,0.0011,0.0088,5.0,139.0,17.1,751.0,11957.3,276.1,3.9892,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,182.9685,176.61,2.7918,England,none (low-plasticity bedrock),Till,0.9595
NE21,NE,7967.0,1,120.1,4.1888,115.87,8.21,12.77,16.79,1.14,16.25,35.09,13.42,12.21,0.2055,0.2417,0.5557,0.0,0.0184,0.046,0.0419,0.0967,0.0,0.17,0.8846,0.46,1.0196,0.0068,0.0105,37.2,0.0011,0.0088,4.4,146.0,16.2,722.0,8370.5,185.7,2.7178,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,132.4374,127.69,10.3107,England,none (low-plasticity bedrock),Till,0.494
NE22,NE,8458.0,1,126.0,4.251,121.71,9.75,18.03,12.93,1.14,11.66,33.69,22.17,12.34,0.259,0.3694,0.4848,0.0,0.0002,0.0006,0.0587,0.1193,0.0,0.2,0.9528,0.58,1.1409,0.0048,0.0099,30.7,0.0018,0.0088,4.8,170.0,14.7,672.0,8604.5,192.6,3.5207,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,127.4531,123.15,1.1871,England,none (low-plasticity bedrock),Till,0.982
NE23,NE,18051.0,1,125.0,4.4589,120.52,10.72,16.29,16.07,1.14,12.9,35.38,15.85,12.17,0.2839,0.3283,0.6111,0.0,0.0011,0.0078,0.0931,0.1751,0.0,0.19,0.9458,0.22,0.715,0.0054,0.0106,38.5,0.0013,0.0088,4.7,157.0,14.9,683.0,8603.7,194.8,4.8948,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,128.4722,123.86,2.7984,England,none (low-plasticity bedrock),Till,0.9945
NE24,NE,18247.0,3,145.2,4.2499,140.97,8.69,18.68,19.67,1.14,24.44,28.91,27.72,11.73,0.2395,0.3844,0.6883,0.0,0.0019,0.0049,0.1191,0.2246,0.0,0.24,1.0393,0.67,1.2197,0.0106,0.009,20.0,0.0024,0.0088,4.9,169.0,14.2,680.0,9956.3,211.8,3.1556,18.51,0.3979541,0.0059244,ncerm,0.0019784,0.0059244,0.0104909,0.0281031,0.0020139,0.0074583,0.0124384,0.0340117,0.0,0.0,0.0,0.0,0.0,1,152.2789,147.69,4.8644,England,none (low-plasticity bedrock),Till,0.7044
NE25,NE,13539.0,1,124.3,4.3838,119.95,9.76,16.21,14.04,1.14,11.26,36.17,18.02,13.35,0.2724,0.3263,0.5401,0.0,0.0016,0.0078,0.0699,0.1385,0.0,0.18,0.907,0.33,0.8095,0.0043,0.0099,30.1,0.0014,0.0088,4.9,152.0,14.5,678.0,8560.1,193.0,4.0449,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,129.2145,124.63,3.9269,England,none (low-plasticity bedrock),Till,0.9683
NE26,NE,8477.0,1,129.7,4.1033,125.56,5.86,16.59,13.34,1.14,20.99,35.42,18.05,14.18,0.152,0.3354,0.4748,0.0,0.0021,0.0025,0.0582,0.096,0.0,0.25,1.0628,0.17,0.5886,0.0076,0.0092,21.9,0.0013,0.0089,5.0,151.0,14.2,677.0,8793.7,193.9,1.0778,32.15,0.5244155,0.0102879,ncerm,0.0029329,0.0102879,0.012932,0.0337166,0.0034974,0.0128108,0.017366,0.0396647,0.0,0.0,0.0,0.0,0.0,1,132.6012,128.4,2.2663,England,none (low-plasticity bedrock),Blown Sand,0.7906
NE27,NE,7226.0,1,124.7,4.2538,120.45,10.26,14.78,12.77,1.14,16.17,35.64,16.43,13.27,0.2824,0.2919,0.5133,0.0,0.0004,0.001,0.0666,0.1305,0.0,0.14,0.8165,0.58,1.1414,0.0063,0.01,32.2,0.0013,0.0091,4.7,149.0,15.1,679.0,8546.5,191.4,4.5708,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,127.5066,123.15,2.2439,England,none (low-plasticity bedrock),Till,0.989
NE28,NE,22041.0,2,132.8,4.0435,128.78,11.52,12.61,14.07,1.14,22.88,31.41,23.71,11.43,0.299,0.2376,0.5124,0.0,0.0049,0.0138,0.0666,0.085,0.0,0.17,0.8914,0.45,1.0426,0.0102,0.01,32.2,0.0021,0.0088,4.4,147.0,14.5,681.0,9179.3,196.2,5.3083,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,136.3519,132.16,2.6565,England,none (low-plasticity bedrock),Till,0.9963
NE29,NE,16835.0,1,131.0,4.0965,126.94,10.21,12.4,16.47,1.14,19.84,31.45,23.61,11.83,0.2845,0.2322,0.5126,0.0,0.0107,0.0109,0.0509,0.1082,0.0,0.21,0.9733,1.05,1.6926,0.0085,0.0097,27.7,0.002,0.0088,4.4,145.0,15.3,678.0,9163.9,195.2,3.2955,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,135.8795,131.57,3.6958,England,none (low-plasticity bedrock),Till,0.9885
NE3,NE,23250.0,2,132.8,4.5052,128.27,8.62,13.14,16.78,1.14,20.42,39.84,14.41,13.92,0.2222,0.2512,0.6156,0.0,0.0088,0.0186,0.082,0.1588,0.0,0.22,0.9937,0.21,0.6678,0.0075,0.0105,37.3,0.0011,0.0089,4.4,150.0,15.2,682.0,9204.2,203.4,3.7943,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,136.9089,132.26,3.1109,England,none (low-plasticity bedrock),Till,0.9967
NE30,NE,10235.0,1,120.5,3.9358,116.53,9.04,12.34,11.71,1.14,16.64,33.51,18.84,13.32,0.2626,0.2308,0.4508,0.0,0.0002,0.0021,0.0502,0.1021,0.0,0.15,0.8489,0.32,0.79,0.0063,0.0091,20.6,0.0014,0.0087,4.4,145.0,15.1,676.0,8403.4,182.1,3.1874,9.57,0.2861858,0.0030639,ncerm,0.0009888,0.0030639,0.0147394,0.0441898,0.0014826,0.0036196,0.0228961,0.0524437,0.0,0.0,0.0,0.0,0.0,1,124.2321,120.17,3.1256,England,none (low-plasticity bedrock),Till,0.9361
NE31,NE,10266.0,1,117.4,3.9074,113.46,11.19,12.55,10.99,1.14,16.09,31.88,17.84,11.78,0.2835,0.2362,0.3888,0.0,0.0002,0.0007,0.0331,0.0897,0.0,0.19,0.9571,0.58,1.1406,0.007,0.01,31.4,0.0016,0.0089,4.4,147.0,13.9,688.0,8056.4,178.6,3.9703,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,121.6022,117.52,3.6039,England,none (low-plasticity bedrock),Till,0.979
NE32,NE,10846.0,1,120.4,3.819,116.59,11.11,12.71,10.73,1.14,17.66,30.52,21.47,11.24,0.2838,0.2403,0.353,0.0,0.0002,0.0005,0.0221,0.0897,0.0,0.28,1.1071,0.58,1.1422,0.008,0.0099,30.5,0.0019,0.0088,4.5,146.0,13.7,680.0,8277.0,180.2,3.6481,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,124.9526,120.94,3.7742,England,none (low-plasticity bedrock),Till,0.971
NE33,NE,13083.0,2,137.8,3.6947,134.08,10.49,11.83,10.63,1.14,31.66,29.55,27.46,11.32,0.2768,0.2175,0.348,0.0,0.0015,0.0031,0.0252,0.0651,0.0,0.25,1.0687,0.19,0.6507,0.014,0.0094,24.3,0.0024,0.0087,4.4,144.0,14.3,673.0,9318.9,195.7,2.9249,39.19,0.5789821,0.0125403,ncerm,0.0023471,0.0125403,0.013835,0.0468413,0.0035678,0.0157222,0.0194166,0.057664,0.0,0.0,0.0,0.0,0.0,1,143.5921,139.65,4.2233,England,none (low-plasticity bedrock),Till,0.9157
NE34,NE,23799.0,1,116.2,3.7592,112.45,9.36,13.05,11.73,1.14,13.29,29.91,22.19,11.77,0.2549,0.2489,0.4133,0.0,0.0001,0.0003,0.0291,0.1277,0.0,0.25,1.0757,0.58,1.1447,0.0058,0.0093,23.6,0.0019,0.0089,4.6,145.0,14.3,672.0,8087.3,175.1,2.4938,54.3,0.6815248,0.0173756,ncerm,0.0048886,0.0173756,0.0060881,0.0222706,0.0080456,0.020903,0.010087,0.0270262,0.0,0.0,0.0,0.0,0.0,1,122.0432,118.03,5.0239,England,none (low-plasticity bedrock),Till,0.8849
NE35,NE,2906.0,1,129.1,3.8582,125.23,10.44,13.29,9.39,1.14,27.72,32.39,18.73,12.13,0.2753,0.255,0.2798,0.0,0.0008,0.0023,0.0074,0.0689,0.0,0.22,0.9824,0.58,1.1417,0.0116,0.0098,28.7,0.0016,0.0088,4.6,147.0,14.1,671.0,8648.9,189.5,2.5902,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,133.2314,129.21,3.2081,England,none (low-plasticity bedrock),Till,0.9743
NE36,NE,3009.0,1,120.9,4.1171,116.77,8.59,13.44,11.1,1.14,18.38,37.06,13.22,13.85,0.2263,0.2585,0.4027,0.0,0.0005,0.0058,0.0307,0.1008,0.0,0.19,0.9232,0.32,0.7894,0.0068,0.0098,29.0,0.001,0.0088,4.6,147.0,14.3,669.0,8276.8,185.4,2.0501,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,124.8833,120.64,3.309,England,none (low-plasticity bedrock),Till,0.78
NE37,NE,8720.0,2,141.7,4.1575,137.54,11.39,14.15,13.44,1.14,29.66,33.02,23.11,11.63,0.2989,0.2762,0.5016,0.0,0.0002,0.0006,0.0599,0.1367,0.0,0.21,0.9822,0.58,1.1403,0.013,0.0104,36.4,0.002,0.0089,4.6,150.0,15.2,693.0,9497.3,206.8,4.9263,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,144.5008,140.23,1.9809,England,none (low-plasticity bedrock),Till,0.9929
NE38,NE,13872.0,2,134.2,4.6052,129.63,13.02,14.18,16.34,1.14,20.77,36.6,14.87,12.72,0.3389,0.2771,0.5861,0.0,0.0048,0.0051,0.0823,0.1557,0.0,0.2,0.9736,0.65,1.2534,0.0083,0.0105,37.7,0.0012,0.0088,4.5,153.0,16.1,698.0,9239.0,206.4,5.6797,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,137.6064,132.87,2.5136,England,none (low-plasticity bedrock),Till,0.9942
NE39,NE,3854.0,1,125.3,4.2233,121.12,7.11,14.2,12.87,1.14,10.72,38.96,22.9,13.22,0.173,0.2776,0.4214,0.0,0.0034,0.0041,0.0426,0.0733,0.0,0.33,1.2041,0.3,0.8725,0.0041,0.0107,39.7,0.0018,0.0088,4.6,147.0,15.0,748.0,8548.5,191.5,1.4347,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,126.9485,122.71,1.2793,England,none (low-plasticity bedrock),Till,0.3177
NE4,NE,14606.0,5,164.9,3.7212,161.14,7.94,11.88,13.1,1.14,35.79,30.92,48.67,11.7,0.2096,0.2188,0.4767,0.0,0.0002,0.0004,0.0582,0.1116,0.0,0.22,1.0149,0.58,1.1409,0.016,0.0099,30.4,0.0044,0.0091,4.2,149.0,15.5,700.0,11134.7,223.2,2.4512,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,167.3732,163.57,1.5249,England,none (low-plasticity bedrock),Till,0.5453
NE40,NE,7069.0,1,112.6,3.9148,108.69,6.14,12.41,10.58,1.14,13.53,38.1,13.89,12.91,0.1433,0.2326,0.3616,0.0,0.0002,0.0025,0.0324,0.063,0.0,0.19,0.9346,0.51,1.1214,0.0053,0.0107,40.3,0.0011,0.0088,4.5,143.0,15.4,732.0,7595.3,173.9,0.1964,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,113.7551,109.85,1.0234,England,none (low-plasticity bedrock),Till,0.1405
NE41,NE,1007.0,1,129.8,4.8544,124.97,11.26,11.75,10.2,1.14,16.64,49.22,8.14,16.62,0.2718,0.2156,0.3478,0.0,0.0011,0.003,0.0267,0.0627,0.0,0.15,0.8435,0.58,1.1418,0.0051,0.0108,40.8,0.0005,0.0088,4.5,140.0,13.7,730.0,8977.5,205.9,3.9559,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,133.7012,128.77,2.9844,England,none (low-plasticity bedrock),Till,0.898
NE42,NE,5439.0,1,122.7,4.1932,118.51,7.81,11.63,13.73,1.14,17.53,39.3,14.39,12.98,0.1987,0.2123,0.5193,0.0,0.0003,0.0246,0.0555,0.1323,0.0,0.17,0.9105,0.38,0.9387,0.0069,0.0111,44.2,0.0011,0.0088,4.4,140.0,17.3,740.0,8442.4,188.4,3.3137,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,129.2749,124.83,5.3562,England,none (low-plasticity bedrock),Alluvium,0.4505
NE43,NE,2029.0,1,132.4,4.9951,127.41,8.84,10.81,13.87,1.14,7.98,52.38,15.78,16.61,0.2252,0.1907,0.5101,0.0,0.0092,0.0187,0.0521,0.096,0.0,0.15,0.8272,0.37,0.9299,0.0024,0.0114,48.6,0.001,0.0088,4.2,139.0,16.1,747.0,9166.5,210.7,3.6872,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,137.794,132.65,4.0688,England,none (low-plasticity bedrock),Till,0.6387
NE44,NE,405.0,2,136.7,5.7724,130.94,9.55,12.96,12.1,1.14,2.66,65.2,8.17,19.16,0.2355,0.2465,0.4039,0.0,0.0105,0.0219,0.0196,0.0586,0.0,0.15,0.8281,0.45,0.9412,0.0007,0.0123,58.4,0.0004,0.0087,4.4,140.0,15.8,753.0,9191.7,227.1,2.1086,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,141.7989,135.95,3.7242,England,none (low-plasticity bedrock),Alluvium,0.6558
NE45,NE,1708.0,5,160.3,5.8081,154.48,8.06,11.63,24.29,1.14,13.36,58.5,20.54,16.96,0.1979,0.2125,0.6234,0.0,0.0236,0.0292,0.065,0.1303,0.0,0.18,0.904,1.34,1.9874,0.0039,0.0123,58.6,0.0012,0.0086,4.4,138.0,14.3,778.0,11010.9,251.3,0.8727,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,166.9203,160.91,4.1395,England,none (low-plasticity bedrock),Till,0.5169
NE46,NE,7313.0,4,155.1,5.4237,149.66,8.93,13.47,18.66,1.14,17.77,54.69,19.72,15.29,0.2396,0.2593,0.5651,0.0,0.0223,0.0655,0.0296,0.0949,0.0,0.17,0.8861,0.61,1.1531,0.0058,0.0129,65.7,0.0013,0.0087,4.2,141.0,22.1,808.0,10366.3,240.1,2.2747,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,165.8493,160.03,6.9445,England,none (low-plasticity bedrock),Alluvium,0.9093
NE47,NE,3389.0,5,159.8,5.8564,153.92,6.62,26.55,23.6,1.14,8.42,51.94,20.85,14.81,0.2004,0.5595,0.6523,0.0,0.0261,0.0848,0.0569,0.0961,0.0,0.25,1.0631,0.64,1.234,0.0028,0.0126,62.3,0.0014,0.0087,5.3,143.0,17.3,1016.0,10361.3,251.5,0.3651,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,167.6226,161.45,4.9075,England,none (low-plasticity bedrock),Till,0.5335
NE48,NE,1919.0,4,151.1,5.3703,145.75,7.83,21.23,13.22,1.14,18.87,54.79,14.31,14.36,0.2543,0.4426,0.465,0.0,0.0182,0.0254,0.0271,0.0589,0.0,0.15,0.8434,0.29,0.7648,0.0066,0.0137,75.0,0.001,0.0087,4.0,143.0,36.3,1201.0,9555.9,235.3,1.6024,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,157.1038,151.53,3.9569,England,none (low-plasticity bedrock),Till,0.8614
NE49,NE,2091.0,4,153.9,5.0686,148.81,6.84,25.28,19.28,1.14,12.38,42.57,29.18,12.14,0.2137,0.5321,0.6059,0.0,0.0171,0.0345,0.0737,0.1009,0.0,0.23,1.0374,0.5,1.1299,0.0051,0.0126,62.3,0.0024,0.0087,5.0,145.0,24.0,1105.0,10060.8,233.3,1.269,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.9022,153.61,3.2653,England,none (low-plasticity bedrock),Till,0.5772
NE5,NE,21814.0,1,128.3,4.0998,124.19,9.21,12.93,14.17,1.14,20.11,34.69,19.93,11.99,0.2411,0.2459,0.5154,0.0,0.0001,0.0003,0.0672,0.1336,0.0,0.23,1.042,0.58,1.1403,0.0086,0.0106,39.1,0.0017,0.0089,4.5,146.0,16.3,701.0,8777.3,192.5,4.0059,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131.2048,127.0,2.271,England,none (low-plasticity bedrock),Till,0.7351
NE6,NE,23052.0,4,155.6,3.8942,151.73,11.25,12.1,13.36,1.14,27.95,29.97,44.91,11.06,0.2815,0.2247,0.4657,0.0,0.003,0.0032,0.0459,0.1167,0.0,0.2,0.9709,1.12,1.7682,0.0127,0.0098,29.3,0.0041,0.0087,4.3,149.0,13.6,687.0,10746.8,216.6,3.7832,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,159.6407,155.58,2.5808,England,none (low-plasticity bedrock),Till,0.9754
NE61,NE,15801.0,4,153.8,5.2877,148.53,7.32,19.1,18.62,1.14,18.21,49.81,19.76,14.57,0.2021,0.3943,0.5523,0.0,0.006,0.0682,0.0509,0.0899,0.0,0.23,1.0323,0.89,1.5019,0.0063,0.0124,59.8,0.0014,0.0088,5.0,151.0,19.7,855.0,10064.7,236.7,1.095,7.52,0.2535516,0.002405,ncerm,0.000706,0.002405,0.0007692,0.0026036,0.000878,0.0031261,0.0009703,0.0033642,0.0,0.0,0.0,0.0,0.0,1,167.2959,161.45,8.7611,England,none (low-plasticity bedrock),Till,0.9342
NE62,NE,4040.0,1,114.3,4.0811,110.26,10.53,18.16,11.17,1.14,11.59,31.31,14.78,11.57,0.2765,0.3725,0.4161,0.0,0.0004,0.0011,0.0437,0.0842,0.0,0.15,0.849,0.58,1.1414,0.005,0.0098,29.1,0.0013,0.0087,4.8,173.0,14.2,682.0,7763.8,178.3,3.5073,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,116.1417,111.98,1.5771,England,none (low-plasticity bedrock),Till,0.9739
NE63,NE,13175.0,2,138.2,4.0302,134.14,9.45,18.34,14.21,1.14,26.72,28.78,23.85,11.65,0.2653,0.3766,0.5503,0.0,0.0027,0.003,0.0724,0.1474,0.0,0.16,0.8648,0.58,1.1322,0.0117,0.009,20.1,0.0021,0.0088,4.8,179.0,15.0,699.0,9301.5,201.3,3.4594,104.85,0.9470546,0.0335527,ncerm,0.0088262,0.0335527,0.0144671,0.0541958,0.0149586,0.0401033,0.0241641,0.064297,0.0,0.0,0.0,0.0,0.0,1,141.3189,137.14,2.2803,England,none (low-plasticity bedrock),Till,0.8841
NE64,NE,2699.0,1,119.9,3.9738,115.88,6.06,18.19,21.32,1.14,12.07,25.73,20.55,10.81,0.1644,0.3733,0.6565,0.0,0.0302,0.0904,0.0448,0.1097,0.0,0.14,0.817,0.48,1.0454,0.0056,0.0086,14.9,0.0019,0.0087,4.8,178.0,14.0,690.0,8475.6,182.1,0.4551,115.29,0.9930951,0.0368943,ncerm,0.0098664,0.0368943,0.0163106,0.0559816,0.0138952,0.0454334,0.023714,0.067455,0.0,0.0,0.0,0.0,0.0,1,141.1089,136.12,17.7339,England,none (low-plasticity bedrock),Till,0.2767
NE65,NE,9235.0,3,147.0,5.0495,141.94,7.41,17.54,14.95,1.14,17.98,49.76,18.83,14.32,0.2179,0.358,0.4953,0.0,0.0118,0.0363,0.037,0.0803,0.0,0.0,1.0,0.0,1.0,0.0063,0.0124,60.4,0.0013,0.0087,4.6,156.0,23.2,849.0,9604.0,226.1,1.5946,6.26,0.231357,0.0020024,ncerm,0.000547,0.0020024,0.0006736,0.0021724,0.0009337,0.0024056,0.0010145,0.0026146,0.0,0.0,0.0,0.0,0.0,0,146.903,141.94,0.0,England,none (low-plasticity bedrock),Till,0.8266
NE66,NE,8383.0,2,137.9,4.809,133.07,7.27,17.06,11.82,1.14,13.02,48.87,19.89,14.0,0.202,0.3467,0.4273,0.0,0.0041,0.0082,0.0404,0.076,0.0,0.2,0.958,0.16,0.6094,0.0046,0.0125,61.3,0.0014,0.0087,4.7,156.0,20.6,806.0,8972.3,213.2,1.541,7.03,0.2452481,0.00225,ncerm,0.0006327,0.00225,0.0006782,0.0023361,0.0004669,0.0029893,0.0004726,0.0031199,0.0,0.0,0.0,0.0,0.0,1,140.5634,135.71,1.9451,England,none (low-plasticity bedrock),Till,0.8763
NE67,NE,592.0,5,164.2,6.252,157.94,8.18,20.54,34.74,1.14,8.98,50.6,18.76,15.01,0.2224,0.4272,0.6564,0.0,0.0606,0.0623,0.0231,0.0692,0.0,0.17,0.8916,1.11,1.7939,0.0029,0.0119,54.1,0.0012,0.0085,5.4,155.0,18.4,748.0,11204.5,262.1,-1.1856,4.82,0.2030125,0.0015418,ncerm,0.0004329,0.0015418,0.0008132,0.002596,0.0001186,0.0022254,0.0004983,0.0035508,0.0,0.0,0.0,0.0,0.0,1,169.1623,162.71,3.0253,England,none (low-plasticity bedrock),Till,0.7998
