name,area,households,group,premium,capital,el_total,el_sub,el_wx,el_fl,el_gw,el_th,el_eow,el_fire,el_ad,sub_score,wx_score,fl_score,gw_score,f_high,f_low,sw_high,sw_low,gw_frac,sw_depth_m,sw_sev,rs_depth_m,rs_sev,th_rate,eow_rate,frost_days,fire_rate,ad_rate,wind_ms,gust_rp50,rain10_days,precip_mm,tvar99_vine,tvar99_euler,uplift_pct,el_er,er_score,er_head,er_basis,er_smp55,er_smp105,er_nfi55,er_nfi105,er_smp105_lo,er_smp105_hi,er_nfi105_lo,er_nfi105_hi,er_gi,er_dc50_hi,er_dc100_hi,er_dc50_lo,er_dc100_lo,cc_covered,premium_cc,el_total_cc,cc_uplift_pct,country,geol,sup_geol,sup_frac
CA11,CA,10563.0,6,166.3,5.639,160.66,6.99,34.71,16.05,1.14,12.18,49.39,26.12,14.09,0.2391,0.73,0.5779,0.0,0.0189,0.0377,0.0528,0.1072,0.0,0.2,0.9705,0.24,0.7063,0.0043,0.0126,62.9,0.0019,0.0087,5.2,137.0,50.1,1692.0,10315.6,254.6,1.5648,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,170.3733,164.58,2.4492,England,none (low-plasticity bedrock),Till,0.852
CA12,CA,3405.0,9,204.2,7.2949,196.93,6.55,33.13,53.16,1.14,10.34,50.64,26.4,15.57,0.2612,0.6977,1.0,0.0,0.1448,0.1934,0.0751,0.1305,0.0,0.21,1.0025,0.54,1.1039,0.0033,0.0116,50.3,0.0017,0.0086,4.7,133.0,70.1,2271.0,13960.5,318.5,2.6862,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,221.3937,213.3,8.4057,England,none (low-plasticity bedrock),Till,0.8313
CA13,CA,7079.0,6,173.5,6.543,167.0,7.65,37.8,35.09,1.14,6.65,47.25,17.28,14.15,0.2747,0.7924,0.8256,0.0,0.0897,0.1085,0.0468,0.0934,0.0,0.22,1.0258,0.51,1.0814,0.0024,0.0121,55.9,0.0012,0.0087,5.2,143.0,53.9,1715.0,11184.9,276.1,-0.4601,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,188.3543,181.09,8.5322,England,none (low-plasticity bedrock),Till,0.9341
CA14,CA,16712.0,4,151.2,4.974,146.25,7.03,36.99,15.84,1.14,15.73,35.91,21.67,11.93,0.2351,0.7762,0.5726,0.0,0.013,0.0455,0.053,0.1151,0.0,0.21,0.98,0.26,0.731,0.0067,0.0109,42.8,0.0018,0.0088,5.8,156.0,35.2,1409.0,9445.5,229.2,1.3499,21.96,0.4333946,0.0070266,ncerm,0.0024874,0.0070266,0.009599,0.0224167,0.0035357,0.0082266,0.0139769,0.0253471,0.0,0.0,0.0,0.0,0.0,1,158.3046,152.98,4.6811,England,none (low-plasticity bedrock),Till,0.9705
CA15,CA,7221.0,4,153.3,5.2357,148.03,8.26,32.44,26.83,1.14,12.37,32.97,22.37,11.65,0.2637,0.6834,0.7976,0.0,0.0522,0.0924,0.0816,0.1459,0.0,0.23,1.0296,0.33,0.8506,0.0054,0.0103,35.3,0.002,0.0088,6.0,145.0,27.8,1155.0,10106.9,235.3,1.1807,39.91,0.5842601,0.01277,ncerm,0.0034621,0.01277,0.014677,0.0360761,0.0054984,0.0153185,0.0200745,0.0416948,0.0,0.0,0.0,0.0,0.0,1,171.4243,165.31,11.8469,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.9746
CA16,CA,2922.0,3,143.5,5.5424,138.0,8.01,16.67,28.46,1.14,8.44,46.56,14.59,14.14,0.2708,0.3373,0.6704,0.0,0.0518,0.0649,0.0391,0.0845,0.0,0.22,1.0186,0.74,1.375,0.003,0.0118,52.7,0.001,0.0087,3.9,148.0,29.8,1246.0,9928.9,230.4,0.4402,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,150.8848,145.04,5.1116,England,none (low-plasticity bedrock),Till,0.9791
CA17,CA,2227.0,6,166.2,5.6465,160.57,7.2,29.17,20.18,1.14,13.44,49.33,26.13,13.97,0.2522,0.6153,0.686,0.0,0.0234,0.0385,0.0937,0.1339,0.0,0.23,1.0069,0.28,0.7663,0.0048,0.0127,63.2,0.0019,0.0087,4.6,146.0,37.2,1241.0,10607.0,254.7,2.1134,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,173.8675,167.89,4.6056,England,none (low-plasticity bedrock),Till,0.8989
CA18,CA,156.0,3,142.2,5.6211,136.63,5.53,32.68,26.11,1.14,5.11,42.52,9.73,13.81,0.1982,0.6884,0.6776,0.0,0.0615,0.0778,0.0252,0.0684,0.0,0.2,0.9573,0.54,1.0841,0.0018,0.011,43.7,0.0007,0.0087,4.9,157.0,50.4,1663.0,9337.1,230.3,-1.2282,30.75,0.5128416,0.0098388,ncerm,0.0028851,0.0098388,0.0030248,0.0116151,8.01e-05,0.0140254,0.000405,0.0163702,0.0,0.0,0.0,0.0,0.0,1,161.6766,155.11,13.6578,England,none (low-plasticity bedrock),Till,0.5786
CA19,CA,511.0,2,140.4,5.3039,135.07,5.08,34.21,11.77,1.14,3.17,48.23,16.54,14.94,0.1868,0.7199,0.3689,0.0,0.0087,0.0398,0.0129,0.0236,0.0,0.21,0.9959,0.37,0.884,0.001,0.0114,47.9,0.0011,0.0085,4.7,160.0,64.9,1975.0,8693.5,223.5,-1.6298,13.8,0.3435902,0.0044163,ncerm,0.0013415,0.0044163,0.0013415,0.0044163,0.0009118,0.0057222,0.0009118,0.0057222,0.0,0.0,0.0,0.0,0.0,1,146.5615,141.01,4.4051,England,none (low-plasticity bedrock),Till,0.6482
CA2,CA,18429.0,4,155.5,5.4283,150.12,12.11,17.32,34.62,1.14,12.39,35.39,25.37,11.77,0.3354,0.3528,0.852,0.0,0.0551,0.1561,0.0836,0.1326,0.0,0.18,0.9164,0.6,1.1872,0.0053,0.0109,42.8,0.0022,0.0088,4.3,148.0,19.0,898.0,10944.2,240.6,2.1694,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,182.9697,176.3,17.6305,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.998
CA20,CA,1513.0,4,151.0,5.5755,145.39,5.68,38.42,17.57,1.14,9.3,45.81,13.52,13.96,0.2244,0.8049,0.5878,0.0,0.0318,0.0587,0.0288,0.0943,0.0,0.22,0.9951,0.27,0.795,0.0033,0.0118,52.5,0.001,0.0087,5.1,165.0,57.7,1847.0,9379.9,238.3,0.1412,0.83,0.0840782,0.0002644,ncerm,0.0001502,0.0002644,0.001261,0.0039671,0.000136,0.0002857,0.0012333,0.0048806,0.0,0.0,0.0,0.0,0.0,1,157.1894,151.33,4.1255,England,none (low-plasticity bedrock),Till,0.8828
CA21,CA,359.0,7,177.0,5.873,171.1,7.71,38.74,25.98,1.14,24.44,39.93,18.63,14.53,0.2603,0.8112,0.5905,0.0,0.0486,0.0614,0.0199,0.0364,0.0,0.21,0.9959,0.76,1.4249,0.0085,0.0099,30.7,0.0013,0.0087,5.8,169.0,35.1,1659.0,11193.8,269.0,-1.077,2.69,0.1518162,0.0008622,ncerm,0.0008622,0.0008622,0.0058766,0.0123608,0.0005731,0.0008628,0.00797,0.0134906,0.0,0.0,0.0,0.0,0.0,1,182.7936,176.6,3.2882,England,none (low-plasticity bedrock),Alluvium,0.9656
CA22,CA,3882.0,2,141.9,5.0365,136.9,6.99,38.45,16.68,1.14,9.46,35.22,17.02,11.94,0.2619,0.8055,0.5476,0.0,0.0309,0.0475,0.0251,0.0707,0.0,0.2,0.9838,0.34,0.8298,0.004,0.0107,39.8,0.0014,0.0088,5.4,165.0,49.0,1699.0,8923.0,220.8,0.4602,3.3,0.168123,0.0010574,ncerm,0.0004651,0.0010574,0.0015475,0.003878,0.0005747,0.0012251,0.002306,0.0043808,0.0,0.0,0.0,0.0,0.0,1,146.705,141.42,3.3591,England,none (low-plasticity bedrock),Till,0.9861
CA23,CA,733.0,5,160.7,5.5587,155.13,6.93,45.14,16.63,1.14,12.47,41.94,18.73,12.15,0.2771,0.9371,0.5913,0.0,0.0298,0.0699,0.0337,0.0761,0.0,0.15,0.8486,0.25,0.7264,0.0052,0.0125,60.7,0.0016,0.0087,5.6,157.0,71.0,1916.0,9626.4,247.8,0.8057,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,168.2399,162.32,4.6978,England,none (low-plasticity bedrock),Till,0.9574
CA24,CA,438.0,3,143.3,5.0148,138.32,7.75,38.19,14.52,1.14,9.89,35.46,18.64,12.73,0.2675,0.8003,0.5064,0.0,0.0133,0.0259,0.0368,0.1048,0.0,0.16,0.8669,0.45,0.9809,0.0039,0.01,32.1,0.0015,0.0087,5.6,159.0,38.7,1687.0,9037.7,221.9,1.0413,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,149.943,144.6,4.6132,England,none (low-plasticity bedrock),Till,0.9662
CA25,CA,2758.0,4,155.6,4.9873,150.56,7.58,38.37,14.85,1.14,13.57,35.0,27.71,12.34,0.2675,0.8039,0.5126,0.0,0.0113,0.0225,0.0495,0.0901,0.0,0.2,0.9512,0.41,0.9666,0.0055,0.0103,34.9,0.0023,0.0088,5.5,159.0,40.9,1710.0,9812.1,233.7,1.1986,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.1696,153.03,1.684,England,none (low-plasticity bedrock),Till,0.943
CA26,CA,1560.0,6,167.6,5.035,162.56,6.55,39.75,12.35,1.14,22.56,38.59,29.16,12.46,0.242,0.8313,0.3947,0.0,0.0057,0.011,0.0304,0.0594,0.0,0.31,1.1533,0.45,0.9809,0.0091,0.0112,46.1,0.0024,0.0088,5.4,158.0,49.5,1584.0,10146.1,246.5,0.0053,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,170.4554,165.28,1.7065,England,none (low-plasticity bedrock),Till,0.7944
CA27,CA,645.0,3,145.8,4.9372,140.9,5.0,38.08,12.66,1.14,11.39,38.08,19.77,14.78,0.162,0.798,0.421,0.0,0.0103,0.02,0.0285,0.0544,0.0,0.17,0.8931,0.45,0.9809,0.0039,0.0093,23.4,0.0013,0.0087,5.9,159.0,32.5,1701.0,9109.8,223.2,-1.1957,24.83,0.4608792,0.007946,ncerm,0.0028197,0.007946,0.0098382,0.0253215,0.0042809,0.0092788,0.0148814,0.0288512,0.0,0.0,0.0,0.0,0.0,1,149.7843,144.66,2.7059,England,none (low-plasticity bedrock),Till,0.4005
CA28,CA,12659.0,4,154.1,5.4761,148.63,6.72,38.16,33.32,1.14,9.79,31.24,16.4,11.85,0.2387,0.7996,0.9809,0.0,0.0904,0.1035,0.132,0.1978,0.0,0.29,1.1672,0.16,0.5907,0.0042,0.0096,26.7,0.0014,0.0088,5.9,158.0,34.2,1528.0,10361.3,239.9,3.5993,20.96,0.4234447,0.0067076,ncerm,0.002398,0.0067076,0.0075962,0.0177682,0.0035702,0.0077427,0.0094958,0.0206963,0.0,0.0,0.0,0.0,0.0,1,162.018,156.1,5.1372,England,none (low-plasticity bedrock),Till,0.6921
CA3,CA,6986.0,2,136.3,5.0186,131.32,14.28,16.72,15.74,1.14,11.63,40.74,17.46,13.61,0.3951,0.3386,0.492,0.0,0.0072,0.0332,0.042,0.0893,0.0,0.16,0.8752,1.04,1.6487,0.0043,0.0108,41.5,0.0013,0.0088,4.2,149.0,22.4,877.0,9298.8,215.0,5.0861,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,149.5108,143.89,9.661,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.9963
CA4,CA,4390.0,2,138.2,5.1148,133.08,7.27,16.59,15.06,1.14,5.93,50.83,20.66,15.61,0.215,0.3354,0.4325,0.0,0.0197,0.0292,0.0184,0.0344,0.0,0.27,1.0346,0.6,1.1643,0.0019,0.0118,52.4,0.0013,0.0087,4.3,147.0,21.8,973.0,9172.7,218.3,0.2576,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,141.1639,135.99,2.1487,England,none (low-plasticity bedrock),Till,0.9739
CA5,CA,3016.0,3,148.3,5.5804,142.72,11.9,20.28,17.31,1.14,5.02,49.53,21.84,15.7,0.3381,0.4213,0.5856,0.0,0.0316,0.0632,0.0353,0.0647,0.0,0.18,0.9306,0.28,0.7794,0.0016,0.0114,48.2,0.0014,0.0087,4.5,147.0,22.0,942.0,9924.6,235.7,4.0046,1.82,0.124933,0.0005839,ncerm,0.0002039,0.0005839,0.0002039,0.0005839,0.0002039,0.0007304,0.0002039,0.0007304,0.0,0.0,0.0,0.0,0.0,1,152.5766,146.85,2.8809,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.9867
CA6,CA,4006.0,2,139.6,5.0367,134.57,8.55,17.1,17.26,1.14,9.21,46.35,20.94,14.01,0.2688,0.3476,0.548,0.0,0.0294,0.04,0.0319,0.0709,0.0,0.15,0.834,0.45,0.9881,0.0033,0.012,55.0,0.0015,0.0088,3.9,149.0,28.4,1034.0,9341.9,218.5,2.1065,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,143.3687,138.2,2.6951,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.9479
CA7,CA,10503.0,3,145.7,5.3404,140.38,9.94,23.82,20.03,1.14,7.26,43.44,21.57,13.19,0.3121,0.5002,0.6043,0.0,0.0379,0.0652,0.0301,0.0738,0.0,0.16,0.8555,0.45,0.9978,0.0028,0.0119,53.8,0.0016,0.0087,4.8,143.0,25.9,1004.0,9667.8,229.4,2.2256,6.63,0.2382184,0.0021229,ncerm,0.0005944,0.0021229,0.0007458,0.0025488,0.0001731,0.0030127,0.0002289,0.003596,0.0,0.0,0.0,0.0,0.0,1,152.8991,147.24,4.9283,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.9417
CA8,CA,4716.0,2,141.8,4.9247,136.86,5.18,21.96,14.89,1.14,9.83,47.02,22.73,14.12,0.1627,0.4591,0.5104,0.0,0.0171,0.0278,0.0415,0.0733,0.0,0.22,1.0293,0.28,0.7869,0.0035,0.0119,54.6,0.0016,0.0087,4.7,147.0,22.5,1116.0,9184.8,218.9,0.1855,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,145.907,140.85,2.9096,England,none (low-plasticity bedrock),Glacial Sand And Gravel,0.9428
CA9,CA,982.0,3,146.5,5.5656,140.98,4.6,39.93,14.39,1.14,9.87,50.86,7.87,12.33,0.1597,0.8348,0.5254,0.0,0.0141,0.0281,0.0517,0.0769,0.0,0.2,0.9553,0.22,0.667,0.004,0.0147,87.0,0.0006,0.0086,5.9,146.0,44.6,1427.0,8710.5,233.7,-0.0578,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,152.9393,147.12,4.3617,England,none (low-plasticity bedrock),Till,0.3012
CB1,CB,21019.0,5,158.5,5.1136,153.35,12.52,9.34,21.78,1.14,25.16,46.14,22.11,15.16,0.234,0.1507,0.8123,0.0,0.0027,0.005,0.1556,0.3468,0.0,0.18,0.9114,0.14,0.5617,0.0084,0.0111,44.2,0.0015,0.0088,4.3,132.0,11.8,568.0,11109.0,238.6,6.3659,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,164.045,158.76,3.5204,England,GAULT FORMATION AND UPPER GREENSAND FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.3133
CB10,CB,6998.0,6,171.3,5.2845,166.05,9.26,13.68,14.56,1.14,21.4,54.38,34.34,17.29,0.1742,0.2646,0.5386,0.0,0.0125,0.0358,0.0513,0.0911,0.0,0.2,0.9558,0.19,0.652,0.0063,0.0116,50.2,0.002,0.0089,4.7,140.0,13.6,623.0,11602.6,254.1,3.6204,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,173.5181,168.25,1.2746,England,LAMBETH GROUP,Till,0.4358
CB11,CB,7252.0,6,172.3,5.2303,167.11,8.88,14.8,11.74,1.14,29.0,55.19,28.54,17.83,0.167,0.2922,0.4389,0.0,0.0064,0.0122,0.0358,0.0841,0.0,0.18,0.9075,0.13,0.5421,0.0084,0.0114,48.6,0.0017,0.0089,4.8,140.0,14.6,641.0,11352.2,254.3,2.5975,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,172.9247,167.79,0.3416,England,none (low-plasticity bedrock),Till,0.4844
CB2,CB,8717.0,7,178.8,5.3133,173.48,11.75,9.86,17.15,1.14,40.51,53.13,22.3,17.65,0.2188,0.165,0.6638,0.0,0.005,0.0113,0.0915,0.2395,0.0,0.18,0.9008,0.25,0.7323,0.0118,0.0111,45.1,0.0013,0.009,4.4,132.0,12.5,568.0,12143.1,262.0,4.984,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,182.6665,177.29,2.1658,England,GAULT FORMATION AND UPPER GREENSAND FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.791
CB21,CB,6690.0,3,149.4,5.0691,144.32,8.52,13.1,11.01,1.14,22.71,54.73,15.79,17.32,0.153,0.2502,0.3783,0.0,0.0057,0.0062,0.0199,0.0823,0.0,0.24,1.0399,0.16,0.5928,0.0067,0.0116,50.0,0.0009,0.0089,4.6,142.0,14.0,607.0,9963.1,228.8,1.8833,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,151.131,146.11,1.1693,England,none (low-plasticity bedrock),Till,0.3902
CB22,CB,10921.0,4,156.5,5.2128,151.26,7.29,10.69,18.98,1.14,22.09,53.44,20.08,17.54,0.11,0.1875,0.5511,0.0,0.0302,0.0322,0.0275,0.0973,0.0,0.19,0.9236,0.6,1.2067,0.0065,0.0112,45.9,0.0012,0.0089,4.4,135.0,11.1,574.0,10793.7,238.1,1.7441,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.301,153.12,1.1693,England,GAULT FORMATION AND UPPER GREENSAND FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.3395
CB23,CB,14035.0,8,185.7,6.8103,178.91,40.72,11.52,15.25,1.14,25.69,51.72,15.72,17.17,0.6662,0.2095,0.5734,0.0,0.0052,0.0066,0.0782,0.145,0.0,0.19,0.9429,0.24,0.7416,0.0078,0.0113,47.3,0.001,0.0091,4.8,129.0,13.1,590.0,13504.3,292.4,15.8887,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,187.9159,181.03,1.1815,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Till,0.7106
CB24,CB,14905.0,8,193.6,7.3299,186.3,38.13,9.66,36.84,1.14,24.62,48.15,11.43,16.34,0.6244,0.1597,0.9559,0.0,0.0764,0.0916,0.1289,0.2355,0.0,0.17,0.8953,0.46,1.0368,0.0078,0.0109,42.2,0.0007,0.0089,4.5,127.0,11.1,566.0,14675.4,308.5,13.9053,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,197.4048,189.87,1.9484,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",River Terrace Deposits (Undifferentiated),0.5258
CB25,CB,7748.0,3,150.2,5.4977,144.74,19.28,10.21,17.9,1.14,20.28,47.56,12.45,15.91,0.3595,0.1747,0.561,0.0,0.0175,0.0481,0.0415,0.1061,0.0,0.13,0.7986,0.69,1.2848,0.0065,0.011,43.3,0.0008,0.0089,4.4,133.0,11.0,566.0,10712.4,236.4,8.4668,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,152.3958,146.87,1.4397,England,GAULT FORMATION AND UPPER GREENSAND FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.224
CB3,CB,5520.0,8,195.4,6.9236,188.47,39.74,10.15,18.72,1.14,33.84,52.79,14.5,17.6,0.6473,0.1731,0.6943,0.0,0.0144,0.0484,0.0823,0.211,0.0,0.14,0.817,0.32,0.8796,0.0097,0.0109,42.2,0.0008,0.0088,4.5,130.0,12.5,569.0,14219.0,303.9,14.4831,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,199.3225,192.26,2.0086,England,GAULT FORMATION AND UPPER GREENSAND FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.4092
CB4,CB,18514.0,7,181.3,6.0715,175.23,28.89,9.79,24.87,1.14,33.12,43.74,18.84,14.84,0.5062,0.1631,0.8002,0.0,0.0292,0.0437,0.1142,0.2493,0.0,0.14,0.8054,0.55,1.1492,0.0113,0.0107,40.3,0.0013,0.0088,4.4,130.0,12.2,568.0,13051.3,276.4,11.342,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,184.3515,178.15,1.6844,England,GAULT FORMATION AND UPPER GREENSAND FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.8712
CB5,CB,4965.0,6,168.0,5.1637,162.84,18.9,9.9,16.7,1.14,38.0,43.7,19.88,14.62,0.3526,0.1662,0.5879,0.0,0.002,0.0308,0.0732,0.1568,0.0,0.23,1.011,0.54,1.144,0.0132,0.0109,42.1,0.0014,0.0088,4.4,133.0,12.0,568.0,11581.0,248.9,8.4029,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,171.3782,166.11,2.0057,England,GAULT FORMATION AND UPPER GREENSAND FORMATION (UNDIFFERENTIATED),Alluvium,0.4503
CB6,CB,16564.0,8,194.9,7.4616,187.41,44.76,10.26,35.59,1.14,21.07,45.2,14.68,14.71,0.7143,0.1761,0.924,0.0,0.089,0.0968,0.1001,0.1744,0.0,0.16,0.8498,0.43,0.9885,0.0074,0.0113,47.3,0.001,0.0089,4.5,132.0,11.8,580.0,14845.2,311.8,15.6451,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,196.4821,188.88,0.829,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Till,0.4416
CB7,CB,12202.0,4,154.4,5.6933,148.66,21.66,11.5,25.05,1.14,19.03,42.41,13.66,14.21,0.4025,0.209,0.7932,0.0,0.055,0.0942,0.0693,0.1567,0.0,0.17,0.8907,0.31,0.7988,0.0068,0.0109,42.7,0.001,0.0089,4.5,139.0,11.8,581.0,11195.3,243.5,10.3017,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,157.4005,151.58,1.975,England,LOWER GREENSAND GROUP,River Terrace Deposits (Undifferentiated),0.3928
CB8,CB,15964.0,5,159.9,5.5809,154.35,7.54,14.24,30.27,3.24,19.27,45.9,18.91,14.97,0.131,0.2787,0.8821,1.0,0.0418,0.0449,0.1533,0.2415,0.0691,0.25,1.045,0.34,0.9052,0.0065,0.0111,44.9,0.0013,0.0088,4.7,144.0,13.0,614.0,11262.7,247.4,4.6326,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,162.9808,157.29,1.9078,England,none (low-plasticity bedrock),Till,0.4916
CB9,CB,13509.0,3,144.5,5.2452,139.21,12.05,14.3,22.45,1.14,13.66,44.76,16.86,14.0,0.2367,0.28,0.7482,0.0,0.0019,0.0021,0.1529,0.2371,0.0,0.27,1.0859,0.44,1.0727,0.005,0.0118,53.1,0.0012,0.0089,4.8,141.0,14.2,623.0,9973.7,226.6,5.6468,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,150.2522,144.78,4.0103,England,none (low-plasticity bedrock),Till,0.9891
CF10,CF,6905.0,10,239.0,6.0922,232.95,11.23,24.36,32.67,1.75,62.77,41.65,42.81,15.71,0.3177,0.5121,0.8405,0.8802,0.0354,0.3729,0.0102,0.0653,0.02,0.0,1.0,0.0,1.0,0.0196,0.0093,23.9,0.0027,0.0085,4.2,159.0,33.9,1145.0,15575.8,334.5,2.9397,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,239.0823,232.95,0.0,Wales,TRIASSIC ROCKS (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.937
CF11,CF,16850.0,10,234.9,7.6119,227.32,16.18,23.84,60.24,1.75,41.77,43.8,23.92,15.83,0.4365,0.5007,1.0,0.8802,0.0561,0.8821,0.0111,0.1018,0.02,0.0,1.0,0.0,1.0,0.0134,0.0101,32.8,0.0015,0.0088,4.1,160.0,37.7,1141.0,16635.0,354.2,8.6955,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,235.0772,227.32,0.0,Wales,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.9677
CF14,CF,31777.0,7,183.5,6.0123,177.44,6.7,25.71,19.87,1.75,21.89,54.89,28.06,18.58,0.1812,0.5415,0.5887,0.8802,0.026,0.133,0.0079,0.0632,0.02,0.0,1.0,0.0,1.0,0.006,0.0108,41.5,0.0015,0.0089,4.0,162.0,43.5,1359.0,12012.1,277.6,1.8446,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183.3849,177.44,0.0,Wales,TRIASSIC ROCKS (UNDIFFERENTIATED),Glacial Sand And Gravel,0.9308
CF15,CF,7703.0,9,198.0,6.364,191.6,6.86,27.58,21.44,1.75,19.14,58.76,36.74,19.35,0.202,0.5816,0.6266,0.8802,0.0386,0.0755,0.0383,0.0634,0.02,0.0,1.0,0.0,1.0,0.0051,0.0112,46.0,0.002,0.0089,3.9,164.0,53.3,1451.0,12962.6,297.7,2.0383,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,197.8965,191.6,0.0,Wales,LIAS GROUP,Till,0.7096
