name,area,households,group,premium,capital,el_total,el_sub,el_wx,el_fl,el_gw,el_th,el_eow,sub_score,wx_score,fl_score,gw_score,f_high,f_low,sw_high,sw_low,gw_frac,sw_depth_m,sw_sev,th_rate,eow_rate,frost_days,wind_ms,gust_rp50,rain10_days,precip_mm,tvar99_vine,tvar99_euler,uplift_pct,el_er,er_score,er_smp55,er_smp105,er_nfi55,er_nfi105,er_smp105_lo,er_smp105_hi,er_nfi105_lo,er_nfi105_hi,er_gi,cc_covered,premium_cc,el_total_cc,cc_uplift_pct,country,geol,sup_geol,sup_frac
PE21 0,PE,4398.0,7,139.3,6.6044998,132.7,42.2,13.1,19.6,0.0,15.2,42.6,0.7,0.3011,0.6696,0.0,0.0991,0.2934,0.0809,0.1948,0.0,0.22,0.9477,0.0044,0.0107,39.6,4.8,140.0,14.0,626.0,11622.1,241.7,16.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,243.3553,232.7,74.7524,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,1.0
PE21 1,PE,255.0,10,236.6,10.2506,226.4,42.2,11.5,116.3,0.0,13.5,42.8,0.7,0.2609,1.0,0.0,1.0,1.0,0.0528,0.1935,0.0,0.13,0.7498,0.0039,0.0107,40.6,4.6,140.0,14.0,625.0,20812.5,393.79999,10.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,238.4147,227.9,0.7506,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,1.0
PE21 6,PE,1555.0,10,251.7,7.0008998,244.7,42.2,11.6,30.4,0.0,117.7,42.8,0.7,0.2628,0.8615,0.0,0.217,0.2351,0.1608,0.3945,0.0,0.16,0.8316,0.0341,0.0107,40.6,4.6,140.0,14.0,625.0,16705.8,360.29999,12.1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,328.2908,318.3,30.4363,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,1.0
PE21 7,PE,4124.0,9,165.9,6.8544002,159.0,42.3,11.3,26.4,0.0,36.3,42.7,0.7,0.2552,0.7771,0.0,0.1808,0.3243,0.0773,0.2392,0.0,0.18,0.8553,0.0105,0.0107,40.3,4.5,140.0,13.9,626.0,13443.9,272.79999,14.3274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,245.6829,235.7,48.1091,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,1.0
PE21 8,PE,5432.0,9,167.5,6.7119002,160.8,42.3,11.9,22.5,0.0,41.3,42.9,0.7,0.2704,0.7299,0.0,0.1619,0.2119,0.0915,0.2526,0.0,0.17,0.8387,0.012,0.0107,41.0,4.6,141.0,13.7,616.0,13328.7,272.20001,14.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,186.5594,179.1,11.3514,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,1.0
PE21 9,PE,3732.0,8,151.0,6.1736002,144.8,42.2,12.4,11.3,0.0,36.1,42.9,0.7,0.2823,0.5288,0.0,0.0659,0.0659,0.0716,0.2331,0.0,0.15,0.7999,0.0105,0.0107,40.9,4.7,140.0,14.7,621.0,11978.6,246.2,17.1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,261.5555,251.0,73.2231,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,1.0
PE22 0,PE,2542.0,9,173.9,8.2628002,165.6,49.6,15.0,47.8,0.0,10.9,42.3,0.8004,0.3517,0.9621,0.0,0.3911,0.427,0.0505,0.1172,0.0,0.22,0.9334,0.0031,0.0106,37.7,5.1,138.0,14.0,623.0,14923.6,301.89999,17.3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,217.1686,207.1,24.9,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.4955
PE22 7,PE,1646.0,8,142.6,6.1978998,136.4,38.5,11.5,15.5,0.0,27.3,43.6,0.6524,0.2573,0.6066,0.0,0.0835,0.1476,0.1003,0.2027,0.0,0.21,0.9167,0.0079,0.0109,45.3,4.5,144.0,13.3,624.0,11568.3,238.8,15.2693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,195.2798,186.8,36.9887,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.9819
PE22 8,PE,1717.0,9,167.9,7.757,160.1,48.1,14.0,37.5,0.0,17.4,43.1,0.7769,0.3267,0.892,0.0,0.2841,0.3722,0.0903,0.2119,0.0,0.21,0.9181,0.005,0.0108,42.4,5.0,133.0,12.7,624.0,14139.1,288.5,16.4474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,240.9574,230.3,43.51,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.5952
PE22 9,PE,1551.0,9,161.5,7.3590002,154.2,46.9,14.5,28.8,0.0,21.5,42.5,0.7605,0.3377,0.7824,0.0,0.2331,0.2592,0.0637,0.153,0.0,0.21,0.9293,0.0062,0.0106,38.9,5.0,136.0,13.1,625.0,13413.6,276.70001,15.2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,237.5171,227.2,47.0556,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.6974
PE23 4,PE,1308.0,9,172.6,6.3913999,166.2,42.8,14.8,11.2,0.0,53.7,43.7,0.7095,0.3447,0.498,0.0,0.0568,0.0838,0.0797,0.1237,0.0,0.26,1.034,0.0155,0.0109,45.9,4.8,140.0,17.0,696.0,12959.2,271.70001,15.2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,176.703,170.1,2.4047,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Till,0.2664
PE23 5,PE,2603.0,7,134.7,6.3018999,128.4,37.7,13.3,16.6,0.0,17.2,43.4,0.646,0.3068,0.6167,0.0,0.0781,0.1447,0.122,0.2089,0.0,0.27,1.05,0.005,0.0109,44.4,4.7,137.0,15.4,666.0,11091.9,232.8,15.6578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,152.2715,145.1,13.0792,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Till,0.6962
PE23 9,PE,221.0,4,113.0,6.0630002,106.9,46.0,13.8,3.7,0.0,0.0,43.4,0.75,0.3165,0.3471,0.0,0.0,0.0,0.0764,0.1528,0.0,0.1,0.6719,0.0,0.0109,44.4,4.8,138.0,15.3,671.0,9279.4,206.0,23.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,113.0514,107.0,0.0369,England,WEALDEN GROUP,none mapped,0.0
PE24 4,PE,1923.0,9,157.3,7.0998998,150.2,33.9,15.5,37.8,0.0,21.5,41.5,0.5961,0.3635,0.8792,0.0,0.3125,0.3786,0.0388,0.1421,0.0,0.17,0.8418,0.0062,0.0104,32.9,5.1,132.0,13.6,638.0,13085.4,269.5,11.6917,17.0,0.4034681,0.0017455,0.0054471,0.0017455,0.0054471,0.0009585,0.0070519,0.0009585,0.0070519,0.0,1,218.7813,209.3,39.1152,England,WEALDEN GROUP,Alluvium,0.6899
PE24 5,PE,3867.0,7,140.2,5.5602002,134.6,21.7,14.8,18.2,0.0,39.0,41.0,0.4273,0.3446,0.64,0.0,0.1038,0.2158,0.0783,0.1855,0.0,0.23,0.9564,0.0113,0.0102,29.8,5.0,136.0,13.1,659.0,10957.8,229.2,9.3821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,196.3379,188.4,40.0447,England,WEALDEN GROUP,Alluvium,0.8196
PE25 1,PE,3941.0,8,156.0,5.3594999,150.7,10.5,15.0,28.6,0.0,56.9,39.7,0.1942,0.3515,0.7728,0.0,0.2271,0.3424,0.0285,0.1029,0.0,0.16,0.8128,0.0165,0.0099,21.9,4.9,135.0,12.8,657.0,11748.7,243.3,1.8349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,187.5398,180.9,20.2003,England,none (low-plasticity bedrock),Alluvium,0.5436
PE25 2,PE,3814.0,8,154.4,5.2220998,149.2,13.1,14.9,21.8,0.0,59.4,39.8,0.2732,0.3494,0.72,0.0,0.1247,0.3782,0.0585,0.215,0.0,0.15,0.7944,0.0172,0.0099,22.6,4.9,134.0,13.1,654.0,11437.1,239.2,4.2297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,238.1354,229.6,54.2568,England,LOWER GREENSAND GROUP,Alluvium,0.8796
PE25 3,PE,2891.0,7,140.3,5.211,135.1,11.3,15.1,23.9,0.0,45.0,39.8,0.2235,0.3523,0.6997,0.0,0.199,0.234,0.0247,0.0938,0.0,0.13,0.7513,0.013,0.0099,22.5,4.9,133.0,14.0,652.0,10815.8,225.0,2.6707,98.7,0.9714913,0.0104437,0.0315808,0.0120798,0.03695,0.0112674,0.0387529,0.0134832,0.0452922,0.0,1,176.5358,169.8,25.835,England,LOWER GREENSAND GROUP,Alluvium,0.454
PE25 9,PE,67.0,2,98.4,5.3896999,93.0,13.7,14.8,24.5,0.0,0.0,40.0,0.29,0.3462,0.8346,0.0,0.0,1.0,0.0835,0.2922,0.0,0.13,0.7565,0.0,0.01,23.6,4.9,134.0,13.1,654.0,8063.6,186.39999,4.3841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,195.5615,186.5,98.7875,England,none (low-plasticity bedrock),Alluvium,1.0
PE26 1,PE,2510.0,9,161.4,7.1978002,154.2,51.2,7.7,30.0,0.0,22.0,43.3,0.8046,0.1509,0.8266,0.0,0.1826,0.2078,0.198,0.3138,0.0,0.27,1.049,0.0064,0.0108,43.7,4.5,119.0,12.4,583.0,13590.2,272.10001,16.6599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,166.0527,158.6,2.8836,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.3486
PE26 2,PE,2604.0,8,153.9,6.9159999,147.0,56.3,7.6,18.4,0.0,21.2,43.4,0.8658,0.1471,0.6748,0.0,0.088,0.1377,0.1594,0.2967,0.0,0.23,0.97,0.0061,0.0108,44.0,4.5,122.0,10.7,581.0,12897.9,259.60001,19.3726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.3173,151.2,2.8813,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.1329
PE27 3,PE,3283.0,8,142.1,6.8741002,135.2,51.8,8.2,21.9,0.0,10.9,42.5,0.8127,0.1644,0.7115,0.0,0.1237,0.1774,0.1506,0.24,0.0,0.25,1.0164,0.0031,0.0106,39.1,4.6,121.0,11.4,568.0,12165.1,247.8,18.6633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,145.1694,138.1,2.15,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Till,0.3879
PE27 4,PE,1033.0,10,208.2,9.3067999,198.9,57.3,8.3,75.0,0.0,15.6,42.7,0.8804,0.1711,1.0,0.0,0.61,0.6273,0.1093,0.2403,0.0,0.26,1.0332,0.0045,0.0107,40.1,4.5,123.0,10.9,562.0,18163.3,351.10001,16.8662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211.7593,202.2,1.7145,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",River Terrace Deposits (Undifferentiated),0.0478
PE27 5,PE,2468.0,10,196.6,8.4447002,188.2,37.7,8.2,77.8,0.0,21.9,42.6,0.6385,0.1688,1.0,0.0,0.5684,0.9151,0.1262,0.2728,0.0,0.22,0.9583,0.0063,0.0106,39.2,4.5,122.0,11.9,565.0,17000.0,327.20001,13.3223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,205.9677,197.0,4.7546,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.6153
PE27 6,PE,2109.0,8,141.4,6.8401999,134.6,47.1,8.1,26.6,0.0,10.4,42.5,0.7531,0.1619,0.7805,0.0,0.1879,0.1956,0.1389,0.25,0.0,0.2,0.9192,0.003,0.0106,38.6,4.5,121.0,11.7,568.0,12118.9,246.89999,16.9027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,144.5022,137.5,2.1615,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Till,0.4962
PE27 9,PE,132.0,2,97.0,4.8948998,92.1,25.4,8.3,7.0,0.0,8.7,42.5,0.475,0.1673,0.493,0.0,0.0,0.0,0.1542,0.3084,0.0,0.12,0.7465,0.0025,0.0106,39.0,4.5,122.0,11.7,564.0,8051.7,173.60001,16.1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,102.6005,97.5,5.8167,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),1.0
PE28 0,PE,2322.0,8,152.5,6.5724001,145.9,48.9,10.3,14.4,0.0,28.7,43.7,0.7811,0.2244,0.5898,0.0,0.0619,0.1068,0.1298,0.2266,0.0,0.23,0.9786,0.0083,0.0109,45.8,4.7,127.0,12.2,603.0,12421.3,253.5,18.1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.8283,148.1,1.5124,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.4987
PE28 2,PE,4093.0,8,143.1,6.4282999,136.7,50.0,8.0,13.2,0.0,21.7,43.8,0.7931,0.1577,0.5565,0.0,0.048,0.0747,0.1296,0.2291,0.0,0.27,1.0525,0.0063,0.0109,46.3,4.5,114.0,13.0,592.0,11875.1,241.5,18.8285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,145.3196,138.8,1.5552,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.4485
PE28 3,PE,4083.0,8,149.6,6.6352,142.9,48.9,8.9,18.2,0.0,24.0,43.0,0.7764,0.1851,0.6408,0.0,0.0982,0.185,0.1014,0.1989,0.0,0.25,1.0035,0.0069,0.0108,41.9,4.7,121.0,12.3,575.0,12417.3,251.5,17.5054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,152.8439,146.0,2.1879,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Till,0.4145
PE28 4,PE,4636.0,8,153.7,6.8326998,146.9,40.8,7.9,32.8,0.0,22.6,42.8,0.6807,0.1573,0.8461,0.0,0.2274,0.2608,0.1486,0.2532,0.0,0.24,0.9957,0.0065,0.0107,40.8,4.5,117.0,11.1,584.0,12958.9,259.89999,14.0947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,157.0046,150.0,2.1455,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.7555
PE28 5,PE,3387.0,8,141.5,6.4861999,135.0,47.8,9.3,14.5,0.0,19.4,44.0,0.7663,0.1959,0.579,0.0,0.0669,0.0853,0.1265,0.2071,0.0,0.27,1.0357,0.0056,0.011,48.0,4.7,118.0,12.9,611.0,11749.7,241.2,18.3894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,143.3771,136.8,1.3472,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.567
PE28 9,PE,3065.0,9,162.8,7.1166,155.7,40.1,8.8,40.0,0.0,24.0,42.8,0.6736,0.1851,0.9218,0.0,0.2576,0.3804,0.1602,0.2928,0.0,0.26,1.0161,0.007,0.0107,40.6,4.6,124.0,11.8,569.0,13725.3,272.5,15.1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,166.5226,159.2,2.265,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),River Terrace Deposits (Undifferentiated),0.611
PE29 1,PE,4883.0,8,152.8,7.04,145.7,41.3,7.9,38.6,0.0,15.6,42.4,0.6881,0.1562,0.9057,0.0,0.2728,0.2845,0.1559,0.2963,0.0,0.24,0.984,0.0045,0.0106,38.5,4.5,118.0,11.3,574.0,13109.6,261.20001,15.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.8151,147.7,1.3445,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.7312
PE29 2,PE,3487.0,7,134.5,6.3755002,128.1,37.4,8.3,25.2,0.0,14.5,42.7,0.6351,0.1689,0.7419,0.0,0.1664,0.2192,0.1141,0.2065,0.0,0.25,1.0228,0.0042,0.0107,40.3,4.5,122.0,11.6,574.0,11438.2,234.0,13.9866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,138.7438,132.2,3.1453,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.9927
PE29 3,PE,1451.0,10,226.7,8.0220003,218.7,42.9,7.7,61.3,0.0,64.3,42.5,0.7101,0.1508,1.0,0.0,0.4555,0.5119,0.1446,0.2691,0.0,0.29,1.1017,0.0186,0.0106,39.0,4.5,119.0,11.4,574.0,17761.1,349.79999,13.7291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,232.1557,223.8,2.39,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Alluvium,0.6958
PE29 6,PE,2003.0,9,170.7,6.9703002,163.7,48.9,7.6,27.8,0.0,36.8,42.6,0.7748,0.1464,0.7715,0.0,0.1487,0.2042,0.1762,0.2754,0.0,0.39,1.2516,0.0107,0.0107,39.6,4.4,118.0,11.6,575.0,13953.6,278.10001,14.9411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,174.8701,167.7,2.4509,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.5568
PE29 7,PE,1359.0,9,159.8,6.3758998,153.4,47.6,7.8,16.4,0.0,39.0,42.6,0.7626,0.1517,0.6448,0.0,0.041,0.0468,0.2219,0.3704,0.0,0.28,1.0772,0.0113,0.0106,39.4,4.5,118.0,11.6,575.0,12866.0,257.39999,17.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,161.8671,155.4,1.3243,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Till,0.6108
PE29 9,PE,685.0,6,126.2,6.3684001,119.8,56.5,7.8,8.0,0.0,5.0,42.6,0.869,0.1489,0.4966,0.0,0.0,0.0,0.1429,0.3537,0.0,0.18,0.8708,0.0015,0.0106,39.2,4.4,118.0,11.5,574.0,10769.5,222.7,24.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,127.5293,121.1,1.0923,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),Alluvium,0.155
PE3 6,PE,2801.0,7,131.1,5.6721001,125.4,14.8,8.7,33.3,0.0,25.5,43.1,0.295,0.1815,0.8397,0.0,0.2463,0.3439,0.0806,0.1902,0.0,0.22,0.954,0.0074,0.0108,42.7,4.2,136.0,11.7,592.0,10863.6,222.60001,5.1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,133.5425,127.8,1.8572,England,INFERIOR OOLITE GROUP,Alluvium,0.2927
PE3 7,PE,2367.0,6,123.2,4.4963002,118.7,15.5,9.4,7.5,0.0,42.8,43.5,0.3,0.1997,0.4966,0.0,0.0,0.0,0.1286,0.3963,0.0,0.16,0.8306,0.0124,0.0109,44.7,4.3,138.0,12.2,592.0,9404.3,194.3,8.4594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,126.976,122.4,3.0587,England,none (low-plasticity bedrock),none mapped,0.0
PE3 8,PE,3163.0,6,122.7,4.5967999,118.1,17.8,9.8,5.4,0.0,41.1,43.9,0.3426,0.2094,0.407,0.0,0.0,0.0027,0.1002,0.2202,0.0,0.19,0.9007,0.0119,0.011,47.3,4.3,139.0,12.6,593.0,9367.4,195.8,8.7756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,124.8718,120.2,1.7963,England,KELLAWAYS FORMATION AND OXFORD CLAY FORMATION (UNDIFFERENTIATED),none mapped,0.0
PE3 9,PE,4067.0,2,101.0,4.3502998,96.6,15.5,9.3,4.6,0.0,23.8,43.4,0.2916,0.1941,0.3699,0.0,0.0,0.0,0.0751,0.2085,0.0,0.18,0.8609,0.0069,0.0109,44.5,4.3,138.0,12.2,593.0,8045.7,169.89999,8.2177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,101.904,97.6,0.9081,England,none (low-plasticity bedrock),River Terrace Deposits (Undifferentiated),0.0669
PE30 1,PE,1279.0,10,191.0,7.0869002,183.9,44.0,12.7,30.0,0.0,54.9,42.3,0.7214,0.2932,0.8624,0.0,0.1782,0.2418,0.228,0.381,0.0,0.2,0.9265,0.0159,0.0106,37.7,4.6,143.0,14.1,638.0,14747.1,300.70001,14.8622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,289.6203,278.7,51.62,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.8928
PE30 2,PE,3274.0,9,158.6,7.2767,151.3,43.8,13.2,33.0,0.0,19.0,42.3,0.7193,0.3059,0.8606,0.0,0.2478,0.3626,0.0927,0.2277,0.0,0.16,0.8195,0.0055,0.0106,37.7,4.7,142.0,13.9,643.0,13288.2,272.0,15.1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,246.2348,235.6,55.2735,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.8998
PE30 3,PE,6001.0,7,138.5,7.0514998,131.4,40.5,15.9,26.9,0.0,5.6,42.5,0.6861,0.3749,0.7647,0.0,0.2024,0.3227,0.0514,0.1503,0.0,0.2,0.8972,0.0016,0.0106,38.6,5.2,141.0,13.4,656.0,11692.6,249.8,14.0418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,200.8638,191.3,45.0297,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.7854
PE30 4,PE,6042.0,7,136.9,6.5545998,130.4,47.1,12.2,14.8,0.0,13.9,42.5,0.7609,0.2764,0.6064,0.0,0.0684,0.1711,0.0983,0.2442,0.0,0.19,0.89,0.004,0.0106,38.7,4.5,144.0,14.5,656.0,11447.9,238.0,19.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,216.0395,206.3,57.7696,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.4524
PE30 5,PE,2946.0,9,169.1,7.0735998,162.0,44.3,11.9,29.2,0.0,34.4,42.3,0.7248,0.2695,0.821,0.0,0.2314,0.2314,0.1092,0.2676,0.0,0.16,0.8328,0.01,0.0106,37.9,4.5,143.0,13.8,635.0,13782.7,279.39999,14.8336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,262.3467,251.7,55.1296,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,0.876
PE30 9,PE,260.0,5,116.0,6.1760998,109.8,42.2,12.9,12.3,0.0,0.0,42.3,0.7,0.2972,0.6666,0.0,0.0,0.0,0.2943,0.5266,0.0,0.16,0.8246,0.0,0.0106,37.8,4.6,143.0,14.3,639.0,9648.5,210.89999,22.5449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,223.8125,213.4,93.0164,England,"WEST WALTON FORMATION, AMPTHILL CLAY FORMATION AND KIMMERIDGE CLAY FORMATION (UNDIFFERENTIATED)",Alluvium,1.0
PE31 6,PE,3841.0,2,94.4,4.8930001,89.5,15.1,15.0,8.2,0.0,7.8,43.5,0.3086,0.3472,0.4186,0.0,0.0552,0.0763,0.0283,0.0682,0.0,0.22,0.9499,0.0023,0.0109,45.0,4.8,142.0,16.3,708.0,7531.6,174.0,5.6591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,107.1191,101.6,13.4601,England,WEALDEN GROUP,Till,0.4628
PE31 7,PE,3663.0,8,142.9,6.9791999,135.9,28.2,17.6,39.4,0.0,9.4,41.3,0.5177,0.4162,0.875,0.0,0.3425,0.3651,0.0182,0.0528,0.0,0.17,0.8478,0.0027,0.0103,31.9,5.4,139.0,12.7,682.0,12017.5,254.10001,10.0865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,160.6422,152.9,12.4364,England,WEALDEN GROUP,Alluvium,0.1413
PE31 8,PE,2056.0,5,119.7,5.0219002,114.7,9.4,18.1,16.8,0.0,26.9,43.5,0.1612,0.4284,0.5643,0.0,0.1307,0.1548,0.0168,0.0484,0.0,0.22,0.9394,0.0078,0.0109,45.0,5.3,139.0,16.0,689.0,9213.5,200.39999,1.6828,4.0,0.1954584,0.0004457,0.0012784,0.0004457,0.0012784,0.0004681,0.0015505,0.0004681,0.0015505,0.0,1,123.5663,118.4,3.2201,England,none (low-plasticity bedrock),Till,0.581
