x,y,value
102500,557500,4.0796323
102500,562500,4.4718356
102500,567500,5.157052
102500,572500,5.1685796
102500,577500,4.6698265
102500,582500,4.6073203
102500,587500,4.697562
102500,592500,4.717025
102500,597500,5.1238337
102500,747500,7.2457657
102500,882500,7.3071985
102500,887500,7.222322
102500,892500,6.965007
102500,897500,7.075905
102500,907500,7.3846436
102500,912500,7.5538483
102500,917500,7.1248665
102500,922500,7.682916
102500,927500,7.529889
102500,932500,7.477086
102500,937500,7.921219
107500,472500,4.1246786
107500,477500,4.384828
107500,482500,4.937783
107500,487500,5.149163
107500,492500,5.1456084
107500,497500,4.9393873
107500,502500,4.785342
107500,507500,4.4218907
107500,512500,4.1998734
107500,517500,4.17813
107500,522500,4.4491296
107500,527500,5.3904724
107500,532500,4.850379
107500,537500,4.2695446
107500,542500,4.373775
107500,547500,4.290831
107500,552500,4.0141745
107500,557500,4.221221
107500,562500,4.2735014
107500,567500,4.473554
107500,572500,4.633903
107500,577500,4.4695215
107500,582500,4.337708
107500,587500,4.3413672
107500,592500,4.477584
107500,597500,5.278737
107500,747500,8.062686
107500,887500,6.8610687
107500,892500,6.954492
107500,897500,6.9776716
107500,902500,7.0248237
107500,907500,7.164215
107500,912500,7.278243
107500,917500,6.2030025
107500,922500,6.6627426
107500,927500,6.7973022
107500,932500,6.472644
107500,937500,7.1201844
112500,472500,4.121846
112500,477500,4.889823
112500,482500,5.2371345
112500,487500,4.852638
112500,492500,4.6535926
112500,497500,4.491035
112500,502500,4.440521
112500,507500,4.181495
112500,512500,4.117467
112500,517500,4.2102365
112500,522500,4.6769514
112500,527500,5.940108
112500,532500,5.9885306
112500,537500,5.6627975
112500,542500,5.3895535
112500,547500,4.632736
112500,552500,4.0777426
112500,557500,4.1085587
112500,562500,4.253006
112500,567500,4.28197
112500,572500,4.2740126
112500,577500,4.477433
112500,582500,4.430204
112500,587500,4.3523097
112500,592500,4.4721575
112500,597500,5.1766996
112500,602500,6.241557
112500,752500,8.544105
112500,847500,7.9849677
112500,892500,6.777236
112500,897500,6.762333
112500,902500,6.642797
112500,907500,7.096133
112500,912500,6.8217225
112500,917500,5.9335465
